caller	gr_set	gr_rich_threshold	pct_fg	pct_bg	or_fisher	ci_lo	ci_hi	p_fisher	or_adj	adj_lo	adj_hi	p_adj	or_post	cri_lo	cri_hi	p_or_gt1
hicexplorer	GRmotif_all	6	25.75643534547644	44.02821745417595	0.4410537453588187	0.4160318390206821	0.4673714833890065	2.360771821782602e-186	0.36011992373526674	0.338773264275637	0.38281167124681154	2.247714303239603e-235	0.44107026620457723	0.4163443164838561	0.46706810308227886	0
hicexplorer	GRmotif_shared	5	23.257564353454764	47.424473365380855	0.3359812214925197	0.3163415147157717	0.3566736382578971	1.43e-322	0.28011662870277826	0.263178284287931	0.2981451371951528	0	0.3359423020405834	0.3165489711339764	0.35650966786753274	0
insulation	GRmotif_all	6	33.10831083108311	47.451950226861136	0.5481189435048693	0.5191492297128523	0.5786023124918165	9.596830267163088e-111	0.36438340792807594	0.34301083773598945	0.38708767585785103	4.800602863576339e-235	0.5481523553616655	0.5193013940091632	0.578577254489331	0
insulation	GRmotif_shared	5	28.577857785778576	49.794559227309016	0.40343249582186796	0.38130379920663443	0.4267191703989149	1.2825933435030371e-241	0.29298468823990104	0.27576686685204027	0.3112775241018659	0	0.4034398786801542	0.38149035981312496	0.42650454563789797	0
