caller	gr_set	beta	se	irr	irr_lo	irr_hi	p
hicexplorer	GRmotif_all	-0.013188225281724888	0.0034913335962232055	0.986898358315372	0.9801680532309328	0.9936748769102193	1.5846285133801484e-4
hicexplorer	GRmotif_shared	-0.05928722017271623	0.00411990486042606	0.9424360436368182	0.9348565034671623	0.9500770364775207	5.942160619503603e-47
insulation	GRmotif_all	-0.053717859433115085	0.002790310502948505	0.9476994532463192	0.9425306238692224	0.9528966284367542	1.3694779380639758e-82
insulation	GRmotif_shared	-0.09008753191664426	0.0033401292885734	0.9138511906239939	0.9078880641733476	0.9198534836618768	3.2121935179093976e-160
