"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_id"
"1","ENSG00000000003",271.985280773342,0.026694679582224,0.150258643454362,0.0316278835475146,0.858846826506572,0.976397190212773,"TSPAN6"
"2","ENSG00000000005",296.272427579614,-0.444964736095882,0.652680556259496,0.420159105784904,0.516857664254103,0.894981551461388,"TNMD"
"3","ENSG00000000419",139.453310002488,0.168608458238162,0.11951841507553,1.9915874754991,0.158174993776531,0.694853867234812,"DPM1"
"4","ENSG00000000457",112.040449064664,0.0491946668186715,0.142124376278753,0.120210964086596,0.728805794548362,0.955083167759401,"SCYL3"
"5","ENSG00000000460",53.0600938084244,0.135929673840257,0.165470781294641,0.676983342948091,0.410627438564222,0.857174031781225,"C1orf112"
"6","ENSG00000000938",125.055024703437,-0.437300822459103,0.439266779344467,0.939219629393136,0.332478613837296,0.817329413517618,"FGR"
"7","ENSG00000000971",1178.95895513503,-0.249810780129644,0.318685282583968,0.595888345329797,0.440151122801213,0.868631809559514,"CFH"
"8","ENSG00000001036",285.120794782797,0.122590588839544,0.109119095691628,1.27370441255957,0.259072883299212,0.771644792683798,"FUCA2"
"9","ENSG00000001084",428.48495758489,0.0805740846453823,0.185018620368367,0.191050652181019,0.662043603740511,0.936810199765643,"GCLC"
"10","ENSG00000001167",119.572472058886,-0.0185461407808182,0.139390580098758,0.0177380953216186,0.894047515512862,0.979853640033627,"NFYA"
"11","ENSG00000001460",58.1116532976397,0.269710183793109,0.209065169749686,1.6862736354407,0.194092915287909,0.731756195767492,"STPG1"
"12","ENSG00000001461",109.822496536983,0.124304917854791,0.151451611127424,0.675476560414126,0.411148719787331,0.857607786158778,"NIPAL3"
"13","ENSG00000001497",223.180164011819,-0.0228495702164063,0.125243596378742,0.0332404843829579,0.855331814934314,0.976397190212773,"LAS1L"
"14","ENSG00000001561",244.996945478646,0.408090907186,0.109377978315083,14.2415908106882,0.0001607775887095,0.0317972134013474,"ENPP4"
"15","ENSG00000001617",225.365481317492,-0.266364784111656,0.280884388134733,0.844676961808432,0.358062574176311,0.83340053435733,"SEMA3F"
"16","ENSG00000001626",2.57605241474257,-1.02164250211401,0.754331737061323,1.94411417123025,0.163222519260967,NA,"CFTR"
"17","ENSG00000001629",351.268509253491,0.167135823362521,0.111309255020414,2.28663674781919,0.130492417151272,0.661735173275535,"ANKIB1"
"18","ENSG00000001630",12.0363310418734,0.071624178456917,0.40027863661396,0.0319086574753129,0.858228279445344,0.976397190212773,"CYP51A1"
"19","ENSG00000001631",235.879266545371,0.170537653818765,0.0889881376530563,3.69836362148638,0.0544658597093033,0.516866022648445,"KRIT1"
"20","ENSG00000002016",79.9614217881335,0.320455287787207,0.134352740701715,5.7292817632904,0.0166843050418795,0.351897524801227,"RAD52"
"21","ENSG00000002330",178.058980404611,0.0439913717772334,0.109360091178381,0.162016021829686,0.687307156681046,0.941488827210401,"BAD"
"22","ENSG00000002549",513.908917902225,-0.125593212298649,0.159855110479366,0.604901567844735,0.436713943537115,0.86675211889626,"LAP3"
"23","ENSG00000002586",1296.66395009182,-0.0401183649780614,0.11253205706783,0.126797223090307,0.721776178527013,0.953369851686667,"CD99"
"24","ENSG00000002587",13.6029139010847,-0.555371925224256,0.376856003380966,2.15935216956461,0.141704422618224,0.676275945863453,"HS3ST1"
"25","ENSG00000002726",1.28194595168085,-0.176046175668821,0.997867733995512,0.0317160760139998,0.858652233793465,NA,"AOC1"
"26","ENSG00000002745",0.567722665673997,-17.617183741722,268.350743970242,4.53936497092963,0.0331238779879126,NA,"WNT16"
"27","ENSG00000002746",4.13963174102102,0.543157192885875,0.536051721767997,1.04244294839205,0.307253986651758,0.800606849464886,"HECW1"
"28","ENSG00000002822",97.1136802096683,0.00380656548255252,0.139508286220731,0.000745634327785183,0.978215427570583,0.995394634869194,"MAD1L1"
"29","ENSG00000002834",1533.29501204104,-0.146448253595332,0.0757666207805037,3.68271827437025,0.0549791480762507,0.517072911662782,"LASP1"
"30","ENSG00000002919",125.398220625542,0.10766756672393,0.117427643971208,0.840560337048231,0.359236563322701,0.83340053435733,"SNX11"
"31","ENSG00000002933",138.452950089321,-0.786770788524308,0.333737736271323,5.13761886679293,0.0234127392622692,0.398148057053624,"TMEM176A"
"32","ENSG00000003056",542.911322252144,-0.100545944827163,0.126446676104885,0.627242004121996,0.428368773225539,0.864661738574633,"M6PR"
"33","ENSG00000003096",18.6171476582874,-0.317951448603386,0.34936779899823,0.822639121590143,0.364409676989477,0.835329166199761,"KLHL13"
"34","ENSG00000003137",362.285656240801,-0.374717734128157,0.223823368550014,2.66951392041219,0.102287259264679,0.618008319046901,"CYP26B1"
"35","ENSG00000003147",149.925650841748,-0.164279830501465,0.251081920180064,0.421203615950247,0.516337073540348,0.894859430974826,"ICA1"
"36","ENSG00000003249",14.5043491611879,-1.13214652207495,0.548969518881694,4.00518778790563,0.0453604438317173,0.492578594486985,"DBNDD1"
"37","ENSG00000003393",167.820321230525,-0.0135350436573862,0.0931564993199632,0.0210857346394278,0.884545640188836,0.979790219395614,"ALS2"
"38","ENSG00000003400",182.883525446557,-0.171917192815965,0.169330667206452,1.00065560048398,0.317151923722731,0.807500982180236,"CASP10"
"39","ENSG00000003402",2063.34465857581,-0.0591832862465218,0.122732920471324,0.231211793276287,0.630626754210958,0.930833166733205,"CFLAR"
"40","ENSG00000003436",284.104275507372,-0.0238244414752086,0.200432352662004,0.0140652905755587,0.905594501383692,0.981878051699677,"TFPI"
