"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol"
"1","ENSG00000000003",259.705849402497,-0.028688302348781,0.180057127282325,-0.159328890679226,0.873409760018633,0.999591833559882,"TSPAN6"
"2","ENSG00000000005",360.731490531763,-0.0539591174632301,0.148259326913355,-0.363950913487991,0.715894664528503,0.999591833559882,"TNMD"
"3","ENSG00000000419",140.483812956653,-0.0111146494265687,0.139419174541268,-0.079721096206023,0.936459080507467,0.999591833559882,"DPM1"
"4","ENSG00000000457",109.712825400037,0.0513074303977773,0.166587088897438,0.307991638111677,0.758088695098484,0.999591833559882,"SCYL3"
"5","ENSG00000000460",54.8840072761761,0.0219918359813086,0.188206650250742,0.116849409688816,0.906979388633142,NA,"C1orf112"
"6","ENSG00000000938",191.327228877568,0.0986266228349598,0.186205697791202,0.529664902872913,0.596344286133067,0.999591833559882,"FGR"
"7","ENSG00000000971",1458.0882626521,0.190980694495124,0.18753982562753,1.01834740357724,0.308512888168479,0.999591833559882,"CFH"
"8","ENSG00000001036",297.012130487123,0.0435868090852737,0.152711739996625,0.28541884917451,0.775323268310133,0.999591833559882,"FUCA2"
"9","ENSG00000001084",474.948703820246,0.218357927049621,0.175181865529672,1.24646421813927,0.212594017781522,0.999591833559882,"GCLC"
"10","ENSG00000001167",135.566893196335,0.151835672553437,0.150003066085742,1.01221712672625,0.311434249066974,0.999591833559882,"NFYA"
"11","ENSG00000001460",55.0289832147462,0.0396469134140299,0.185176792962138,0.214103035158063,0.830466708963924,NA,"STPG1"
"12","ENSG00000001461",114.51737447634,0.217225423885713,0.164181417404679,1.32308166977442,0.185808219765142,0.999591833559882,"NIPAL3"
"13","ENSG00000001497",227.703777694144,-0.228291661620235,0.13624622071899,-1.67558160817605,0.0938201737839067,0.999591833559882,"LAS1L"
"14","ENSG00000001561",213.974498807395,0.0758710278612235,0.130164338661228,0.582886439109017,0.559969750185036,0.999591833559882,"ENPP4"
"15","ENSG00000001617",253.787371616323,0.033313554779516,0.193483188463868,0.172178032851351,0.863297567213117,0.999591833559882,"SEMA3F"
"16","ENSG00000001626",2.53211575925882,-0.001030312060922,0.128269518067578,-0.0080323998752314,0.993591141069439,NA,"CFTR"
"17","ENSG00000001629",354.453498465129,0.108513850376851,0.144642341032807,0.750221889399856,0.453121077465881,0.999591833559882,"ANKIB1"
"18","ENSG00000001630",11.6042873325279,0.10592027642281,0.186703279384535,0.567318778609433,0.570497620974549,NA,"CYP51A1"
