motif_id	n_with_m	n_m_and_gr	cooc_or	cooc_p	cooc_q	log2_or	neg_log10_q	motif_alt_ID	log2_enrich_hvc	neg_log10_padj_hvc	pct_HFD	pct_CHD	adj_p_hvc	combined_score	in_quadrant_TR
MA0046.3	420	95	1.0313470504290518	0.41871498413768155	0.9999580513982196	0.04452988428915906	1.821842839826268e-5	HNF1A	0.4519159462305724	6.508638306165727	31.33	22.77	3.1e-7	0.020123764794073216	TRUE
MA0157.4	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	Foxo3	0.4567768661371168	30.137272471682024	66.01	47.96	7.289999999999999e-31	0.019578430189399282	TRUE
MA0909.4	785	178	1.0370153537944113	0.35903597810954585	0.9999580513982196	0.052437254497402185	1.821842839826268e-5	Hoxd13	0.369056611788003	34.104025267640935	77.52	59.91	7.869999999999999e-35	0.01935231547627647	TRUE
MA0075.4	354	81	1.0473904922902255	0.38190360251505184	0.9999580513982196	0.06679941386400455	1.821842839826268e-5	PRRX2	0.2881984527521461	13.537602002101044	68.09	55.67	2.9e-14	0.01925148772035637	TRUE
MA0481.4	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	FOXP1	0.4437390908341077	32.607303046740334	69.22	50.76	2.4700000000000002e-33	0.01901960334741466	TRUE
MA0490.3	963	221	1.0571695807199697	0.2633317020232736	0.9999580513982196	0.08020681819670691	1.821842839826268e-5	JUNB	0.22699534467952714	4.8326826652518236	59.67	50.91	1.47e-5	0.018206574342209656	TRUE
MA0102.5	1335	300	1.0258381285591773	0.376003343579902	0.9999580513982196	0.03680309980567738	1.821842839826268e-5	CEBPA	0.49160564486842023	18.62342304294349	50.51	35.78	2.38e-19	0.01809261161312686	TRUE
MA0031.2	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	FOXD1	0.41696850624498477	32.49620931694282	71.77	53.63	3.19e-33	0.017872159025332426	TRUE
MA1121.2	835	191	1.0508138405593865	0.3004107887176683	0.9999580513982196	0.07150710784425994	1.821842839826268e-5	TEAD2	0.24894560697923018	7.485452247339714	63.29	53.18	3.27e-8	0.017801380365618562	TRUE
MA1683.2	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	FOXA3	0.415037499278844	28.950781977329818	69.26	51.82	1.1200000000000001e-29	0.017789391950455032	TRUE
MA0852.3	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	FOXK1	0.41399341907962023	23.047207556955907	63.96	47.88	8.97e-24	0.01774464044746079	TRUE
MA0042.2	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	FOXI1	0.41041501023121923	15.328827157284916	54.55	40.92	4.69e-16	0.017591262216159302	TRUE
MA0148.5	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	FOXA1	0.4079963842235459	31.196542884351587	71.72	53.93	6.36e-32	0.0174875947497091	TRUE
MA0661.2	354	81	1.0473904922902255	0.38190360251505184	0.9999580513982196	0.06679941386400455	1.821842839826268e-5	MEOX1	0.2546999225682697	16.52870828894106	77.17	64.6	2.96e-17	0.01701380553876776	TRUE
MA2118.1	507	115	1.03582702199516	0.3928596404627039	0.9999580513982196	0.05078310018103823	1.821842839826268e-5	FOXS1	0.32915383012501115	23.279840696594043	74.06	58.85	5.2499999999999995e-24	0.01671545193021088	TRUE
MA1608.2	330	74	1.0188835824301088	0.4674451046663224	0.9999580513982196	0.026989218681690092	1.821842839826268e-5	Isl1	0.5916813321399828	28.200659450546418	52.23	34.49	6.3e-29	0.015969016862999702	TRUE
MA0480.3	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	Foxo1	0.3687466765704912	25.1249387366083	71.06	54.92	7.500000000000001e-26	0.01580526861148259	TRUE
MA0788.1	723	163	1.0280367271098547	0.4001676552502468	0.9999580513982196	0.03989180643136959	1.821842839826268e-5	POU3F3	0.39611408755620675	31.707743928643524	73.22	55.52	1.96e-32	0.015801706505530786	TRUE
MA0848.1	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	FOXO4	0.36348781493645893	22.46470587995723	69.14	53.63	3.4299999999999996e-23	0.015579862591584236	TRUE
MA0701.3	354	81	1.0473904922902255	0.38190360251505184	0.9999580513982196	0.06679941386400455	1.821842839826268e-5	LHX9	0.23076298223078043	12.97469413473523	76.42	65.05	1.06e-13	0.01541483195452583	TRUE
MA2117.1	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	FOXP4	0.35470503591313596	29.49214412830417	76.07	59.38	3.22e-30	0.01520341396048077	TRUE
MA0050.4	1658	372	1.0247465025979459	0.37070599426380624	0.9999580513982196	0.03526706614423613	1.821842839826268e-5	Irf1	0.41357467097746675	21.177831920631984	61.93	46.37	6.64e-22	0.014585565276943014	TRUE
MA0849.1	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	FOXO6	0.26287348953884276	5.034798298974088	53.29	44.33	9.23e-6	0.011267318126472449	TRUE
MA0018.5	785	179	1.0455566131677705	0.3256692978668212	0.9999580513982196	0.06427118084201337	1.821842839826268e-5	CREB1	0.17048577225082226	2.3516399890190685	63.83	56.66	0.00445	0.010957321899322903	TRUE
MA0491.3	919	207	1.0275822897988827	0.3885192960175588	0.9999580513982196	0.03925393096882334	1.821842839826268e-5	JUND	0.24320290782790005	5.962573502059376	59.9	50.53	1.09e-6	0.009546670155293493	TRUE
MA1634.2	960	214	1.0118911945718738	0.45817055522624195	0.9999580513982196	0.017054169982141664	1.821842839826268e-5	BATF	0.5475767571968848	6.162411561764489	24.45	16.57	6.88e-7	0.009338467095505587	TRUE
MA0772.2	981	219	1.0141497967252755	0.44687835724603125	0.9999580513982196	0.020270763812051406	1.821842839826268e-5	IRF7	0.33593790983250077	2.3251388592621884	29.25	23.07	0.00473	0.006809718025728845	TRUE
MA1988.2	960	214	1.0118911945718738	0.45817055522624195	0.9999580513982196	0.017054169982141664	1.821842839826268e-5	Atf3	0.3899973552068385	10.485452247339714	48.43	36.84	3.27e-11	0.006651081188283105	TRUE
MA0835.3	960	214	1.0118911945718738	0.45817055522624195	0.9999580513982196	0.017054169982141664	1.821842839826268e-5	BATF3	0.3842455928929673	7.616184634019569	42.61	32.53	2.42e-8	0.006552989656085469	TRUE
MA0497.2	1260	280	1.0075660536662188	0.47312717163639334	0.9999580513982196	0.01087442155517822	1.821842839826268e-5	MEF2C	0.5242806086451677	27.512861624522813	57.23	39.64	3.07e-28	0.005701248351612968	TRUE
MA0462.3	960	214	1.0118911945718738	0.45817055522624195	0.9999580513982196	0.017054169982141664	1.821842839826268e-5	BATF::JUN	0.32475665749913385	4.5718652059712115	41.62	33.13	2.68e-5	0.00553845523982239	TRUE
MA2339.1	405	91	1.0219023746918763	0.45034394060999683	0.9999580513982196	0.031257378002268	1.821842839826268e-5	Nanog	0.1626294643066579	6.764471553092451	79.14	70.65	1.72e-7	0.005083370640139557	TRUE
MA1487.3	1381	308	1.013613537160117	0.43854856297618205	0.9999580513982196	0.01950769741234756	1.821842839826268e-5	FOXE1	0.24883457579058457	12.065501548756432	72.09	60.59	8.6e-13	0.004854189610252589	TRUE
MA1709.2	1643	366	1.01227896406251	0.4409185826971712	0.9999580513982196	0.01760692304552038	1.821842839826268e-5	ZIM3	0.2408386597195977	2.2395775165767877	45.94	38.8	0.00576	0.004240427748069225	TRUE
MA1928.2	960	214	1.0118911945718738	0.45817055522624195	0.9999580513982196	0.017054169982141664	1.821842839826268e-5	BNC2	0.19367308601154512	6.407823242604133	71.7	62.63	3.91e-7	0.0033029337298068335	TRUE
MA1142.2	833	186	1.0141185631631378	0.4523885049810091	0.9999580513982196	0.02022633132362915	1.821842839826268e-5	FOSL1::JUND	0.12158298538879446	8.991399828238082	90.07	82.75	1.02e-9	0.002459177745789719	TRUE
MA0489.3	959	214	1.0134682111151343	0.4508114529293455	0.9999580513982196	0.019300837314133918	1.821842839826268e-5	Jun	0.12231248094661834	4.06198090252379	82.54	75.79	8.6700000000000007e-05	0.002360733296238785	TRUE
MA0477.3	926	206	1.0087572727884435	0.47373958625435286	0.9999580513982196	0.012579074869100213	1.821842839826268e-5	FOSL1	0.12083985003807882	2.0570004066339593	76.54	70.35	0.00877	0.0015200535207998357	TRUE
MA0030.2	614	123	0.8718912569652582	0.9132576231215359	0.9999580513982196	-0.1977798828436938	1.821842839826268e-5	FOXF2	0.2743598537946286	2.1426675035687315	37.61	31.01	0.0072	0	FALSE
MA0035.5	336	64	0.8211415163649173	0.9293259384873704	0.9999580513982196	-0.2842972159246456	1.821842839826268e-5	GATA1	0.17496194372315457	5.705533773838407	74.1	65.58	1.97e-6	0	FALSE
MA0041.3	1478	323	0.980766128087165	0.6201232451167277	0.9999580513982196	-0.02801894016994407	1.821842839826268e-5	FOXD3	0.36401610039469984	33.85387196432176	77.93	60.44	1.4e-34	0	FALSE
MA0063.3	439	92	0.9294430293644481	0.7449658611572594	0.9999580513982196	-0.10556165768484405	1.821842839826268e-5	NKX2-5	0.15127437502088384	6.403402904373539	80.87	72.77	3.95e-7	0	FALSE
MA0069.1	368	69	0.8038411805302033	0.9539543687128588	0.9999580513982196	-0.31501760678545737	1.821842839826268e-5	PAX6	0.477013625455066	1.9469215565165803	16.94	12.03	0.0113	0	FALSE
MA0077.2	534	109	0.8957617922676039	0.8515006667178397	0.9999580513982196	-0.1588129639489664	1.821842839826268e-5	SOX9	0.37587978970527625	38.62893213772826	79.46	61.12	2.35e-39	0	FALSE
MA0095.4	878	191	0.9760811002136247	0.6234993055459211	0.9999580513982196	-0.03492707208369458	1.821842839826268e-5	Yy1	0.5372116617957888	7.847711655616943	28.77	19.67	1.42e-8	0	FALSE
MA0124.3	405	80	0.8595161665530615	0.8941049937614697	0.9999580513982196	-0.21840331942301966	1.821842839826268e-5	Nkx3-1	0.2648200047223289	2.171984935776023	41.54	34.49	0.00673	0	FALSE
MA0143.5	503	109	0.9722677274602394	0.6171373677335306	0.9999580513982196	-0.04057446017689929	1.821842839826268e-5	SOX2	0.7602655320249355	40.25258819211358	50.06	29.35	5.59e-41	0	FALSE
MA0153.2	370	76	0.9056666981071325	0.7914119133232108	0.9999580513982196	-0.14294788507771655	1.821842839826268e-5	HNF1B	0.4740580130910445	4.8326826652518236	24.78	17.7	1.47e-5	0	FALSE
MA0479.2	652	132	0.8839265236865033	0.896824323696878	0.9999580513982196	-0.178001644183286	1.821842839826268e-5	FOXH1	0.25183619922892986	3.360513510731414	48.01	40.24	4.36e-4	0	FALSE
MA0495.4	1048	221	0.9311208399828163	0.8186855409247787	0.9999580513982196	-0.10295968335363803	1.821842839826268e-5	MAFF	0.4055147251603371	5.443697499232713	34.23	25.72	3.6e-6	0	FALSE
MA0507.3	789	170	0.9630268111186003	0.6736579139402766	0.9999580513982196	-0.05435213095216669	1.821842839826268e-5	POU2F2	0.7019951846431336	5.568636235841013	14.58	8.77	2.7e-6	0	FALSE
MA0514.3	503	109	0.9722677274602394	0.6171373677335306	0.9999580513982196	-0.04057446017689929	1.821842839826268e-5	Sox3	0.4519846950024047	32.8153085691824	68.58	50	1.53e-33	0	FALSE
MA0593.2	950	201	0.9367300055378714	0.7899668325166942	0.9999580513982196	-0.0942948162686162	1.821842839826268e-5	FOXP2	0.27753397552890896	5.987162775294828	53.1	43.72	1.03e-6	0	FALSE
MA0613.1	624	123	0.8527422238019892	0.94295200704738	0.9999580513982196	-0.229818400995278	1.821842839826268e-5	FOXG1	0.2832433567461639	6.325138859262188	53.13	43.57	4.73e-7	0	FALSE
MA0614.1	605	121	0.8701263983813841	0.914880232119519	0.9999580513982196	-0.20070310648626843	1.821842839826268e-5	Foxj2	0.5663051548670717	15.443697499232712	39.45	26.48	3.6e-16	0	FALSE
MA0629.2	443	96	0.9725481267591009	0.6117468664788811	0.9999580513982196	-0.04015845093894333	1.821842839826268e-5	Rhox11	0.22560712706714764	10.910094888560602	74.38	63.54	1.23e-11	0	FALSE
MA0660.1	781	164	0.9283668729104917	0.8003163307401698	0.9999580513982196	-0.10723305124464082	1.821842839826268e-5	MEF2B	1.052380820954112	9.978810700930062	11.84	5.45	1.05e-10	0	FALSE
MA0678.1	356	78	0.9874393757669292	0.5599841896490447	0.9999580513982196	-0.01823591882696296	1.821842839826268e-5	OLIG2	0.5859278370173863	2.8664610916297826	14.45	9.46	0.00136	0	FALSE
MA0679.3	413	90	0.9800799098958306	0.585222243140925	0.9999580513982196	-0.02902871207742159	1.821842839826268e-5	ONECUT1	0.6658332553254266	20.75448733218585	38.94	24.36	1.76e-21	0	FALSE
MA0703.3	422	85	0.881668673734084	0.8577861578525439	0.9999580513982196	-0.18169149416682995	1.821842839826268e-5	LMX1B	0.4435761024069772	2.217527375833714	18.39	13.39	0.00606	0	FALSE
MA0706.2	333	65	0.8476575356788372	0.8933550167224533	0.9999580513982196	-0.2384465793559104	1.821842839826268e-5	MEOX2	0.4710483333359	43.12147820449879	73.38	52.8	7.56e-44	0	FALSE
MA0715.1	440	92	0.9265882997020468	0.7532116002963701	0.9999580513982196	-0.10999962972792805	1.821842839826268e-5	PROP1	0.5556205900866785	20.533132379645892	46.71	31.62	2.9300000000000004e-21	0	FALSE
MA0768.3	829	178	0.9580317046607829	0.6972411095068414	0.9999580513982196	-0.06185469424947218	1.821842839826268e-5	Lef1	0.5105832323998644	10.8153085691824	36.64	25.57	1.53e-11	0	FALSE
MA0769.3	577	113	0.8462758747745149	0.944795291467704	0.9999580513982196	-0.24080005531263773	1.821842839826268e-5	TCF7	0.343489438682191	12.866461091629782	59.16	46.52	1.36e-13	0	FALSE
MA0773.1	935	206	0.9943779591322907	0.5410705431470619	0.9999580513982196	-0.008133776174911275	1.821842839826268e-5	MEF2D	0.9958780113648134	10.497572880015568	13.48	6.51	3.18e-11	0	FALSE
MA0785.2	674	148	0.9898949836401253	0.5577981495106192	0.9999580513982196	-0.014652614763664099	1.821842839826268e-5	POU2F1	0.6938735281350631	39.91721462968355	54.03	33.21	1.2099999999999999e-40	0	FALSE
MA0786.2	793	173	0.980422695164591	0.6009377037197489	0.9999580513982196	-0.028524214290891317	1.821842839826268e-5	POU3F1	0.5085216951155047	50.322393047279505	73.93	51.82	4.76e-51	0	FALSE
MA0787.1	761	155	0.8895412943298809	0.9001845621661306	0.9999580513982196	-0.16886651497995817	1.821842839826268e-5	POU3F2	0.393707849372001	27.51999305704285	70.22	53.33	3.02e-28	0	FALSE
MA0789.1	709	152	0.9567359390711719	0.6918855359581692	0.9999580513982196	-0.06380730179615884	1.821842839826268e-5	POU3F4	0.691417930360375	26.183758700008216	42.94	26.4	6.55e-27	0	FALSE
MA0792.1	724	157	0.9722592679697172	0.6317123701814176	0.9999580513982196	-0.040587012808005536	1.821842839826268e-5	POU5F1B	0.5036960415040235	47.46344155742847	72.93	51.29	3.4399999999999995e-48	0	FALSE
MA0808.1	1038	223	0.9573725780179175	0.7155051455398849	0.9999580513982196	-0.06284761129065686	1.821842839826268e-5	TEAD3	0.24556770720543258	2.5421181032660076	46.46	39.11	0.00287	0	FALSE
MA0809.3	1228	270	0.9909191515775703	0.5610309044714821	0.9999580513982196	-0.013160741185232964	1.821842839826268e-5	TEAD4	0.27099559786334737	3.9507819773298185	48.2	39.86	1.12e-4	0	FALSE
MA0836.3	1210	263	0.9734493736101743	0.649992941307497	0.9999580513982196	-0.03882214454042586	1.821842839826268e-5	CEBPD	0.6783113764453957	18.45099673797421	35.65	22.09	3.54e-19	0	FALSE
MA0846.2	1211	261	0.9608231168373791	0.7106500174775006	0.9999580513982196	-0.05765723303464857	1.821842839826268e-5	FOXC2	0.4559216611714448	34.35163998901907	69.29	50.38	4.4499999999999995e-35	0	FALSE
MA0847.4	1278	274	0.9525682843675815	0.7518239492734565	0.9999580513982196	-0.07010557972239985	1.821842839826268e-5	FOXD2	0.2677069203375292	16.332547047110047	74.96	62.18	4.65e-17	0	FALSE
MA0851.2	906	196	0.9680455461798366	0.6603443932589421	0.9999580513982196	-0.046853167530096086	1.821842839826268e-5	Foxj3	0.39174534093626734	15.040005161671584	56.23	42.74	9.12e-16	0	FALSE
MA0853.2	290	63	0.9763885017411603	0.5889284756849594	0.9999580513982196	-0.03447278929992401	1.821842839826268e-5	Alx4	0.34601763713192224	6.23210238398191	42.83	33.59	5.86e-7	0	FALSE
MA0856.1	1317	277	0.9242203731626533	0.8623221428078436	0.9999580513982196	-0.11369120281121109	1.821842839826268e-5	RXRG	0.8056023058782377	2.0915149811213505	5.67	3.03	0.0081	0	FALSE
MA0867.3	1048	231	0.9949459637859227	0.5389787660716177	0.9999580513982196	-0.007309920884352485	1.821842839826268e-5	SOX4	0.3491903900885373	18.72124639904717	66.81	52.34	1.9e-19	0	FALSE
MA0874.2	322	70	0.9771784883797836	0.58884100854501	0.9999580513982196	-0.033305990440404686	1.821842839826268e-5	Arx	0.3561658615216693	10.26680273489343	51.84	40.39	5.41e-11	0	FALSE
MA0893.3	333	65	0.8476575356788372	0.8933550167224533	0.9999580513982196	-0.2384465793559104	1.821842839826268e-5	GSX2	0.5835620112276203	31.87942606879415	56.13	37.29	1.3199999999999998e-32	0	FALSE
MA0895.2	339	67	0.8613925290713769	0.8730265440464747	0.9999580513982196	-0.215257283866699	1.821842839826268e-5	HMBOX1	0.5053779840657708	34.31425826139774	64.74	45.46	4.849999999999999e-35	0	FALSE
MA0907.2	455	100	0.9914466296781894	0.5487354009735645	0.9999580513982196	-0.012392981708050692	1.821842839826268e-5	HOXC13	0.3455633207835247	7.962573502059376	47.81	37.52	1.09e-8	0	FALSE
MA0910.3	334	72	0.9661678796760489	0.6215777483144825	0.9999580513982196	-0.0496542038254589	1.821842839826268e-5	HOXD8	0.4928041804596673	28.019088062223158	60.67	42.97	9.57e-29	0	FALSE
MA1120.2	503	109	0.9722677274602394	0.6171373677335306	0.9999580513982196	-0.04057446017689929	1.821842839826268e-5	SOX13	0.6536142365172346	40.40011692792631	57.17	36.16	3.98e-41	0	FALSE
MA1132.2	896	195	0.9766299672435487	0.6218506936547936	0.9999580513982196	-0.03411604809122713	1.821842839826268e-5	JUN::JUNB	0.1648344924079309	4.546681659952962	73.41	65.43	2.84e-5	0	FALSE
MA1143.2	311	66	0.9463928999737897	0.6733509660668304	0.9999580513982196	-0.0794888445518279	1.821842839826268e-5	FOSL1::JUND	0.24456921218112276	3.075204004202088	49.65	41.83	8.41e-4	0	FALSE
MA1480.2	337	67	0.8681122031221301	0.860591975582498	0.9999580513982196	-0.20404657246381802	1.821842839826268e-5	DPRX	0.0832204158218048	2.612610173661271	89.06	84.04	0.00244	0	FALSE
MA1489.1	128	27	0.940398987036103	0.6450556250300998	0.9999580513982196	-0.08865510991469457	1.821842839826268e-5	FOXN3	0.6745756716943646	2.7825160557860937	11.04	6.73	0.00165	0	FALSE
MA1497.2	333	65	0.8476575356788372	0.8933550167224533	0.9999580513982196	-0.2384465793559104	1.821842839826268e-5	HOXA6	0.6254640496065067	60.23210238398191	69.94	45.16	5.86e-61	0	FALSE
MA1501.2	333	65	0.8476575356788372	0.8933550167224533	0.9999580513982196	-0.2384465793559104	1.821842839826268e-5	HOXB7	0.5281189291063112	20.636388020107855	49.64	34.27	2.3100000000000003e-21	0	FALSE
MA1519.2	333	65	0.8476575356788372	0.8933550167224533	0.9999580513982196	-0.2384465793559104	1.821842839826268e-5	LHX5	0.3345976109591094	7.525783735923745	48.68	38.5	2.98e-8	0	FALSE
MA1607.2	905	198	0.9842011136349947	0.5878531023578708	0.9999580513982196	-0.022974945992186142	1.821842839826268e-5	Foxl2	0.403316193951728	28.576754126063193	70.19	52.95	2.65e-29	0	FALSE
MA1962.1	817	173	0.9391342459024508	0.7679432397175343	0.9999580513982196	-0.09059669413885017	1.821842839826268e-5	POU2F1::SOX2	0.6306986468505311	3.709965388637482	13.28	8.4	1.95e-4	0	FALSE
MA1963.2	480	104	0.9721613131857811	0.6158175502317171	0.9999580513982196	-0.0407323711553765	1.821842839826268e-5	SATB1	0.6084751347549556	29.939302159646388	52.39	34.19	1.15e-30	0	FALSE
MA1994.2	527	102	0.83412664740414	0.95150323678024	0.9999580513982196	-0.26166164681661236	1.821842839826268e-5	Nkx2-1	0.19696034132913678	2.869666231504994	59.29	51.66	0.00135	0	FALSE
MA2001.2	392	75	0.8245960983061509	0.9386046870229421	0.9999580513982196	-0.2782404599622387	1.821842839826268e-5	Six4	0.20588831359175103	9.978810700930062	76.42	66.19	1.05e-10	0	FALSE
MA2093.1	333	65	0.8476575356788372	0.8933550167224533	0.9999580513982196	-0.2384465793559104	1.821842839826268e-5	HOXB1	0.20464750843150167	8.154901959985743	73.3	63.54	7e-9	0	FALSE
MA2119.1	333	65	0.8476575356788372	0.8933550167224533	0.9999580513982196	-0.2384465793559104	1.821842839826268e-5	HOXA3	0.42372322714506616	13.1944991418416	49.48	36.76	6.39e-14	0	FALSE
MA2333.1	656	136	0.9133275599083139	0.8281131823459646	0.9999580513982196	-0.1307957272265626	1.821842839826268e-5	ZNF35	0.7986408768336977	82.24412514432751	68	38.88	5.7e-83	0	FALSE
