motif_id	n_with_m	n_m_and_gr	cooc_or	cooc_p	cooc_q	log2_or	neg_log10_q	motif_alt_ID	log2_enrich_hvc	neg_log10_padj_hvc	pct_HFD	pct_CHD	adj_p_hvc	combined_score	in_quadrant_TR
MA0683.2	707	163	1.0617895686635925	0.2769553475218834	0.9999580513982196	0.0864978731788883	1.821842839826268e-5	POU4F2	0.717936365990577	2.978810700930062	9.04	5.3	0.00105	0.06209996873596486	TRUE
MA1130.2	858	207	1.1385347295819317	0.07143040574271982	0.7161593926412948	0.1871782997586235	0.14499030780300806	FOSL2::JUN	0.3237708354507827	8.279840696594043	52.38	41.75	5.25e-9	0.060602874491106566	TRUE
MA0901.3	858	201	1.089112272233128	0.17226392304538152	0.9299842558813604	0.12315268338908922	0.03152440374899559	HOXB13	0.4917968826866632	43.29499204066666	71.68	50.83	5.07e-44	0.060566105785251685	TRUE
MA0680.3	407	98	1.1249121697346496	0.17786427990044482	0.9535501672440513	0.16981236390025192	0.020656453342541695	Pax7	0.3563240047928656	22.568636235841012	69.96	54.54	2.7e-23	0.0605082215682812	TRUE
MA0478.2	1123	259	1.0670401263010252	0.2123122055557935	0.9999580513982196	0.09361443007705261	1.821842839826268e-5	FOSL2	0.6122207077655799	4.304518323509803	16.33	10.51	4.96e-5	0.057312692638844545	TRUE
MA1125.2	1751	413	1.1192822236810513	0.046701161333635874	0.6110728228740152	0.16257385344417927	0.21390703085767054	ZNF384	0.35089349079549825	28.91721462968355	75.97	59.46	1.2100000000000001e-29	0.0570461069471038	TRUE
MA0655.1	772	181	1.089099751013601	0.18409545802684701	0.9734362575118212	0.12313609703190737	0.011692481655225956	JDP2	0.4624746728974107	3.3124710387853655	21.45	15.43	4.87e-4	0.05694732619669518	TRUE
MA0158.2	354	86	1.1378424333284367	0.17127213495812704	0.9299842558813604	0.18630078928381405	0.03152440374899559	HOXA5	0.30410523767270514	10.630784142589857	60.64	49.02	2.34e-11	0.05665504580376683	TRUE
MA0845.1	940	221	1.09638635121452	0.14330291790107952	0.8878354615785414	0.1327562734462534	0.05166751254301273	FOXB1	0.425443961499336	28.97469413473523	68.14	50.61	1.0600000000000001e-29	0.05648035488886315	TRUE
MA1639.2	578	141	1.1500884465261059	0.093278924239167	0.7660779735386908	0.2017448146113344	0.11572702442200426	MEIS1	0.2758723897373928	13.246416941107093	69.71	57.49	5.67e-14	0.0556558241239561	TRUE
MA0515.1	1263	300	1.1208037892905989	0.0657846079940393	0.6771428982853113	0.16453373845231287	0.16931967195291822	Sox6	0.33373061745166827	11.59176003468815	57.8	45.76	2.56e-12	0.054909946125321664	TRUE
MA1135.2	777	179	1.0613215238167175	0.26922842350711323	0.9999580513982196	0.08586178212097745	1.821842839826268e-5	FOSB::JUNB	0.6354205397493756	6.20342566678957	19.43	12.33	6.26e-7	0.05455833993915478	TRUE
MA0791.2	733	172	1.0898364473644648	0.1879474218062154	0.9737946955328745	0.12411164483667667	0.011532595478229263	POU4F3	0.4375562928988117	34.694648630553374	71.17	52.42	2.02e-35	0.054305831220310186	TRUE
MA0833.3	950	238	1.2099116967026506	0.01119520957757381	0.3201000664402585	0.27490175875779693	0.4947142357133039	ATF4	0.19486888576750855	2.869666231504994	58.86	51.36	0.00135	0.05356979942466032	TRUE
MA1496.2	387	92	1.1045728506693424	0.22668089615147485	0.9999580513982196	0.1434885729108424	1.821842839826268e-5	HOXA4	0.36722851769975323	29.00612308505879	74.39	57.56	9.86e-30	0.05269309593690162	TRUE
MA0878.3	674	158	1.0873702222525086	0.20416792946671572	0.9999580513982196	0.12084322543472516	1.821842839826268e-5	CDX1	0.41727117274732084	16.7594507517174	55.52	41.45	1.74e-17	0.05042439439571664	TRUE
MA1104.3	399	94	1.0909541766470965	0.25490261106393214	0.9999580513982196	0.1255905054082092	1.821842839826268e-5	GATA6	0.4011284115487462	8.365522729839268	42.51	32.07	4.31e-9	0.050377919939999176	TRUE
MA1137.2	799	185	1.0694978152897954	0.23893879626116665	0.9999580513982196	0.09693353544938338	1.821842839826268e-5	FOSL1::JUNB	0.5145165065542588	10.576754126063193	35.87	24.96	2.65e-11	0.049873904027370144	TRUE
MA0142.1	1082	254	1.09631906961894	0.12885171725075334	0.870205554802084	0.13266773731787557	0.06037814879302205	Pou5f1::Sox2	0.356968443023314	19.638272163982407	66.7	51.97	2.3e-20	0.047358195629788054	TRUE
MA0032.2	1072	246	1.058190096497406	0.24927715251384766	0.9999580513982196	0.0815988208725011	1.821842839826268e-5	FOXC1	0.5802999645233297	36.20134935455473	59.74	39.79	6.289999999999999e-37	0.04735179285745792	TRUE
MA0889.2	361	84	1.0718842074358068	0.31374704918103963	0.9999580513982196	0.10014906402240643	1.821842839826268e-5	GBX1	0.47154263211956815	19.393618634889396	53.48	38.43	4.04e-20	0.04722455325343668	TRUE
MA0676.1	988	232	1.0951589139495908	0.14111367134192335	0.8878354615785414	0.13114022848617404	0.05166751254301273	Nr2e1	0.35946879079375393	9.913640169325252	51.28	39.86	1.22e-10	0.047140819358341586	TRUE
MA1144.2	789	183	1.072104413601607	0.23186930511910495	0.9999580513982196	0.1004454185285571	1.821842839826268e-5	FOSL2::JUND	0.4650239464334965	8.72584215073632	36.01	25.95	1.88e-9	0.04670952492531387	TRUE
MA1134.2	809	186	1.0585308261873132	0.2750615373120681	0.9999580513982196	0.08206328364876071	1.821842839826268e-5	FOS::JUNB	0.5597035489231953	4.1771783546968955	18.75	12.56	6.65e-5	0.045931111094502194	TRUE
MA0913.3	701	165	1.0942726176110231	0.18134691733211944	0.9655160012441117	0.12997220346797048	0.015240524376107014	HOXD9	0.3466694522122246	26.723538195826755	74.78	58.7	1.89e-27	0.04505739257905712	TRUE
MA0722.2	354	81	1.0473904922902255	0.38190360251505184	0.9999580513982196	0.06679941386400455	1.821842839826268e-5	VAX1	0.6674246609131292	56.97469413473523	65.65	41.15	1.0599999999999999e-57	0.04458357614737902	TRUE
MA1970.2	399	94	1.0909541766470965	0.25490261106393214	0.9999580513982196	0.1255905054082092	1.821842839826268e-5	TRPS1	0.3497158128338814	10.785156151952302	54.41	42.59	1.64e-11	0.04392098568304986	TRUE
MA0710.2	354	81	1.0473904922902255	0.38190360251505184	0.9999580513982196	0.06679941386400455	1.821842839826268e-5	NOTO	0.640033883214832	49.28650945690606	63.58	40.62	5.17e-50	0.04275388825185352	TRUE
MA1141.2	962	228	1.1103786124503117	0.1089833328133514	0.8248542444304635	0.15105168483623788	0.08362278651916932	FOS::JUND	0.28221925672957365	7.121478204498794	55.67	45.69	7.56e-8	0.04262969422223287	TRUE
MA0912.2	319	74	1.066917133144864	0.3382872514446754	0.9999580513982196	0.09344812719927174	1.821842839826268e-5	HOXD3	0.4205756828202737	9.782516055786093	43	32	1.65e-10	0.0393020099051095	TRUE
MA0052.5	1265	290	1.058582149845125	0.2321752263572341	0.9999580513982196	0.08213323209974871	1.821842839826268e-5	MEF2A	0.47573047346352326	48.60032627851896	75.72	54.31	2.5100000000000002e-49	0.0390732813939029	TRUE
MA0642.3	361	84	1.0718842074358068	0.31374704918103963	0.9999580513982196	0.10014906402240643	1.821842839826268e-5	EN2	0.3786635338615243	32.27736607746619	75.48	57.94	5.2800000000000004e-33	0.03792279849564846	TRUE
MA1633.2	932	215	1.0651752727312738	0.23763248919894678	0.9999580513982196	0.09109084293450807	1.821842839826268e-5	BACH1	0.4145602123982247	13.069050968832476	49.87	37.29	8.53e-14	0.037762639194462995	TRUE
MA0726.2	354	81	1.0473904922902255	0.38190360251505184	0.9999580513982196	0.06679941386400455	1.821842839826268e-5	VSX2	0.5515289605243571	36.31158017799729	62.2	42.28	4.88e-37	0.036841811292050754	TRUE
MA0043.4	797	190	1.1168406054406006	0.11536649721303259	0.8450343144852676	0.1594233002802269	0.07312565520531283	HLF	0.22738172477596247	10.329754146925875	72.88	62.18	4.68e-11	0.03624994498719417	TRUE
MA0099.4	825	195	1.1031906353068013	0.14100761045960516	0.8878354615785414	0.14168211536030675	0.05166751254301273	FOS::JUN	0.2512668800185784	8.539102157243452	65.19	54.69	2.89e-9	0.03560002308101658	TRUE
MA0854.2	253	59	1.0738635643685766	0.34304298097056307	0.9999580513982196	0.1028107088611416	1.821842839826268e-5	Alx1	0.34432637054825477	7.1432711096171175	45.75	35.93	7.19e-8	0.035400438235650186	TRUE
MA0087.3	677	157	1.0705110653561092	0.25311669751281474	0.9999580513982196	0.09829970824269228	1.821842839826268e-5	Sox5	0.35267482944882655	20.70996538863748	68.62	53.63	1.95e-21	0.03466783283936091	TRUE
MA0658.2	253	63	1.1749268835587667	0.15614871395432472	0.9156315688337391	0.23257097976108596	0.03827924228196063	LHX6	0.14671028786656187	4.782516055786093	78.1	70.5	1.65e-5	0.03412055539015726	TRUE
MA0517.2	1809	416	1.071041484791017	0.1545614634970528	0.9156315688337391	0.09901436126759976	0.03827924228196063	STAT1::STAT2	0.3421601997211021	2.2104192878355744	29.48	23.15	0.00616	0.03387877362657929	TRUE
MA0047.4	684	157	1.0547684135338824	0.3040875567829085	0.9999580513982196	0.07692627350856698	1.821842839826268e-5	FOXA2	0.4394898679760679	22.33068311943389	60.39	44.4	4.6699999999999993e-23	0.033808317788171	TRUE
MA0523.2	887	208	1.0912027772289195	0.16297461460287999	0.9156315688337391	0.12591922129408778	0.03827924228196063	TCF7L2	0.26663889250801	9.061480274823507	63.62	52.8	8.68e-10	0.033574961711326595	TRUE
MA0122.4	643	150	1.0792780432645217	0.23226881104644587	0.9999580513982196	0.11006657934375946	1.821842839826268e-5	Nkx3-2	0.3019794270330938	14.6903698325741	67.91	54.99	2.04e-15	0.033237842565721036	TRUE
MA0784.3	738	167	1.0336468574603115	0.37659966948812357	0.9999580513982196	0.04774337713107198	1.821842839826268e-5	POU1F1	0.6891810776079029	3.159893905543242	10.19	6.13	6.92e-4	0.0329038320998327	TRUE
MA0618.2	354	81	1.0473904922902255	0.38190360251505184	0.9999580513982196	0.06679941386400455	1.821842839826268e-5	LBX1	0.469774464292164	22.214670164989233	57.07	41.07	6.099999999999999e-23	0.031380658862993294	TRUE
MA0725.2	354	81	1.0473904922902255	0.38190360251505184	0.9999580513982196	0.06679941386400455	1.821842839826268e-5	VSX1	0.4615376249100542	49.906578314837766	77.48	56.13	1.24e-50	0.030830442820176406	TRUE
MA0899.2	804	182	1.034562708506013	0.36726900901365744	0.9999580513982196	0.04902109469889914	1.821842839826268e-5	HOXA10	0.6075644735790068	56.07675598136972	69.3	45.31	8.38e-57	0.029783475595003297	TRUE
MA0040.2	784	177	1.0304253308033493	0.3857719851727052	0.9999580513982196	0.04323996457369279	1.821842839826268e-5	Foxq1	0.6734482007522039	12.681936665037238	28.16	17.47	2.08e-13	0.02911987634274245	TRUE
MA0644.3	354	81	1.0473904922902255	0.38190360251505184	0.9999580513982196	0.06679941386400455	1.821842839826268e-5	ESX1	0.4353611269387945	26.54515513999149	65.03	47.96	2.8500000000000002e-27	0.029081868098683954	TRUE
MA0610.2	390	97	1.1771306842212852	0.10009463279658433	0.7805359244339707	0.23527449625735472	0.10760710358888625	DMRT3	0.12294201596965859	2.752026733638193	78.46	72.01	0.00177	0.028925120876125084	TRUE
MA2124.1	1287	291	1.0357165154698662	0.3298083090977859	0.9999580513982196	0.05062917899782863	1.821842839826268e-5	Hmga1	0.561269790087923	54.02410886359821	71.67	48.41	9.459999999999998e-55	0.028416628668435154	TRUE
MA1623.2	2248	512	1.0581351284389393	0.1873914889598528	0.9737946955328745	0.08152387762234213	0.011532595478229263	Stat2	0.34229371436785055	14.698970004336019	62.28	49.02	2e-15	0.027905110881021582	TRUE
MA1530.2	459	104	1.0340020094576174	0.4050783431973117	0.9999580513982196	0.048238989358575436	1.821842839826268e-5	NKX6-3	0.5776625212387025	20.195179321278836	44.84	29.88	6.3800000000000005e-21	0.027865856214881628	TRUE
MA0465.3	687	155	1.0289782775521024	0.39933219649600665	0.9999580513982196	0.04121252625651875	1.821842839826268e-5	CDX2	0.6749317494601802	40.14206473528057	55.49	34.57	7.209999999999999e-41	0.027815642445985812	TRUE
MA0850.1	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	FOXP3	0.6373195257695484	39.255707016877324	57.58	36.84	5.5499999999999996e-40	0.027316873442260883	TRUE
MA1657.2	598	135	1.029424282084099	0.4055162994745272	0.9999580513982196	0.0418377183828917	1.821842839826268e-5	ZNF652	0.6503701727931949	2.344861565188618	11.57	7.19	0.00452	0.027210004133954302	TRUE
MA0606.3	1633	370	1.0418020595541557	0.2837091022043343	0.9999580513982196	0.059081194289590334	1.821842839826268e-5	Nfat5	0.43532063704596446	28.80966830182971	67.07	49.47	1.55e-29	0.02571926313558086	TRUE
MA0619.2	773	176	1.0431778086087367	0.3360337642448519	0.9999580513982196	0.06098508473659984	1.821842839826268e-5	LIN54	0.41552514337369767	18.899629454882437	58.68	43.87	1.26e-19	0.025340836078832748	TRUE
MA1103.3	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	FOXK2	0.5912047812926504	30.031517051446066	53.93	35.63	9.299999999999999e-31	0.025340297191632832	TRUE
MA1463.2	290	67	1.0607306688540417	0.3622384153406903	0.9999580513982196	0.08505838666302436	1.821842839826268e-5	ARGFX	0.29353893959302096	9.671620396561263	60.01	48.87	2.13e-10	0.024967948624557326	TRUE
MA1707.2	592	139	1.08866009774907	0.21550255141039884	0.9999580513982196	0.1225535850589485	1.821842839826268e-5	DMRTA1	0.2031487970112154	11.447331783887806	79.06	68.61	3.57e-12	0.024896613374137053	TRUE
MA0650.4	634	144	1.0385626146240317	0.3682059661100053	0.9999580513982196	0.054588198449699726	1.821842839826268e-5	Hoxa13	0.446628231777916	39.86646109162978	73.68	53.93	1.36e-40	0.024380630549531365	TRUE
MA0033.2	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	FOXL1	0.5672485187948582	24.801342913045577	50.9	34.19	1.58e-25	0.02431348071364781	TRUE
MA1606.2	509	115	1.0301555041344939	0.41195887343448695	0.9999580513982196	0.042862131690185386	1.821842839826268e-5	Foxf1	0.5576527942969838	30.158015195409885	56.8	38.43	6.949999999999999e-31	0.02390218750655718	TRUE
MA2102.1	34	8	1.0840169699014564	0.4877001360398314	0.9999580513982196	0.11638734174809712	1.821842839826268e-5	ZBTB17	0.20030255926983123	10.45842075605342	78.03	67.85	3.48e-11	0.023312682418756326	TRUE
MA0476.2	940	212	1.0296438865233828	0.3781175993302208	0.9999580513982196	0.04214545198932914	1.821842839826268e-5	FOS	0.5207268782278948	5.321481620959886	23.33	16.11	4.77e-6	0.02194626964590698	TRUE
MA1563.2	486	112	1.0589262515089972	0.32188734017674775	0.9999580513982196	0.08260211691558442	1.821842839826268e-5	SOX18	0.24596031349209863	5.432973633840939	58.13	48.94	3.69e-6	0.020316842571668128	TRUE
MA1991.2	1008	232	1.0623292022809983	0.23989492302190474	0.9999580513982196	0.08723090823429731	1.821842839826268e-5	Hnf1A	0.23282744186529108	5.213958789757446	60.09	51.06	6.11e-6	0.020309749215777398	TRUE
