CHD_1	CHD_2	HFD_3	HFD_1	HFD_2	CHD_3
peak_107	11.4041471162904	6.8139125948104	22.2414385734649	11.9815287934274	34.2805052278615	4.62407924512179
peak_108	44.4761737535327	32.3660848253494	30.8908869075901	43.9322722425673	42.8506315348269	39.6349649581868
peak_109	33.0720266372422	21.2934768587825	34.597793336501	22.9645968540693	41.626327776689	27.7444754707308
peak_110	46.7570031767907	22.9969550074851	79.0806704834308	69.8922512949934	69.785314213861	40.956130456793
peak_111	27.369953079097	9.3691298178643	40.775970718019	48.9245759064954	63.6637954231714	17.1751514818809
peak_112	22.8082942325808	23.8486940818364	63.0174092914839	59.9076439671372	47.7478465673786	16.5145687325778
peak_113	26.229538367468	14.4795642639721	56.8392319099659	51.9199581048523	39.1777202604132	23.7809789749121
peak_114	11.4041471162904	8.517390743513	11.1207192867325	13.9784502589987	26.9346826790341	11.890489487456
peak_115	82.1098592372911	67.2873868737527	98.8508381042884	134.792198926059	115.084553264964	84.5545919107985
peak_116	25.0891236558389	21.2934768587825	12.3563547630361	15.9753717245699	15.9159488557929	21.7992307270027
peak_117	77.5482003907749	46.8456490893215	55.6035964336622	84.8691622867777	80.8040480371022	61.4341956851896
peak_118	35.3528560605003	22.9969550074851	28.4196159549829	36.943047113068	30.6075939534478	19.1568997297903
peak_119	362.651878298036	379.023888086328	208.822395495309	254.607486860333	244.860751627582	246.397365490061
peak_120	157.377230204808	155.868250606288	111.207192867324	107.833759140847	101.617211925447	115.601981128045
peak_121	47.8974178884198	38.3282583458085	38.3046997654118	35.9445863802823	25.7103789208962	62.7553611837958
peak_122	47.8974178884198	39.1799974201598	29.6552514312865	25.9599790524261	26.9346826790341	39.6349649581868
peak_123	213.257551074631	201.010421546907	98.8508381042884	110.829141339204	104.065819441723	151.934032339716
peak_124	21.6678795209518	17.034781487026	29.6552514312865	33.9476649147111	37.9534165022753	23.120396225609
peak_125	23.9487089442099	17.034781487026	24.7127095260721	34.9461256474967	25.7103789208962	17.8357342311841
peak_126	160.798474339695	117.539992260479	72.9024931019127	96.8506910802052	75.9068330045505	113.620232880136
peak_127	255.452895404906	187.382596357286	105.029015485806	163.747560176842	149.365058492825	190.247831799297
peak_128	10.2637324046614	2.5552172230539	33.3621578601973	31.9507434491399	42.8506315348269	2.64233099721245
peak_129	20.5274648093228	6.8139125948104	37.0690642891082	31.9507434491399	47.7478465673786	9.9087412395467
peak_130	18.2466353860647	22.1452159331338	34.597793336501	23.9630575868549	41.626327776689	25.7627272228214
peak_131	42.1953443302746	36.6247801971059	42.0116061943226	37.9415078458536	63.6637954231714	33.6897202144588
peak_132	18.2466353860647	17.034781487026	39.5403352417154	20.967675388498	31.8318977115857	11.2299067381529
peak_133	46.7570031767907	27.2556503792416	25.9483450023757	28.955361250783	18.3645563720687	23.7809789749121
peak_134	220.100039344405	185.679118208583	192.759134303362	200.69060728991	192.215690027652	146.649370345291
peak_135	55.8803208698231	55.3630398328345	63.0174092914839	61.9045654327085	48.9721503255165	37.6532167102775
peak_136	76.4077856791458	96.2465154016969	64.2530447677875	56.9122617687804	55.0936691162061	34.3503029637619
peak_137	49.0378326000488	57.9182570558884	42.0116061943226	41.9353507769961	41.626327776689	31.0473892172463
peak_138	91.2331769303234	78.3599948403196	63.0174092914839	73.8860942261359	77.1311367626885	73.3246851726456
peak_139	217.819209921147	209.52781229042	65.4886802440911	99.846073278562	72.2339217301368	105.693239888498
peak_140	185.887597995534	215.489985810879	105.029015485806	157.756795780128	73.4582254882747	124.850139618288
peak_141	44.4761737535327	55.3630398328345	39.5403352417154	37.9415078458536	46.5235428092407	27.7444754707308
peak_142	59.3015650047102	77.5082557659683	38.3046997654118	37.9415078458536	31.8318977115857	28.4050582200339
peak_143	36.4932707721294	33.2178238997007	39.5403352417154	40.9368900442104	42.8506315348269	29.7262237186401
peak_144	106.058568181501	66.4356477994014	128.506089535575	131.796816727702	159.159488557929	80.5910954149798
peak_145	22.8082942325808	9.3691298178643	23.4770740497685	14.9769109917843	9.7944300651033	8.58757574094047
peak_146	27.369953079097	17.034781487026	38.3046997654118	41.9353507769961	30.6075939534478	23.120396225609
peak_147	102.637324046614	81.7669511377248	88.9657542938596	105.836837675276	97.944300651033	88.5180884066172
peak_148	36.4932707721294	30.6626066766468	32.1265223838937	32.9492041819255	33.0562014697236	20.4780652283965
peak_149	123.164788855937	148.202598937126	212.52930192422	227.649047075121	199.56151257648	149.952284091807
peak_150	33.0720266372422	17.8865205613773	30.8908869075901	34.9461256474967	42.8506315348269	38.9743822088837
peak_151	39.9145149070165	35.7730411227546	50.6610545284478	50.9214973720666	45.2992390511028	50.2042889470366
peak_152	102.637324046614	84.3221683607787	88.9657542938596	95.8522303474196	99.1686044091709	111.638484632226
peak_153	25.0891236558389	12.7760861152695	28.4196159549829	24.9615183196405	34.2805052278615	16.5145687325778
peak_154	94.6544210652105	89.4326028068865	103.793380009503	118.816827201489	102.841515683585	87.8575056573141
peak_155	85.5311033721782	80.0634729890222	72.9024931019127	73.8860942261359	106.514426957998	84.5545919107985
peak_156	43.3357590419036	23.8486940818364	70.4312221493055	84.8691622867777	83.252655553378	36.3320512116712
peak_157	13.6849765395485	6.8139125948104	43.2472416706262	43.9322722425673	41.626327776689	9.24815849024359
peak_158	36.4932707721294	29.8108676022955	38.3046997654118	28.955361250783	48.9721503255165	24.4415617242152
peak_159	36.4932707721294	26.4039113048903	64.2530447677875	54.9153403032091	68.5610104557231	37.6532167102775
peak_160	42.1953443302746	30.6626066766468	32.1265223838937	23.9630575868549	33.0562014697236	29.7262237186401
peak_161	34.2124413488713	25.552172230539	25.9483450023757	32.9492041819255	39.1777202604132	20.4780652283965
peak_162	62.7228091395973	72.3978213198605	84.0232123886452	74.8845549589215	68.5610104557231	53.5072026935522
peak_163	287.384507330519	245.300853413174	169.282060253594	157.756795780128	170.17822238117	246.397365490061
peak_164	85.5311033721782	78.3599948403196	87.730118817556	69.8922512949934	78.3554405208264	75.9670161698581
peak_165	122.024374144308	100.505210773453	164.33951834838	163.747560176842	126.103287088205	97.1056641475577
peak_166	20.5274648093228	14.4795642639721	28.4196159549829	26.9584397852118	17.1402526139308	7.26641024233425
peak_167	18.2466353860647	14.4795642639721	18.5345321445541	17.9722931901412	22.0374676464824	15.8539859832747
peak_168	98.0756652000977	132.871295598803	148.276257156433	143.778345521129	135.897717153308	125.510722367592
peak_169	46.7570031767907	47.6973881636728	74.1381285782163	47.9261151737098	68.5610104557231	38.9743822088837
peak_170	206.415062804857	203.565638769961	197.701676208577	222.656743411193	220.374676464824	247.718530988668
peak_171	39.9145149070165	22.9969550074851	56.8392319099659	68.8937905622078	55.0936691162061	29.065640969337
peak_172	5.70207355814521	5.9621735204591	38.3046997654118	19.9692146557124	29.3832901953099	3.30291374651557
peak_173	12.5445618279195	6.8139125948104	54.3679609573586	44.9307329753529	44.0749352929648	8.58757574094047
peak_174	42.1953443302746	21.2934768587825	66.7243157203947	72.8876334933503	89.3741743440676	30.3868064679432
peak_175	12.5445618279195	9.3691298178643	67.9599511966983	63.9014868982797	45.2992390511028	15.8539859832747
peak_176	19.3870500976937	18.7382596357286	58.0748673862695	60.9061046999228	90.5984781022055	16.5145687325778
peak_177	20.5274648093228	8.517390743513	65.4886802440911	69.8922512949934	86.9255668277918	24.4415617242152
peak_178	29.6507825023551	23.8486940818364	71.6668576256091	56.9122617687804	83.252655553378	31.0473892172463
peak_179	27.369953079097	18.7382596357286	58.0748673862695	66.8968690966366	55.0936691162061	20.4780652283965
peak_180	12.5445618279195	11.0726079665669	54.3679609573586	66.8968690966366	46.5235428092407	6.60582749303113
peak_181	59.3015650047102	22.1452159331338	96.3795671516812	104.83837694249	123.654679571929	38.3137994595806
peak_182	12.5445618279195	5.1104344461078	43.2472416706262	28.955361250783	42.8506315348269	7.26641024233425
peak_183	28.5103677907261	13.6278251896208	16.0632611919469	15.9753717245699	22.0374676464824	15.1934032339716
peak_184	39.9145149070165	17.8865205613773	19.7701676208577	27.9569005179974	36.7291127441374	24.4415617242152
peak_185	74.1269562558878	48.5491272380241	128.506089535575	104.83837694249	111.41164199055	76.6275989191612
peak_186	60.4419797163393	28.9591285279442	37.0690642891082	49.923036639281	44.0749352929648	42.2772959553993
peak_187	102.637324046614	100.505210773453	59.3105028625731	61.9045654327085	46.5235428092407	82.5728436628892
peak_188	27.369953079097	20.4417377844312	23.4770740497685	21.9661361212837	14.6916450976549	22.4598134763059
peak_189	6.84248826977425	8.517390743513	45.7185126232334	40.9368900442104	59.9908841487577	8.58757574094047
peak_190	10.2637324046614	4.2586953717565	63.0174092914839	38.9399685786392	44.0749352929648	4.62407924512179
peak_191	18.2466353860647	13.6278251896208	14.8276257156433	17.9722931901412	39.1777202604132	10.5693239888498
peak_192	255.452895404906	195.048248026448	182.874050492934	182.718314099769	157.935184799791	192.890162796509
peak_193	9.12331769303234	3.4069562974052	13.5919902393397	11.9815287934274	30.6075939534478	1.98174824790934
peak_194	55.8803208698231	20.4417377844312	43.2472416706262	46.9276544409242	66.1124029394473	25.7627272228214
peak_195	328.439436949164	343.250846963574	257.01217907115	212.672136083337	228.94480277179	299.904568183613
peak_196	61.5823944279683	52.8078226097806	44.4828771469298	55.9138010359947	41.626327776689	58.131281938674
peak_197	72.9865415442587	63.0286915019962	48.1897835758406	48.9245759064954	37.9534165022753	62.0947784344927
peak_198	4.56165884651617	3.4069562974052	24.7127095260721	26.9584397852118	28.158986437172	7.92699299163736
peak_199	11.4041471162904	7.6656516691617	49.4254190521442	29.9538219835686	46.5235428092407	10.5693239888498
peak_200	156.236815493179	117.539992260479	140.862444298611	146.773727719486	133.449109637032	133.437715359229
peak_201	101.496909334985	98.8017326247508	72.9024931019127	101.842994744133	79.5797442789643	118.90489487456
peak_202	42.1953443302746	38.3282583458085	51.8966900047514	47.9261151737098	63.6637954231714	43.5984614540055
peak_203	26.229538367468	24.7004331561877	32.1265223838937	30.9522827163542	29.3832901953099	29.065640969337
peak_204	26.229538367468	15.3313033383234	18.5345321445541	36.943047113068	36.7291127441374	23.7809789749121
peak_205	27.369953079097	17.8865205613773	43.2472416706262	39.9384293114248	37.9534165022753	23.120396225609
peak_206	36.4932707721294	27.2556503792416	39.5403352417154	48.9245759064954	51.4207578417923	35.010885713065
peak_207	46.7570031767907	30.6626066766468	84.0232123886452	57.910722501566	72.2339217301368	44.9196269526117
peak_208	87.8119327954363	88.5808637325352	101.322109056896	121.812209399846	106.514426957998	104.372074389892
peak_209	117.462715297791	103.912167070859	122.327912154057	118.816827201489	128.551894604481	118.244312125257
peak_210	68.4248826977425	74.1012994685631	87.730118817556	79.8768586228496	79.5797442789643	68.7006059275238
peak_211	167.640962609469	172.903032093314	130.977360488182	166.742942375199	154.262273525377	163.163939077869
peak_212	17.1062206744356	22.1452159331338	49.4254190521442	48.9245759064954	53.8693653580681	46.2407924512179
peak_213	344.405242911971	337.288673443115	255.776543594846	257.60286905869	231.393410288065	268.196596217064
peak_214	52.459076734936	69.8426040968066	55.6035964336622	51.9199581048523	61.2151879068956	52.186037194946
peak_215	119.743544721049	140.536947267965	129.741725011879	113.824523537561	151.813666009101	117.583729375954
peak_216	49.0378326000488	38.3282583458085	84.0232123886452	101.842994744133	82.0283517952401	36.9926339609744
peak_217	6.84248826977425	3.4069562974052	30.8908869075901	23.9630575868549	24.4860751627582	3.30291374651557
peak_218	9.12331769303234	3.4069562974052	18.5345321445541	29.9538219835686	20.8131638883445	4.62407924512179
peak_219	23.9487089442099	21.2934768587825	56.8392319099659	34.9461256474967	58.7665803906198	28.4050582200339
peak_220	9.12331769303234	8.517390743513	60.5461383388767	38.9399685786392	53.8693653580681	2.64233099721245
peak_221	18.2466353860647	7.6656516691617	46.954148099537	46.9276544409242	52.6450615999302	3.96349649581868
peak_222	38.7741001953874	19.5899987100799	109.971557391021	110.829141339204	117.53316078124	34.3503029637619
peak_223	21.6678795209518	8.517390743513	81.551941436038	55.9138010359947	97.944300651033	9.9087412395467
peak_224	9.12331769303234	3.4069562974052	11.1207192867325	19.9692146557124	13.467341339517	5.94524474372802
peak_225	77.5482003907749	48.5491272380241	106.26465096211	115.821445003132	100.392908167309	59.4524474372802
peak_226	23.9487089442099	24.7004331561877	25.9483450023757	31.9507434491399	30.6075939534478	19.8174824790934
peak_227	6.84248826977425	4.2586953717565	21.0058030971613	15.9753717245699	45.2992390511028	3.96349649581868
peak_228	10.2637324046614	4.2586953717565	38.3046997654118	33.9476649147111	46.5235428092407	7.26641024233425
peak_229	49.0378326000488	34.069562974052	53.132325481055	54.9153403032091	51.4207578417923	23.7809789749121
peak_230	9.12331769303234	6.8139125948104	54.3679609573586	42.9338115097817	66.1124029394473	8.58757574094047
peak_231	23.9487089442099	17.8865205613773	39.5403352417154	58.9091832343516	52.6450615999302	21.1386479776996
peak_232	29.6507825023551	15.3313033383234	28.4196159549829	19.9692146557124	15.9159488557929	8.58757574094047
peak_233	19.3870500976937	9.3691298178643	80.3163059597344	58.9091832343516	47.7478465673786	12.5510722367592
peak_234	15.9658059628066	22.9969550074851	86.4944833412524	75.8830156917072	62.4394916650335	9.24815849024359
peak_235	6.84248826977425	0	33.3621578601973	12.9799895262131	33.0562014697236	5.28466199442491
peak_236	13.6849765395485	5.9621735204591	42.0116061943226	33.9476649147111	31.8318977115857	10.5693239888498
peak_237	4.56165884651617	5.9621735204591	30.8908869075901	22.9645968540693	39.1777202604132	3.30291374651557
peak_238	75.2673709675168	54.5113007584832	50.6610545284478	60.9061046999228	63.6637954231714	38.3137994595806
peak_239	52.459076734936	28.9591285279442	71.6668576256091	82.8722408212065	88.1498705859297	46.2407924512179
peak_240	13.6849765395485	10.2208688922156	21.0058030971613	5.99076439671372	24.4860751627582	5.94524474372802
peak_241	14.8253912511776	11.9243470409182	21.0058030971613	12.9799895262131	26.9346826790341	7.92699299163736
peak_242	18.2466353860647	11.9243470409182	60.5461383388767	31.9507434491399	84.4769593115159	6.60582749303113
peak_243	15.9658059628066	6.8139125948104	88.9657542938596	70.8907120277791	143.243539702136	10.5693239888498
peak_244	13.6849765395485	8.517390743513	46.954148099537	44.9307329753529	58.7665803906198	19.8174824790934
peak_245	4.56165884651617	4.2586953717565	46.954148099537	19.9692146557124	41.626327776689	7.26641024233425
peak_246	29.6507825023551	22.9969550074851	32.1265223838937	24.9615183196405	41.626327776689	29.065640969337
peak_247	10.2637324046614	1.7034781487026	34.597793336501	14.9769109917843	52.6450615999302	5.28466199442491
peak_248	15.9658059628066	5.1104344461078	101.322109056896	60.9061046999228	104.065819441723	14.5328204846685
peak_249	9.12331769303234	4.2586953717565	70.4312221493055	27.9569005179974	46.5235428092407	3.30291374651557
peak_250	7.9829029814033	3.4069562974052	34.597793336501	16.9738324573555	30.6075939534478	2.64233099721245
peak_251	17.1062206744356	19.5899987100799	17.2988966682505	12.9799895262131	17.1402526139308	16.5145687325778
peak_252	39.9145149070165	18.7382596357286	25.9483450023757	18.9707539229268	23.2617714046203	29.065640969337
peak_253	44.4761737535327	41.7352146432137	79.0806704834308	98.8476125457764	116.308857023102	40.2955477074899
peak_254	107.19898289313	123.502165780939	63.0174092914839	64.8999476310653	41.626327776689	79.2699299163736
peak_255	50.1782473116779	44.2904318662676	40.775970718019	36.943047113068	36.7291127441374	30.3868064679432
peak_256	86.6715180838072	88.5808637325352	72.9024931019127	68.8937905622078	64.8880991813093	72.6641024233425
peak_257	93.5140063535815	72.3978213198605	88.9657542938596	92.8568481490627	96.7199968928951	58.7918646879771
peak_258	49.0378326000488	41.7352146432137	50.6610545284478	46.9276544409242	48.9721503255165	25.1021444735183
peak_259	124.305203567566	99.6534716991021	103.793380009503	94.8537696146339	111.41164199055	85.8757574094048
peak_260	31.9316119256132	14.4795642639721	53.132325481055	53.9168795704235	67.3367066975852	20.4780652283965
peak_261	70.7057121210006	41.7352146432137	90.2013897701632	49.923036639281	86.9255668277918	61.4341956851896
peak_262	104.918153469872	62.1769524276449	64.2530447677875	69.8922512949934	86.9255668277918	91.1604194038297
peak_263	111.760641739646	91.9878200299404	116.149734772539	101.842994744133	134.67341339517	76.6275989191612
peak_264	78.6886151024039	66.4356477994014	87.730118817556	89.8614659507058	107.738730716136	75.3064334205549
peak_265	35.3528560605003	34.9213020484033	33.3621578601973	31.9507434491399	34.2805052278615	31.7079719665494
peak_266	265.716627809567	232.524767297905	207.586760019006	186.712157030911	197.112905060204	198.174824790934
peak_267	51.3186620233069	44.2904318662676	55.6035964336622	46.9276544409242	59.9908841487577	40.956130456793
peak_268	36.4932707721294	34.9213020484033	44.4828771469298	42.9338115097817	51.4207578417923	44.9196269526117
peak_269	111.760641739646	85.17390743513	114.914099296235	148.770649185057	128.551894604481	90.4998366545265
