"","ensembl_gene_id","hgnc_symbol"
"33873","ENSG00000129235","TXNDC17"
"33874","ENSG00000196507","TCEAL3"
"33875","ENSG00000236347",""
"33876","ENSG00000236848",""
"33877","ENSG00000272255",""
"33878","ENSG00000163449","TMEM169"
"33879","ENSG00000183155","RABIF"
"33880","ENSG00000255434",""
"33881","ENSG00000259431","THTPA"
"33882","ENSG00000225653","RNF19BPY"
"33883","ENSG00000265139",""
"33884","ENSG00000251322","SHANK3"
"33885","ENSG00000253556","MTCO1P4"
"33886","ENSG00000212866","HSPA1B"
"33887","ENSG00000238227","C9orf69"
"33888","ENSG00000255606",""
"33889","ENSG00000250213",""
"33890","ENSG00000171790","SLFNL1"
"33891","ENSG00000233061","TTLL7-IT1"
"33892","ENSG00000261396",""
"33893","ENSG00000228090","C6orf25"
"33894","ENSG00000250344",""
"33895","ENSG00000253580",""
"33896","ENSG00000254547",""
"33897","ENSG00000011009","LYPLA2"
"33898","ENSG00000228082",""
"33899","ENSG00000260883","VN1R65P"
"33900","ENSG00000225892",""
"33901","ENSG00000266036","MIR3615"
"33902","ENSG00000074621","SLC24A1"
"33903","ENSG00000072310","SREBF1"
"33904","ENSG00000258681",""
"33905","ENSG00000263070",""
"33906","ENSG00000165891","E2F7"
"33907","ENSG00000255204",""
"33908","ENSG00000267275",""
"33909","ENSG00000262525","TAS2R46"
"33910","ENSG00000147912","FBXO10"
"33911","ENSG00000254630",""
"33912","ENSG00000221947","XKR9"
"33913","ENSG00000149654","CDH22"
"33914","ENSG00000255428",""
"33915","ENSG00000232843","SNX18P2"
"33916","ENSG00000227180",""
"33917","ENSG00000238140",""
"33918","ENSG00000109062","SLC9A3R1"
"33919","ENSG00000087116","ADAMTS2"
"33920","ENSG00000228034","HMGN2P21"
"33921","ENSG00000105732","ZNF574"
"33922","ENSG00000255499",""
"33923","ENSG00000256360",""
"33924","ENSG00000108010","GLRX3"
"33925","ENSG00000227070",""
"33926","ENSG00000250612",""
"33927","ENSG00000249943",""
"33928","ENSG00000076351","SLC46A1"
"33929","ENSG00000259154","DUX4L17"
"33930","ENSG00000085224","ATRX"
"33931","ENSG00000180152",""
"33932","ENSG00000254500","RANP3"
"33933","ENSG00000235899",""
"33934","ENSG00000198498","TMA16"
"33935","ENSG00000232421","TUBB"
"33936","ENSG00000228128","DDAH2"
"33937","ENSG00000232021","LEF1-AS1"
"33938","ENSG00000271327",""
"33939","ENSG00000186960","LINC01551"
"33940","ENSG00000253298",""
"33941","ENSG00000172465","TCEAL1"
"33942","ENSG00000267529",""
"33943","ENSG00000108666","C17orf75"
"33944","ENSG00000173486","FKBP2"
"33945","ENSG00000227738",""
"33946","ENSG00000173706","HEG1"
"33947","ENSG00000240842",""
"33948","ENSG00000181754","AMIGO1"
"33949","ENSG00000151929","BAG3"
"33950","ENSG00000168658","VWA3B"
"33951","ENSG00000259291",""
"33952","ENSG00000232027",""
"33953","ENSG00000105792","CFAP69"
"33954","ENSG00000196511","TPK1"
"33955","ENSG00000103510","KAT8"
"33956","ENSG00000116698","SMG7"
"33957","ENSG00000229243",""
"33958","ENSG00000254377","MIR124-2HG"
"33959","ENSG00000257820","MRPS6P4"
"33960","ENSG00000119689","DLST"
"33961","ENSG00000166377","ATP9B"
"33962","ENSG00000253977","MTCO2P4"
"33963","ENSG00000237410",""
"33964","ENSG00000238000",""
"33965","ENSG00000261087",""
"33966","ENSG00000259029","DUX4L18"
"33967","ENSG00000206034","DEFB109P1B"
"33968","ENSG00000244383",""
"33969","ENSG00000188488","SERPINA5"
"33970","ENSG00000271013",""
"33971","ENSG00000095787","WAC"
"33972","ENSG00000125741","OPA3"
"33973","ENSG00000243384",""
"33974","ENSG00000162755","KLHDC9"
"33975","ENSG00000128165","ADM2"
"33976","ENSG00000231390","SNX18P8"
"33977","ENSG00000171848","RRM2"
"33978","ENSG00000229914",""
"33979","ENSG00000233650","OR2AD1P"
"33980","ENSG00000271974",""
"33981","ENSG00000087128","TMPRSS11E"
"33982","ENSG00000146425","DYNLT1"
"33983","ENSG00000166090","IL25"
"33984","ENSG00000230982","DSTNP1"
"33985","ENSG00000234838",""
"33986","ENSG00000175536","LIPT2"
"33987","ENSG00000122711","SPINK4"
"33988","ENSG00000232091","PNLIPP1"
"33989","ENSG00000248824",""
"33990","ENSG00000140548","ZNF710"
"33991","ENSG00000068400","GRIPAP1"
"33992","ENSG00000226751",""
"33993","ENSG00000144214","LYG1"
"33994","ENSG00000233496","SYNJ2-IT1"
"33995","ENSG00000175582","RAB6A"
"33996","ENSG00000138867","GUCD1"
"33997","ENSG00000084754","HADHA"
"33998","ENSG00000231386",""
"33999","ENSG00000100142","POLR2F"
"34000","ENSG00000269086",""
"34001","ENSG00000251436","NUPL1P1"
"34002","ENSG00000261517","LINC00558"
"34003","ENSG00000161547","SRSF2"
"34004","ENSG00000253685",""
"34005","ENSG00000157093","LYZL4"
"34006","ENSG00000271993",""
"34007","ENSG00000176153","GPX2"
"34008","ENSG00000267635",""
"34009","ENSG00000273090",""
"34010","ENSG00000225964","NRIR"
"34011","ENSG00000263103","KRTAP9-10P"
"34012","ENSG00000229483","LINC00362"
"34013","ENSG00000152672","CLEC4F"
"34014","ENSG00000224080","UBE2FP1"
"34015","ENSG00000266472","MRPS21"
"34016","ENSG00000142751","GPN2"
"34017","ENSG00000223550","SNRPBP1"
"34018","ENSG00000237544","MAS1LP1"
"34019","ENSG00000226137","BAIAP2-AS1"
"34020","ENSG00000163874","ZC3H12A"
"34021","ENSG00000226234","KRT18P24"
"34022","ENSG00000143578","CREB3L4"
"34023","ENSG00000260217",""
"34024","ENSG00000251405",""
"34025","ENSG00000237070",""
"34026","ENSG00000228670","NANOGP2"
"34027","ENSG00000225373","WASH5P"
"34028","ENSG00000213071","LPAL2"
"34029","ENSG00000235499",""
"34030","ENSG00000214279",""
"34031","ENSG00000260342",""
"34032","ENSG00000237338","FTCD-AS1"
"34033","ENSG00000260581",""
"34034","ENSG00000267735",""
"34035","ENSG00000241735","FABP5P3"
"34036","ENSG00000181195","PENK"
"34037","ENSG00000258334",""
"34038","ENSG00000234812",""
"34039","ENSG00000106511","MEOX2"
"34040","ENSG00000230362",""
"34041","ENSG00000178750","STX19"
"34042","ENSG00000136960","ENPP2"
"34043","ENSG00000260894",""
"34044","ENSG00000234584",""
"34045","ENSG00000240240",""
"34046","ENSG00000230192",""
"34047","ENSG00000234055",""
"34048","ENSG00000265790","RNASEH1P1"
"34049","ENSG00000227879","PSPC1P1"
"34050","ENSG00000176183",""
"34051","ENSG00000138138","ATAD1"
"34052","ENSG00000257256",""
"34053","ENSG00000215198",""
"34054","ENSG00000231866",""
"34055","ENSG00000223843","EFCAB6-AS1"
"34056","ENSG00000236505",""
"34057","ENSG00000214369",""
"34058","ENSG00000250149",""
"34059","ENSG00000183813","CCR4"
"34060","ENSG00000271368",""
"34061","ENSG00000185638","FTH1P14"
"34062","ENSG00000165181","C9orf84"
"34063","ENSG00000272468",""
"34064","ENSG00000150938","CRIM1"
"34065","ENSG00000266960","FAM106DP"
"34066","ENSG00000249479",""
"34067","ENSG00000180150","HMGN2P9"
"34068","ENSG00000260101",""
"34069","ENSG00000258381",""
"34070","ENSG00000237064","EIF3IP1"
"34071","ENSG00000258674",""
"34072","ENSG00000147799","ARHGAP39"
"34073","ENSG00000078269","SYNJ2"
"34074","ENSG00000225292",""
"34075","ENSG00000166664","CHRFAM7A"
"34076","ENSG00000263266","RPS7P1"
"34077","ENSG00000261428",""
"34078","ENSG00000203900",""
"34079","ENSG00000151834","GABRA2"
"34080","ENSG00000232199","RPL3P8"
"34081","ENSG00000224086",""
"34082","ENSG00000064042","LIMCH1"
"34083","ENSG00000268209",""
"34084","ENSG00000253653",""
"34085","ENSG00000257410",""
"34086","ENSG00000266162","YWHAEP2"
"34087","ENSG00000259000","DOCK11P1"
"34088","ENSG00000233827","FAM58BP"
"34089","ENSG00000230246","SPATA31C1"
"34090","ENSG00000233157",""
"34091","ENSG00000107362","ABHD17B"
"34092","ENSG00000272711",""
"34093","ENSG00000271639",""
"34094","ENSG00000272367",""
"34095","ENSG00000165233","C9orf89"
"34096","ENSG00000260882",""
"34097","ENSG00000158411","MITD1"
"34098","ENSG00000273093",""
"34099","ENSG00000232965","RPS12P18"
"34100","ENSG00000263080",""
"34101","ENSG00000213045",""
"34102","ENSG00000251526",""
"34103","ENSG00000248544",""
"34104","ENSG00000260714",""
"34105","ENSG00000261766",""
"34106","ENSG00000005812","FBXL3"
"34107","ENSG00000187741","FANCA"
"34108","ENSG00000225548",""
"34109","ENSG00000169021","UQCRFS1"
"34110","ENSG00000176532","PRR15"
"34111","ENSG00000146755","TRIM50"
"34112","ENSG00000205266","KRT17P5"
"34113","ENSG00000119965","C10orf88"
"34114","ENSG00000257298",""
"34115","ENSG00000270480",""
"34116","ENSG00000203721","LINC00862"
"34117","ENSG00000077147","TM9SF3"
"34118","ENSG00000100867","DHRS2"
"34119","ENSG00000118507","AKAP7"
"34120","ENSG00000232631","MTND2P23"
"34121","ENSG00000160953","MUM1"
"34122","ENSG00000270842",""
"34123","ENSG00000249152",""
"34124","ENSG00000218410",""
"34125","ENSG00000163781","TOPBP1"
"34126","ENSG00000235201",""
"34127","ENSG00000101346","POFUT1"
"34128","ENSG00000226454",""
"34129","ENSG00000213179","RPL17P41"
"34130","ENSG00000222018","C21orf140"
"34131","ENSG00000160182","TFF1"
"34132","ENSG00000254177",""
"34133","ENSG00000266818",""
"34134","ENSG00000112182","BACH2"
"34135","ENSG00000101204","CHRNA4"
"34136","ENSG00000227748",""
"34137","ENSG00000258118",""
"34138","ENSG00000160447","PKN3"
"34139","ENSG00000225855","RUSC1-AS1"
"34140","ENSG00000206341","HLA-H"
"34141","ENSG00000229518","UBE2V1P3"
"34142","ENSG00000254060",""
"34143","ENSG00000233418","DHX16"
"34144","ENSG00000257757","OR6C7P"
"34145","ENSG00000198467","TPM2"
"34146","ENSG00000198805","PNP"
"34147","ENSG00000267498",""
"34148","ENSG00000162702","ZNF281"
"34149","ENSG00000249684",""
"34150","ENSG00000262352",""
"34151","ENSG00000238220",""
"34152","ENSG00000233452","STXBP5-AS1"
"34153","ENSG00000219582","HNRNPA1P58"
"34154","ENSG00000147224","PRPS1"
"34155","ENSG00000110076","NRXN2"
"34156","ENSG00000013364","MVP"
"34157","ENSG00000206525","OR2W1"
"34158","ENSG00000249368",""
"34159","ENSG00000230031","POTEB2"
"34160","ENSG00000237523","LINC00857"
"34161","ENSG00000183242","WT1-AS"
"34162","ENSG00000129422","MTUS1"
"34163","ENSG00000073331","ALPK1"
"34164","ENSG00000263305",""
"34165","ENSG00000213892","CEACAM16"
"34166","ENSG00000234428",""
"34167","ENSG00000270499","MKI67P1"
"34168","ENSG00000273267",""
"34169","ENSG00000101435","CST9L"
"34170","ENSG00000230780","OR11A1"
"34171","ENSG00000227639","OR2W1"
"34172","ENSG00000217576",""
"34173","ENSG00000219135",""
"34174","ENSG00000174562","KLK15"
"34175","ENSG00000265646","TUFMP1"
"34176","ENSG00000228803",""
"34177","ENSG00000085982","USP40"
"34178","ENSG00000236276","NDP-AS1"
"34179","ENSG00000254717","GLYATL1P2"
"34180","ENSG00000260675",""
"34181","ENSG00000107643","MAPK8"
"34182","ENSG00000136146","MED4"
"34183","ENSG00000259845","HERC2P10"
"34184","ENSG00000007516","BAIAP3"
"34185","ENSG00000171522","PTGER4"
"34186","ENSG00000127334","DYRK2"
"34187","ENSG00000233633",""
"34188","ENSG00000167034","NKX3-1"
"34189","ENSG00000261341",""
"34190","ENSG00000259371",""
"34191","ENSG00000264558",""
"34192","ENSG00000267388",""
"34193","ENSG00000135451","TROAP"
"34194","ENSG00000258497",""
"34195","ENSG00000204673","AKT1S1"
"34196","ENSG00000134480","CCNH"
"34197","ENSG00000224982","TMEM233"
"34198","ENSG00000249798","HSD3BP3"
"34199","ENSG00000233931","TRIM40"
"34200","ENSG00000168661","ZNF30"
"34201","ENSG00000156689","GLYATL2"
"34202","ENSG00000125731","SH2D3A"
"34203","ENSG00000258203",""
"34204","ENSG00000271109",""
"34205","ENSG00000176225","RTTN"
"34206","ENSG00000125952","MAX"
"34207","ENSG00000047230","CTPS2"
"34208","ENSG00000034693","PEX3"
"34209","ENSG00000245059",""
"34210","ENSG00000137185","ZSCAN9"
"34211","ENSG00000231046",""
"34212","ENSG00000050405","LIMA1"
"34213","ENSG00000112459","OR14J1"
"34214","ENSG00000261141",""
"34215","ENSG00000261584",""
"34216","ENSG00000168096","ANKS3"
"34217","ENSG00000239618","HLA-L"
"34218","ENSG00000234671",""
"34219","ENSG00000257087",""
"34220","ENSG00000226013","MRPS18BP1"
"34221","ENSG00000169299","PGM2"
"34222","ENSG00000039523","FAM65A"
"34223","ENSG00000213683",""
"34224","ENSG00000169967","MAP3K2"
"34225","ENSG00000185640","KRT79"
"34226","ENSG00000267507",""
"34227","ENSG00000147119","CHST7"
"34228","ENSG00000226267","HCG9P5"
"34229","ENSG00000236399","TRIM40"
"34230","ENSG00000224234","OR10C1"
"34231","ENSG00000135218","CD36"
"34232","ENSG00000219240",""
"34233","ENSG00000249123","MICE"
"34234","ENSG00000166455","C16orf46"
"34235","ENSG00000249073",""
"34236","ENSG00000257700",""
"34237","ENSG00000167723","TRPV3"
"34238","ENSG00000104320","NBN"
"34239","ENSG00000236125","USP17L4"
"34240","ENSG00000071859","FAM50A"
"34241","ENSG00000120805","ARL1"
"34242","ENSG00000164972","C9orf24"
"34243","ENSG00000160752","FDPS"
"34244","ENSG00000182173","TSEN54"
"34245","ENSG00000267372",""
"34246","ENSG00000241469","LINC00635"
"34247","ENSG00000154274","C4orf19"
"34248","ENSG00000148942","SLC5A12"
"34249","ENSG00000270518",""
"34250","ENSG00000189182","KRT77"
"34251","ENSG00000235668",""
"34252","ENSG00000221852","KRTAP1-5"
"34253","ENSG00000240924","HCG17"
"34254","ENSG00000225400",""
"34255","ENSG00000234252",""
"34256","ENSG00000082397","EPB41L3"
"34257","ENSG00000253600",""
"34258","ENSG00000104517","UBR5"
"34259","ENSG00000255804","OR6J1"
"34260","ENSG00000261804",""
"34261","ENSG00000253236",""
"34262","ENSG00000253999","IGKV3D-31"
"34263","ENSG00000272600",""
"34264","ENSG00000168675","LDLRAD4"
"34265","ENSG00000237565","SSU72P5"
"34266","ENSG00000268027",""
"34267","ENSG00000180190","TDRP"
"34268","ENSG00000234378",""
"34269","ENSG00000261439",""
"34270","ENSG00000100156","SLC16A8"
"34271","ENSG00000224493",""
"34272","ENSG00000223379",""
"34273","ENSG00000273073",""
"34274","ENSG00000259920",""
"34275","ENSG00000100036","SLC35E4"
"34276","ENSG00000242888",""
"34277","ENSG00000270879",""
"34278","ENSG00000263823",""
"34279","ENSG00000099937","SERPIND1"
"34280","ENSG00000226888",""
"34281","ENSG00000251691",""
"34282","ENSG00000174944","P2RY14"
"34283","ENSG00000246090",""
"34284","ENSG00000120549","KIAA1217"
"34285","ENSG00000125903","DEFB129"
"34286","ENSG00000185863","TMEM210"
"34287","ENSG00000168539","CHRM1"
"34288","ENSG00000157014","TATDN2"
"34289","ENSG00000123179","EBPL"
"34290","ENSG00000213701","SETP22"
"34291","ENSG00000107816","LZTS2"
"34292","ENSG00000067955","CBFB"
"34293","ENSG00000163739","CXCL1"
"34294","ENSG00000256371","LRRC34P1"
"34295","ENSG00000143603","KCNN3"
"34296","ENSG00000243794","SNRPCP10"
"34297","ENSG00000262531",""
"34298","ENSG00000065621","GSTO2"
"34299","ENSG00000273323","NOP56P1"
"34300","ENSG00000139832","RAB20"
"34301","ENSG00000248740",""
"34302","ENSG00000273457","TAS2R13"
"34303","ENSG00000224416","IFNA22P"
"34304","ENSG00000153002","CPB1"
"34305","ENSG00000075151","EIF4G3"
"34306","ENSG00000248563","RPSAP2"
"34307","ENSG00000263083","TAS2R64P"
"34308","ENSG00000196301","HLA-DRB9"
"34309","ENSG00000183077","AFMID"
"34310","ENSG00000242061",""
"34311","ENSG00000264422",""
"34312","ENSG00000077514","POLD3"
"34313","ENSG00000250327",""
"34314","ENSG00000225079","FTH1P22"
"34315","ENSG00000263924",""
"34316","ENSG00000248655","NOP56P1"
"34317","ENSG00000205138","SDHAF1"
"34318","ENSG00000176243","CDV3P1"
"34319","ENSG00000231166","TUBB4BP6"
"34320","ENSG00000272805","TAS2R10"
"34321","ENSG00000236208","C10orf71-AS1"
"34322","ENSG00000233826",""
"34323","ENSG00000003137","CYP26B1"
"34324","ENSG00000272372",""
"34325","ENSG00000228386",""
"34326","ENSG00000227076",""
"34327","ENSG00000257453",""
"34328","ENSG00000005981","ASB4"
"34329","ENSG00000260482",""
"34330","ENSG00000258235",""
"34331","ENSG00000206324","AGPAT1"
"34332","ENSG00000260337",""
"34333","ENSG00000080371","RAB21"
"34334","ENSG00000253669",""
"34335","ENSG00000073008","PVR"
"34336","ENSG00000227813",""
"34337","ENSG00000260198",""
"34338","ENSG00000138271","GPR87"
"34339","ENSG00000116906","GNPAT"
"34340","ENSG00000261602",""
"34341","ENSG00000117016","RIMS3"
"34342","ENSG00000242578",""
"34343","ENSG00000073712","FERMT2"
"34344","ENSG00000232259",""
"34345","ENSG00000258460",""
"34346","ENSG00000250016","SNX18P23"
"34347","ENSG00000212658","KRTAP29-1"
"34348","ENSG00000242142","SERBP1P3"
"34349","ENSG00000223923",""
"34350","ENSG00000225099","ATP6V1E1P1"
"34351","ENSG00000183307","CECR6"
"34352","ENSG00000204622","HLA-J"
"34353","ENSG00000135226","UGT2B28"
"34354","ENSG00000164180","TMEM161B"
"34355","ENSG00000255548",""
"34356","ENSG00000268582",""
"34357","ENSG00000258676",""
"34358","ENSG00000196748","CLPSL2"
"34359","ENSG00000268833",""
"34360","ENSG00000170967","DDI1"
"34361","ENSG00000232392",""
"34362","ENSG00000269266","DNAJC19P2"
"34363","ENSG00000177225","PDDC1"
"34364","ENSG00000228896","SKIV2L"
"34365","ENSG00000228742",""
"34366","ENSG00000257002",""
"34367","ENSG00000241346","SNRPCP11"
"34368","ENSG00000272444",""
"34369","ENSG00000229399",""
"34370","ENSG00000086548","CEACAM6"
"34371","ENSG00000273092","TAS2R20"
"34372","ENSG00000251578","TRBV21-1"
"34373","ENSG00000255384",""
"34374","ENSG00000233593",""
"34375","ENSG00000224829","TOMM20P1"
"34376","ENSG00000240578","TRBV22-1"
"34377","ENSG00000108883","EFTUD2"
"34378","ENSG00000229698","HLA-F"
"34379","ENSG00000233620",""
"34380","ENSG00000229652",""
"34381","ENSG00000151332","MBIP"
"34382","ENSG00000114026","OGG1"
"34383","ENSG00000254892",""
"34384","ENSG00000233670","PIRT"
"34385","ENSG00000101745","ANKRD12"
"34386","ENSG00000229071","PRRT1"
"34387","ENSG00000230549","USP17L1"
"34388","ENSG00000183273","CCDC60"
"34389","ENSG00000272505",""
"34390","ENSG00000087258","GNAO1"
"34391","ENSG00000155016","CYP2U1"
"34392","ENSG00000220831","NDUFA5P9"
"34393","ENSG00000228953",""
"34394","ENSG00000166133","RPUSD2"
"34395","ENSG00000270102",""
"34396","ENSG00000248866","USP46-AS1"
"34397","ENSG00000168309","FAM107A"
"34398","ENSG00000260871",""
"34399","ENSG00000088053","GP6"
"34400","ENSG00000161036","LRWD1"
"34401","ENSG00000120800","UTP20"
"34402","ENSG00000256349",""
"34403","ENSG00000267618",""
"34404","ENSG00000223722",""
"34405","ENSG00000181371","OR5M8"
"34406","ENSG00000239696",""
"34407","ENSG00000227714","MTND6P18"
"34408","ENSG00000267441",""
"34409","ENSG00000196275","GTF2IRD2"
"34410","ENSG00000269711",""
"34411","ENSG00000236132",""
"34412","ENSG00000271825",""
"34413","ENSG00000236075",""
"34414","ENSG00000147400","CETN2"
"34415","ENSG00000229175","LINC00382"
"34416","ENSG00000178917","ZNF852"
"34417","ENSG00000106268","NUDT1"
"34418","ENSG00000142611","PRDM16"
"34419","ENSG00000156564","LRFN2"
"34420","ENSG00000272751",""
"34421","ENSG00000244217","RPS4XP10"
"34422","ENSG00000232333","RPS27AP2"
"34423","ENSG00000232373","MTCYBP3"
"34424","ENSG00000249125",""
"34425","ENSG00000264044",""
"34426","ENSG00000162747","FCGR3B"
"34427","ENSG00000231110",""
"34428","ENSG00000227938",""
"34429","ENSG00000160410","SHKBP1"
"34430","ENSG00000255858",""
"34431","ENSG00000223488","MAPK6PS2"
"34432","ENSG00000228095",""
"34433","ENSG00000183019","MCEMP1"
"34434","ENSG00000235354",""
"34435","ENSG00000234319","RPS12P2"
"34436","ENSG00000018510","AGPS"
"34437","ENSG00000229891","LINC01315"
"34438","ENSG00000225023","HCG4P8"
"34439","ENSG00000226365","UBDP1"
"34440","ENSG00000263028","TAS2R19"
"34441","ENSG00000226487",""
"34442","ENSG00000261303",""
"34443","ENSG00000206292","HLA-DOA"
"34444","ENSG00000219375",""
"34445","ENSG00000256185",""
"34446","ENSG00000234942",""
"34447","ENSG00000237167",""
"34448","ENSG00000213568","HNRNPA1P13"
"34449","ENSG00000270234",""
"34450","ENSG00000175877","WBSCR28"
"34451","ENSG00000037637","FBXO42"
"34452","ENSG00000248780",""
"34453","ENSG00000144893","MED12L"
"34454","ENSG00000258991","DUX4L19"
"34455","ENSG00000127528","KLF2"
"34456","ENSG00000064201","TSPAN32"
"34457","ENSG00000206290","COL11A2"
"34458","ENSG00000179468","OR9A2"
"34459","ENSG00000229505",""
"34460","ENSG00000272989",""
"34461","ENSG00000228135","LINC01494"
"34462","ENSG00000261863",""
"34463","ENSG00000271290",""
"34464","ENSG00000166960","CCDC178"
"34465","ENSG00000151224","MAT1A"
"34466","ENSG00000214860","EVPLL"
"34467","ENSG00000262218","KRTAP29-1"
"34468","ENSG00000251291",""
"34469","ENSG00000212657","KRTAP16-1"
"34470","ENSG00000250067","YJEFN3"
"34471","ENSG00000225077","LINC00337"
"34472","ENSG00000255441",""
"34473","ENSG00000268738","HSFX2"
"34474","ENSG00000123096","SSPN"
"34475","ENSG00000270455","PABPC1P5"
"34476","ENSG00000214784",""
"34477","ENSG00000226571",""
"34478","ENSG00000126264","HCST"
"34479","ENSG00000272715",""
"34480","ENSG00000256286",""
"34481","ENSG00000267872",""
"34482","ENSG00000214226","C17orf67"
"34483","ENSG00000184162","NR2C2AP"
"34484","ENSG00000014216","CAPN1"
"34485","ENSG00000185847","LINC01405"
"34486","ENSG00000273336","OR7M1P"
"34487","ENSG00000267189","ATP5LP7"
"34488","ENSG00000125864","BFSP1"
"34489","ENSG00000269433","OPN1MW"
"34490","ENSG00000115592","PRKAG3"
"34491","ENSG00000196209","SIRPB2"
"34492","ENSG00000215018","COL28A1"
"34493","ENSG00000260060",""
"34494","ENSG00000105819","PMPCB"
"34495","ENSG00000138083","SIX3"
"34496","ENSG00000257817",""
"34497","ENSG00000135624","CCT7"
"34498","ENSG00000230651","RGPD4-AS1"
"34499","ENSG00000259369",""
"34500","ENSG00000258240",""
"34501","ENSG00000168066","SF1"
"34502","ENSG00000262993","KRT31"
"34503","ENSG00000124783","SSR1"
"34504","ENSG00000146707","POMZP3"
"34505","ENSG00000118242","MREG"
"34506","ENSG00000069345","DNAJA2"
"34507","ENSG00000272839",""
"34508","ENSG00000165192","ASB11"
"34509","ENSG00000185475","TMEM179B"
"34510","ENSG00000261183",""
"34511","ENSG00000257021","HSPE1P20"
"34512","ENSG00000226964","RHEBP2"
"34513","ENSG00000225365",""
"34514","ENSG00000139437","TCHP"
"34515","ENSG00000138670","RASGEF1B"
"34516","ENSG00000189014","FAM35DP"
"34517","ENSG00000231980",""
"34518","ENSG00000230749","MEIS1-AS2"
"34519","ENSG00000230612",""
"34520","ENSG00000231226","TRIM31-AS1"
"34521","ENSG00000231515",""
"34522","ENSG00000269843",""
"34523","ENSG00000213613",""
"34524","ENSG00000248791",""
"34525","ENSG00000080824","HSP90AA1"
"34526","ENSG00000233038",""
"34527","ENSG00000136051","KIAA1033"
"34528","ENSG00000271751",""
"34529","ENSG00000214883",""
"34530","ENSG00000227040",""
"34531","ENSG00000262884",""
"34532","ENSG00000271197","IGHD2OR15-2A"
"34533","ENSG00000230366","DSCR9"
"34534","ENSG00000171570","RAB4B-EGLN2"
"34535","ENSG00000182648","LINC01006"
"34536","ENSG00000234069","GAPDHP53"
"34537","ENSG00000236606",""
"34538","ENSG00000260123",""
"34539","ENSG00000227087","RBMX2P5"
"34540","ENSG00000263264",""
"34541","ENSG00000204616","TRIM31"
"34542","ENSG00000142459","EVI5L"
"34543","ENSG00000248197","LINC00290"
"34544","ENSG00000235569","MSH5"
"34545","ENSG00000267716",""
"34546","ENSG00000235966","OR12D2"
"34547","ENSG00000259593",""
"34548","ENSG00000183704","SLC9B1P1"
"34549","ENSG00000132153","DHX30"
"34550","ENSG00000099953","MMP11"
"34551","ENSG00000236559",""
"34552","ENSG00000265218",""
"34553","ENSG00000244456",""
"34554","ENSG00000224297",""
"34555","ENSG00000124701","APOBEC2"
"34556","ENSG00000254199",""
"34557","ENSG00000250526","CCT6P2"
"34558","ENSG00000250261",""
"34559","ENSG00000267990",""
"34560","ENSG00000233147",""
"34561","ENSG00000224677","PDIA3P2"
"34562","ENSG00000163359","COL6A3"
"34563","ENSG00000272220",""
"34564","ENSG00000272431",""
"34565","ENSG00000261266",""
"34566","ENSG00000230198","RPL37P4"
"34567","ENSG00000272134",""
"34568","ENSG00000239293","OR9P1P"
"34569","ENSG00000250221","KRT8P32"
"34570","ENSG00000229242",""
"34571","ENSG00000182771","GRID1"
"34572","ENSG00000159352","PSMD4"
"34573","ENSG00000234593",""
"34574","ENSG00000169800","RBMY1F"
"34575","ENSG00000179299","NSUN7"
"34576","ENSG00000149196","C11orf73"
"34577","ENSG00000225205",""
"34578","ENSG00000116120","FARSB"
"34579","ENSG00000102805","CLN5"
"34580","ENSG00000166160","OPN1MW2"
"34581","ENSG00000142156","COL6A1"
"34582","ENSG00000236963","LINC01141"
"34583","ENSG00000144191","CNGA3"
"34584","ENSG00000144668","ITGA9"
"34585","ENSG00000134508","CABLES1"
"34586","ENSG00000112212","TSPO2"
"34587","ENSG00000226026",""
"34588","ENSG00000271291",""
"34589","ENSG00000145284","SCD5"
"34590","ENSG00000235663","SAPCD1-AS1"
"34591","ENSG00000242553",""
"34592","ENSG00000196361","ELAVL3"
"34593","ENSG00000154620","TMSB4Y"
"34594","ENSG00000257159",""
"34595","ENSG00000268597",""
"34596","ENSG00000226991",""
"34597","ENSG00000232224","LINC00202-1"
"34598","ENSG00000230490",""
"34599","ENSG00000253807","LINC01170"
"34600","ENSG00000249309",""
"34601","ENSG00000146457","WTAP"
"34602","ENSG00000187857","OR6C75"
"34603","ENSG00000228727","SAPCD1"
"34604","ENSG00000166847","DCTN5"
"34605","ENSG00000230953",""
"34606","ENSG00000251662",""
"34607","ENSG00000237959","RPL36AP10"
"34608","ENSG00000181541","MAB21L2"
"34609","ENSG00000178257","PRM3"
"34610","ENSG00000231992",""
"34611","ENSG00000224477",""
"34612","ENSG00000176809","LRRC37A3"
"34613","ENSG00000109794","FAM149A"
"34614","ENSG00000228679",""
"34615","ENSG00000006042","TMEM98"
"34616","ENSG00000152591","DSPP"
"34617","ENSG00000126005","MMP24-AS1"
"34618","ENSG00000206433","LST1"
"34619","ENSG00000198125","MB"
"34620","ENSG00000178279","TNP2"
"34621","ENSG00000119421","NDUFA8"
"34622","ENSG00000189195","BTBD8"
"34623","ENSG00000249030","OR12D1"
"34624","ENSG00000033011","ALG1"
"34625","ENSG00000109103","UNC119"
"34626","ENSG00000235652",""
"34627","ENSG00000132334","PTPRE"
"34628","ENSG00000164631","ZNF12"
"34629","ENSG00000265366","GLUD1P7"
"34630","ENSG00000157216","SSBP3"
"34631","ENSG00000254590",""
"34632","ENSG00000254796",""
"34633","ENSG00000153339","TRAPPC8"
