"","ensembl_gene_id","hgnc_symbol"
"15078","ENSG00000223707",""
"15079","ENSG00000255223","OR5M11"
"15080","ENSG00000253205",""
"15081","ENSG00000254344","LINC01288"
"15082","ENSG00000237751","LINC01143"
"15083","ENSG00000242640",""
"15084","ENSG00000058453","CROCC"
"15085","ENSG00000204520","MICA"
"15086","ENSG00000173239","LIPM"
"15087","ENSG00000228759","FAF2P1"
"15088","ENSG00000211695","TRGV9"
"15089","ENSG00000171243","SOSTDC1"
"15090","ENSG00000104825","NFKBIB"
"15091","ENSG00000123407","HOXC12"
"15092","ENSG00000224337","FAM8A3P"
"15093","ENSG00000092108","SCFD1"
"15094","ENSG00000128713","HOXD11"
"15095","ENSG00000149968","MMP3"
"15096","ENSG00000058600","POLR3E"
"15097","ENSG00000262020",""
"15098","ENSG00000230086","VN1R96P"
"15099","ENSG00000259007",""
"15100","ENSG00000005156","LIG3"
"15101","ENSG00000272856",""
"15102","ENSG00000229917","RPL7P46"
"15103","ENSG00000255622","PCDHB17"
"15104","ENSG00000160460","SPTBN4"
"15105","ENSG00000211680","IGLJ4"
"15106","ENSG00000214062","RPL7P17"
"15107","ENSG00000223421",""
"15108","ENSG00000248749",""
"15109","ENSG00000234471",""
"15110","ENSG00000240419",""
"15111","ENSG00000249490",""
"15112","ENSG00000246922","UBAP1L"
"15113","ENSG00000272108",""
"15114","ENSG00000186854","TRABD2A"
"15115","ENSG00000256136",""
"15116","ENSG00000253837",""
"15117","ENSG00000254277",""
"15118","ENSG00000252320","RNU6-320P"
"15119","ENSG00000231217",""
"15120","ENSG00000259963",""
"15121","ENSG00000234556","LINC00701"
"15122","ENSG00000231280","SALL4P6"
"15123","ENSG00000236248",""
"15124","ENSG00000235801",""
"15125","ENSG00000109519","GRPEL1"
"15126","ENSG00000235763","SNRPGP5"
"15127","ENSG00000238161","OR7E117P"
"15128","ENSG00000111674","ENO2"
"15129","ENSG00000244076",""
"15130","ENSG00000171262","FAM98B"
"15131","ENSG00000248308",""
"15132","ENSG00000087510","TFAP2C"
"15133","ENSG00000249171",""
"15134","ENSG00000119953","SMNDC1"
"15135","ENSG00000267182","SNRPCP20"
"15136","ENSG00000177000","MTHFR"
"15137","ENSG00000224446","LINC01015"
"15138","ENSG00000178690","DYNAP"
"15139","ENSG00000238152","OR7E140P"
"15140","ENSG00000227285",""
"15141","ENSG00000164508","HIST1H2AA"
"15142","ENSG00000238236",""
"15143","ENSG00000132199","ENOSF1"
"15144","ENSG00000235638","MTND6P14"
"15145","ENSG00000229572","EIF4BP4"
"15146","ENSG00000112186","CAP2"
"15147","ENSG00000231199","MTND5P19"
"15148","ENSG00000182208","MOB2"
"15149","ENSG00000141084","RANBP10"
"15150","ENSG00000251579",""
"15151","ENSG00000250973","KRTAP13-6P"
"15152","ENSG00000224295",""
"15153","ENSG00000271402","IGKV2OR2-2"
"15154","ENSG00000260979",""
"15155","ENSG00000256671","LIMS3L"
"15156","ENSG00000234573",""
"15157","ENSG00000229137",""
"15158","ENSG00000240432","KRTAP13-3"
"15159","ENSG00000249098",""
"15160","ENSG00000126106","TMEM53"
"15161","ENSG00000225612",""
"15162","ENSG00000227988","TDGF1P1"
"15163","ENSG00000233651",""
"15164","ENSG00000149476","DAK"
"15165","ENSG00000269637","RPL12P41"
"15166","ENSG00000186980","KRTAP23-1"
"15167","ENSG00000214290","COLCA2"
"15168","ENSG00000136149","RPL13AP25"
"15169","ENSG00000005513","SOX8"
"15170","ENSG00000235438","ESRRAP2"
"15171","ENSG00000186469","GNG2"
"15172","ENSG00000231582",""
"15173","ENSG00000249359",""
"15174","ENSG00000251629",""
"15175","ENSG00000249557","HSPD1P15"
"15176","ENSG00000226663","MTND4P10"
"15177","ENSG00000273117",""
"15178","ENSG00000253313","C1orf210"
"15179","ENSG00000261331",""
"15180","ENSG00000250129",""
"15181","ENSG00000102753","KPNA3"
"15182","ENSG00000163792","TCF23"
"15183","ENSG00000187720","THSD4"
"15184","ENSG00000260854",""
"15185","ENSG00000172146","OR1A1"
"15186","ENSG00000223708","HCG4P5"
"15187","ENSG00000065183","WDR3"
"15188","ENSG00000036473","OTC"
"15189","ENSG00000197409","HIST1H3D"
"15190","ENSG00000112651","MRPL2"
"15191","ENSG00000184144","CNTN2"
"15192","ENSG00000260055","HLA-P"
"15193","ENSG00000232714","MTND3P8"
"15194","ENSG00000226932","OR2U2P"
"15195","ENSG00000213309","RPL9P18"
"15196","ENSG00000145780","FEM1C"
"15197","ENSG00000235761",""
"15198","ENSG00000187747","OR52B6"
"15199","ENSG00000219790","OSTCP6"
"15200","ENSG00000183470",""
"15201","ENSG00000258423","OR7E105P"
"15202","ENSG00000224622","OR9R1P"
"15203","ENSG00000270550","IGHV3-30"
"15204","ENSG00000225274","GPR53P"
"15205","ENSG00000213924","HNRNPH1P2"
"15206","ENSG00000253548","PYDC2"
"15207","ENSG00000270451","IGHD4OR15-4B"
"15208","ENSG00000223493","SKIV2L"
"15209","ENSG00000259111",""
"15210","ENSG00000204802",""
"15211","ENSG00000269970",""
"15212","ENSG00000235947","EGOT"
"15213","ENSG00000087586","AURKA"
"15214","ENSG00000259348",""
"15215","ENSG00000253853",""
"15216","ENSG00000225739","NPM1P18"
"15217","ENSG00000253505",""
"15218","ENSG00000242267","SKINTL"
"15219","ENSG00000215068",""
"15220","ENSG00000225950","NTF4"
"15221","ENSG00000262520","KRTAP4-16P"
"15222","ENSG00000228181",""
"15223","ENSG00000204501","PRAMEF9"
"15224","ENSG00000223812",""
"15225","ENSG00000218980","FTH1P15"
"15226","ENSG00000253989","IGHVIII-38-1"
"15227","ENSG00000258550","OR7E106P"
"15228","ENSG00000254029","IGLC4"
"15229","ENSG00000151967","SCHIP1"
"15230","ENSG00000237813",""
"15231","ENSG00000227708",""
"15232","ENSG00000228149","RPL3P1"
"15233","ENSG00000270680",""
"15234","ENSG00000228170",""
"15235","ENSG00000255181","CCDC166"
"15236","ENSG00000254319",""
"15237","ENSG00000254203","IGHVII-33-1"
"15238","ENSG00000237725","OR2I1P"
"15239","ENSG00000243095","RPL3P10"
"15240","ENSG00000232650",""
"15241","ENSG00000240857","RDH14"
"15242","ENSG00000270726",""
"15243","ENSG00000211681","IGLJ5"
"15244","ENSG00000234249","COL11A2P1"
"15245","ENSG00000254850",""
"15246","ENSG00000258451",""
"15247","ENSG00000179141","MTUS2-AS1"
"15248","ENSG00000168243","GNG4"
"15249","ENSG00000230897","RPS18P12"
"15250","ENSG00000181097",""
"15251","ENSG00000254682",""
"15252","ENSG00000264570","SNX19P3"
"15253","ENSG00000216560","LINC00955"
"15254","ENSG00000176290","OR4K3"
"15255","ENSG00000110448","CD5"
"15256","ENSG00000120055","C10orf95"
"15257","ENSG00000223735","OR51B3P"
"15258","ENSG00000224954","PAIP1P1"
"15259","ENSG00000186230","ZNF749"
"15260","ENSG00000228651",""
"15261","ENSG00000215126","CBWD7"
"15262","ENSG00000258708","SLC25A21-AS1"
"15263","ENSG00000138161","CUZD1"
"15264","ENSG00000173212","MAB21L3"
"15265","ENSG00000233264",""
"15266","ENSG00000244086","RPS20P35"
"15267","ENSG00000254574",""
"15268","ENSG00000230484","OR51A10P"
"15269","ENSG00000149308","NPAT"
"15270","ENSG00000232465",""
"15271","ENSG00000262497","FAM187B2P"
"15272","ENSG00000260644","HERC2P5"
"15273","ENSG00000122257","RBBP6"
"15274","ENSG00000103995","CEP152"
"15275","ENSG00000263236","KRTAP4-12"
"15276","ENSG00000099282","TSPAN15"
"15277","ENSG00000261655",""
"15278","ENSG00000234821","MRPS33P4"
"15279","ENSG00000224597","SVIL-AS1"
"15280","ENSG00000249153",""
"15281","ENSG00000273408","OR5B15P"
"15282","ENSG00000181514",""
"15283","ENSG00000226429",""
"15284","ENSG00000218336","TENM3"
"15285","ENSG00000237653",""
"15286","ENSG00000268742",""
"15287","ENSG00000187581","COX8C"
"15288","ENSG00000227449",""
"15289","ENSG00000137313","TRIM26"
"15290","ENSG00000204882","GPR20"
"15291","ENSG00000221240","MIR1258"
"15292","ENSG00000177803",""
"15293","ENSG00000230526",""
"15294","ENSG00000244743",""
"15295","ENSG00000255126",""
"15296","ENSG00000251169",""
"15297","ENSG00000184022","OR2T10"
"15298","ENSG00000227297",""
"15299","ENSG00000172769","OR5B3"
"15300","ENSG00000111058","ACSS3"
"15301","ENSG00000137274","BPHL"
"15302","ENSG00000218049","RPL31P33"
"15303","ENSG00000227935",""
"15304","ENSG00000230360","DDX10P2"
"15305","ENSG00000229396","DAXX"
"15306","ENSG00000039139","DNAH5"
"15307","ENSG00000236489",""
"15308","ENSG00000172365","OR5B2"
"15309","ENSG00000260030",""
"15310","ENSG00000235377",""
"15311","ENSG00000127928","GNGT1"
"15312","ENSG00000249633","OR52V1P"
"15313","ENSG00000135269","TES"
"15314","ENSG00000101057","MYBL2"
"15315","ENSG00000258690",""
"15316","ENSG00000260722","VN1R67P"
"15317","ENSG00000257207",""
"15318","ENSG00000234349","GLUD1P9"
"15319","ENSG00000223460","GAPDHP69"
"15320","ENSG00000217258",""
"15321","ENSG00000243709","LEFTY1"
"15322","ENSG00000157045","NTAN1"
"15323","ENSG00000108443","RPS6KB1"
"15324","ENSG00000253287",""
"15325","ENSG00000255095","OR1D4"
"15326","ENSG00000241701","HCG17"
"15327","ENSG00000066248","NGEF"
"15328","ENSG00000142197","DOPEY2"
"15329","ENSG00000198517","MAFK"
"15330","ENSG00000236758","MTUS2-AS2"
"15331","ENSG00000223476","VN1R42P"
"15332","ENSG00000240265",""
"15333","ENSG00000259536",""
"15334","ENSG00000267179","ZNF763"
"15335","ENSG00000270400",""
"15336","ENSG00000163075","CFAP221"
"15337","ENSG00000254834","OR5M10"
"15338","ENSG00000231898",""
"15339","ENSG00000163623","NKX6-1"
"15340","ENSG00000087076","HSD17B14"
"15341","ENSG00000233662","CALM2P4"
"15342","ENSG00000187514","PTMA"
"15343","ENSG00000164591","MYOZ3"
"15344","ENSG00000248144","ADH1C"
"15345","ENSG00000206258","TNXB"
"15346","ENSG00000228701","TNKS2-AS1"
"15347","ENSG00000260293",""
"15348","ENSG00000197993","KEL"
"15349","ENSG00000270516",""
"15350","ENSG00000167113","COQ4"
"15351","ENSG00000155621","C9orf85"
"15352","ENSG00000021852","C8B"
"15353","ENSG00000095303","PTGS1"
"15354","ENSG00000042813","ZPBP"
"15355","ENSG00000055950","MRPL43"
"15356","ENSG00000271086","NAMA"
"15357","ENSG00000254514",""
"15358","ENSG00000115255","REEP6"
"15359","ENSG00000230354","STK19B"
"15360","ENSG00000106415","GLCCI1"
"15361","ENSG00000270948",""
"15362","ENSG00000267199",""
"15363","ENSG00000224848",""
"15364","ENSG00000186599","DEFB105B"
"15365","ENSG00000111245","MYL2"
"15366","ENSG00000257586",""
"15367","ENSG00000183665","TRMT12"
"15368","ENSG00000181135","ZNF707"
"15369","ENSG00000223840","TRIM26BP"
"15370","ENSG00000127129","EDN2"
"15371","ENSG00000211876","TRAJ13"
"15372","ENSG00000211846","TRAJ43"
"15373","ENSG00000203356","LINC01562"
"15374","ENSG00000253875",""
"15375","ENSG00000265948",""
"15376","ENSG00000131747","TOP2A"
"15377","ENSG00000197616","MYH6"
"15378","ENSG00000271598",""
"15379","ENSG00000265751",""
"15380","ENSG00000187103","FUNDC2P3"
"15381","ENSG00000211688","TRGJP2"
"15382","ENSG00000164050","PLXNB1"
"15383","ENSG00000219392",""
"15384","ENSG00000114541","FRMD4B"
"15385","ENSG00000267137",""
"15386","ENSG00000102699","PARP4"
"15387","ENSG00000231019",""
"15388","ENSG00000248923","MTND5P11"
"15389","ENSG00000211844","TRAJ45"
"15390","ENSG00000137713","PPP2R1B"
"15391","ENSG00000084636","COL16A1"
"15392","ENSG00000167182","SP2"
"15393","ENSG00000211692","TRGJP1"
"15394","ENSG00000216811",""
"15395","ENSG00000223685","LINC00571"
"15396","ENSG00000181638","ZFP41"
"15397","ENSG00000236617",""
"15398","ENSG00000249192",""
"15399","ENSG00000266282","UBL5P2"
"15400","ENSG00000250681",""
"15401","ENSG00000235086","FNDC1-IT1"
"15402","ENSG00000188293","IGFL1"
"15403","ENSG00000231744",""
"15404","ENSG00000197140","ADAM32"
"15405","ENSG00000254086",""
"15406","ENSG00000172113","NME6"
"15407","ENSG00000236284","VN1R31P"
"15408","ENSG00000121075","TBX4"
"15409","ENSG00000256269","HMBS"
"15410","ENSG00000243779",""
"15411","ENSG00000226262","PHKBP1"
"15412","ENSG00000141858","SAMD1"
"15413","ENSG00000149571","KIRREL3"
"15414","ENSG00000206245","C6orf10"
"15415","ENSG00000236643",""
"15416","ENSG00000272909",""
"15417","ENSG00000214694","ARHGEF33"
"15418","ENSG00000130741","EIF2S3"
"15419","ENSG00000234136",""
"15420","ENSG00000176422","SPRYD4"
"15421","ENSG00000260873","SNTB2"
"15422","ENSG00000268108",""
"15423","ENSG00000266102",""
"15424","ENSG00000226658",""
"15425","ENSG00000263666","SNORA70D"
"15426","ENSG00000238126","UQCRHP1"
"15427","ENSG00000171295","ZNF440"
"15428","ENSG00000273258",""
"15429","ENSG00000268455",""
"15430","ENSG00000117602","RCAN3"
"15431","ENSG00000239439","RFKP2"
"15432","ENSG00000072756","TRNT1"
"15433","ENSG00000248234",""
"15434","ENSG00000260642",""
"15435","ENSG00000107938","EDRF1"
"15436","ENSG00000258763",""
"15437","ENSG00000258018",""
"15438","ENSG00000165694","FRMD7"
"15439","ENSG00000258818","RNASE4"
"15440","ENSG00000149531","FRG1B"
"15441","ENSG00000254126","CD8BP"
"15442","ENSG00000258732",""
"15443","ENSG00000134109","EDEM1"
"15444","ENSG00000249618",""
"15445","ENSG00000212094",""
"15446","ENSG00000119013","NDUFB3"
"15447","ENSG00000172915","NBEA"
"15448","ENSG00000221725","RNU6ATAC25P"
"15449","ENSG00000141449","GREB1L"
"15450","ENSG00000221961","PRR21"
"15451","ENSG00000272294",""
"15452","ENSG00000255237",""
"15453","ENSG00000166428","PLD4"
"15454","ENSG00000119669","IRF2BPL"
"15455","ENSG00000230977",""
"15456","ENSG00000121542","SEC22A"
"15457","ENSG00000179695","OR6C2"
"15458","ENSG00000206260","PRR23A"
"15459","ENSG00000268992","CDC42EP3P1"
"15460","ENSG00000225349",""
"15461","ENSG00000101624","CEP76"
"15462","ENSG00000168530","MYL1"
"15463","ENSG00000273001",""
"15464","ENSG00000262140",""
"15465","ENSG00000268100","ZNF725P"
"15466","ENSG00000242198",""
"15467","ENSG00000140382","HMG20A"
"15468","ENSG00000179626","OR6C4"
"15469","ENSG00000262759","MRPS21P9"
"15470","ENSG00000234948","LINC01524"
"15471","ENSG00000185775","SPATA31A6"
"15472","ENSG00000265293","ARGFXP2"
"15473","ENSG00000237548","TTLL11-IT1"
"15474","ENSG00000255020",""
"15475","ENSG00000261382",""
"15476","ENSG00000107105","ELAVL2"
"15477","ENSG00000254531",""
"15478","ENSG00000131409","LRRC4B"
"15479","ENSG00000267227",""
"15480","ENSG00000172362","OR5B12"
"15481","ENSG00000249518",""
"15482","ENSG00000214708",""
"15483","ENSG00000228547","OR7E26P"
"15484","ENSG00000268705","BNIP3P26"
"15485","ENSG00000252089","RNU4ATAC7P"
"15486","ENSG00000132938","MTUS2"
"15487","ENSG00000252864","RNA5SP278"
"15488","ENSG00000224194",""
"15489","ENSG00000259116",""
"15490","ENSG00000242265","PEG10"
"15491","ENSG00000125531","C20orf195"
"15492","ENSG00000112137","PHACTR1"
"15493","ENSG00000227206",""
"15494","ENSG00000039600","SOX30"
"15495","ENSG00000228668","TRGV5P"
"15496","ENSG00000230939",""
"15497","ENSG00000271425","NBPF10"
"15498","ENSG00000232149","FERP1"
"15499","ENSG00000268081",""
"15500","ENSG00000213697","CTBP2P6"
"15501","ENSG00000215356","ZNF705B"
"15502","ENSG00000187566","NHLRC1"
"15503","ENSG00000246898","LINC00920"
"15504","ENSG00000198633","ZNF534"
"15505","ENSG00000113441","LNPEP"
"15506","ENSG00000227574",""
"15507","ENSG00000197566","ZNF624"
"15508","ENSG00000231112","MTHFD2P3"
"15509","ENSG00000236115",""
"15510","ENSG00000146166","LGSN"
"15511","ENSG00000175764","TTLL11"
"15512","ENSG00000225638","PABPC1P12"
"15513","ENSG00000232146","OR2B4P"
"15514","ENSG00000270405",""
"15515","ENSG00000224079",""
"15516","ENSG00000268423",""
"15517","ENSG00000230596",""
"15518","ENSG00000199197","RN7SKP72"
"15519","ENSG00000241007","SEPT7P6"
"15520","ENSG00000255916",""
"15521","ENSG00000223086","RNA5SP155"
"15522","ENSG00000211689","TRGC1"
"15523","ENSG00000223814",""
"15524","ENSG00000257607",""
"15525","ENSG00000142534","RPS11"
"15526","ENSG00000123243","ITIH5"
"15527","ENSG00000258430",""
"15528","ENSG00000254550","OMP"
"15529","ENSG00000271715",""
"15530","ENSG00000253120","IGLV2-34"
"15531","ENSG00000260511",""
"15532","ENSG00000142945","KIF2C"
"15533","ENSG00000175793","SFN"
"15534","ENSG00000271701",""
"15535","ENSG00000225028",""
"15536","ENSG00000253457","SMIM18"
"15537","ENSG00000187808","SOWAHD"
"15538","ENSG00000270903","HNRNPA3P9"
"15539","ENSG00000135452","TSPAN31"
"15540","ENSG00000214946","TBC1D26"
"15541","ENSG00000273433",""
"15542","ENSG00000165953","SERPINA12"
"15543","ENSG00000259251",""
"15544","ENSG00000273270",""
"15545","ENSG00000230956",""
"15546","ENSG00000260868",""
"15547","ENSG00000269113","TRABD2B"
"15548","ENSG00000230510","PPP5D1"
"15549","ENSG00000224844",""
"15550","ENSG00000257391","MIR3180-4"
"15551","ENSG00000253468",""
"15552","ENSG00000116329","OPRD1"
"15553","ENSG00000224132",""
"15554","ENSG00000181325","OR9G3P"
"15555","ENSG00000249415","OR2U2P"
"15556","ENSG00000189166","TNRC18P3"
"15557","ENSG00000224799",""
"15558","ENSG00000189068","VSTM1"
"15559","ENSG00000234742",""
"15560","ENSG00000240870","RPL19P14"
"15561","ENSG00000161203","AP2M1"
"15562","ENSG00000258855","OR11J2P"
"15563","ENSG00000177151","OR2T35"
"15564","ENSG00000226037","LINC01040"
"15565","ENSG00000259229",""
"15566","ENSG00000272321",""
"15567","ENSG00000109255","NMU"
"15568","ENSG00000269609","RPARP-AS1"
"15569","ENSG00000268043","NBPF12"
"15570","ENSG00000225546",""
"15571","ENSG00000143321","HDGF"
"15572","ENSG00000240531","RPL21P123"
"15573","ENSG00000268906",""
"15574","ENSG00000174384",""
"15575","ENSG00000250359","PTP4A1P4"
"15576","ENSG00000230121",""
"15577","ENSG00000259548",""
"15578","ENSG00000214562","NUTM2D"
"15579","ENSG00000233477",""
"15580","ENSG00000152926","ZNF117"
"15581","ENSG00000231826",""
"15582","ENSG00000270760",""
"15583","ENSG00000185811","IKZF1"
"15584","ENSG00000232675",""
"15585","ENSG00000128891","C15orf57"
"15586","ENSG00000235033",""
"15587","ENSG00000173357",""
"15588","ENSG00000221990","C5orf55"
"15589","ENSG00000213260","YWHAZP5"
"15590","ENSG00000252002","RNA5SP154"
"15591","ENSG00000256101",""
"15592","ENSG00000255835",""
"15593","ENSG00000072501","SMC1A"
"15594","ENSG00000110711","AIP"
"15595","ENSG00000255230",""
"15596","ENSG00000133958","UNC79"
"15597","ENSG00000128394","APOBEC3F"
"15598","ENSG00000167419","LPO"
"15599","ENSG00000139549","DHH"
"15600","ENSG00000272735",""
"15601","ENSG00000206585","RNVU1-7"
"15602","ENSG00000256589","ENPP7P5"
"15603","ENSG00000188242",""
"15604","ENSG00000257905",""
"15605","ENSG00000258494","OR11J5P"
"15606","ENSG00000256238",""
"15607","ENSG00000260014","LSM3P5"
"15608","ENSG00000204670","IGKV1OR2-3"
"15609","ENSG00000233484",""
"15610","ENSG00000138031","ADCY3"
"15611","ENSG00000176009","ASCL3"
"15612","ENSG00000218574","HNRNPA1P37"
"15613","ENSG00000259171",""
"15614","ENSG00000240864","IGKV1-16"
"15615","ENSG00000223475",""
"15616","ENSG00000231035","RPL7L1P9"
"15617","ENSG00000229929","TRIM39"
"15618","ENSG00000261537",""
"15619","ENSG00000233820",""
"15620","ENSG00000088256","GNA11"
"15621","ENSG00000230617",""
"15622","ENSG00000253112",""
"15623","ENSG00000186474","KLK12"
"15624","ENSG00000215065","DUSP8P4"
"15625","ENSG00000229061","ATAT1"
"15626","ENSG00000260969",""
"15627","ENSG00000238125","SLC9A3P2"
"15628","ENSG00000228587",""
"15629","ENSG00000162688","AGL"
"15630","ENSG00000203546",""
"15631","ENSG00000240382","IGKV1-17"
"15632","ENSG00000258710","LINC01193"
"15633","ENSG00000232801","SDCBPP3"
"15634","ENSG00000233766",""
"15635","ENSG00000265630","GLUD1P8"
"15636","ENSG00000253911",""
"15637","ENSG00000197279","ZNF165"
"15638","ENSG00000135175","OCM2"
"15639","ENSG00000116711","PLA2G4A"
"15640","ENSG00000270174",""
"15641","ENSG00000241737","FAM90A23P"
"15642","ENSG00000253140",""
"15643","ENSG00000149260","CAPN5"
"15644","ENSG00000143924","EML4"
"15645","ENSG00000240684",""
"15646","ENSG00000122786","CALD1"
"15647","ENSG00000273287",""
"15648","ENSG00000240416","CYCSP20"
"15649","ENSG00000248370",""
"15650","ENSG00000255107",""
"15651","ENSG00000248730","EGFLAM-AS4"
"15652","ENSG00000223553","SMPD4P1"
"15653","ENSG00000224469",""
"15654","ENSG00000268326",""
"15655","ENSG00000198918","RPL39"
"15656","ENSG00000173156","RHOD"
"15657","ENSG00000105879","CBLL1"
"15658","ENSG00000255125",""
"15659","ENSG00000128250","RFPL1"
"15660","ENSG00000223498",""
"15661","ENSG00000113163","COL4A3BP"
"15662","ENSG00000259677",""
"15663","ENSG00000238259",""
"15664","ENSG00000272724",""
"15665","ENSG00000258952",""
"15666","ENSG00000109534","GAR1"
"15667","ENSG00000167390","POM121L3P"
"15668","ENSG00000213390","ARHGAP19"
"15669","ENSG00000123213","NLN"
"15670","ENSG00000251056","ANKRD20A17P"
"15671","ENSG00000251131",""
"15672","ENSG00000136715","SAP130"
"15673","ENSG00000168038","ULK4"
"15674","ENSG00000242169",""
"15675","ENSG00000232633",""
"15676","ENSG00000248880","ICE2P1"
"15677","ENSG00000236884","HLA-DRB1"
"15678","ENSG00000250312","ZNF718"
"15679","ENSG00000231021","HLA-DRB4"
"15680","ENSG00000236510",""
"15681","ENSG00000257663",""
"15682","ENSG00000060762","MPC1"
"15683","ENSG00000242498","ARPIN"
"15684","ENSG00000175826","CTDNEP1"
"15685","ENSG00000236151",""
"15686","ENSG00000257989",""
"15687","ENSG00000255113","OR4A48P"
"15688","ENSG00000213790","OLA1P1"
"15689","ENSG00000198648","STK39"
"15690","ENSG00000186001","LRCH3"
"15691","ENSG00000230133",""
"15692","ENSG00000260450",""
"15693","ENSG00000211871","TRAJ18"
"15694","ENSG00000261007",""
"15695","ENSG00000223827",""
"15696","ENSG00000270347",""
"15697","ENSG00000130703","OSBPL2"
"15698","ENSG00000088827","SIGLEC1"
"15699","ENSG00000211866","TRAJ23"
"15700","ENSG00000224118","MICF"
"15701","ENSG00000167281","RBFOX3"
"15702","ENSG00000232710",""
"15703","ENSG00000264668","ZFP41"
"15704","ENSG00000227911",""
"15705","ENSG00000177352","CCDC71"
"15706","ENSG00000187555","USP7"
"15707","ENSG00000126247","CAPNS1"
"15708","ENSG00000227370",""
"15709","ENSG00000220446",""
"15710","ENSG00000263229","KRTAP4-11"
"15711","ENSG00000142208","AKT1"
"15712","ENSG00000271166",""
"15713","ENSG00000241537",""
"15714","ENSG00000269985",""
"15715","ENSG00000229950","TFAP2A-AS1"
"15716","ENSG00000240108","NCOR1P1"
"15717","ENSG00000109927","TECTA"
"15718","ENSG00000148248","SURF4"
"15719","ENSG00000241984","RPL7AP2"
"15720","ENSG00000128513","POT1"
"15721","ENSG00000245067","IGFBP7-AS1"
"15722","ENSG00000177380","PPFIA3"
"15723","ENSG00000172687","ZNF738"
"15724","ENSG00000272269",""
"15725","ENSG00000231998","MCCD1P1"
"15726","ENSG00000157021","FAM92A1P1"
"15727","ENSG00000180104","EXOC3"
"15728","ENSG00000211816","TRAV38-1"
"15729","ENSG00000162419","GMEB1"
"15730","ENSG00000223352","HLA-U"
"15731","ENSG00000157890","MEGF11"
"15732","ENSG00000122378","FAM213A"
"15733","ENSG00000232331","HLA-K"
"15734","ENSG00000230300","STARD13-IT1"
"15735","ENSG00000235631","RNF148"
"15736","ENSG00000235414",""
"15737","ENSG00000234046","TRIM26"
"15738","ENSG00000143294","PRCC"
"15739","ENSG00000156958","GALK2"
"15740","ENSG00000225785",""
"15741","ENSG00000213383",""
"15742","ENSG00000167315","ACAA2"
"15743","ENSG00000273471",""
"15744","ENSG00000144736","SHQ1"
"15745","ENSG00000227309",""
"15746","ENSG00000128266","GNAZ"
"15747","ENSG00000260816",""
"15748","ENSG00000211882","TRAJ7"
"15749","ENSG00000229112",""
"15750","ENSG00000229167",""
"15751","ENSG00000243492","HLA-L"
"15752","ENSG00000231780",""
"15753","ENSG00000189145",""
"15754","ENSG00000263821",""
"15755","ENSG00000258425",""
"15756","ENSG00000230928",""
"15757","ENSG00000249462","MLLT10P2"
"15758","ENSG00000203730","TEDDM1"
"15759","ENSG00000171444","MCC"
"15760","ENSG00000262121","KRTAP4-9"
"15761","ENSG00000271307",""
"15762","ENSG00000261017",""
"15763","ENSG00000268536",""
"15764","ENSG00000203729","LINC00272"
"15765","ENSG00000145919","BOD1"
"15766","ENSG00000260733",""
"15767","ENSG00000100197","CYP2D6"
"15768","ENSG00000230626",""
"15769","ENSG00000127585","FBXL16"
"15770","ENSG00000104866","PPP1R37"
"15771","ENSG00000126550","HTN1"
"15772","ENSG00000113272","THG1L"
"15773","ENSG00000169919","GUSB"
"15774","ENSG00000249378","LINC01060"
"15775","ENSG00000160181","TFF2"
"15776","ENSG00000233578",""
"15777","ENSG00000231754",""
"15778","ENSG00000234836","AIF1"
"15779","ENSG00000168497","SDPR"
"15780","ENSG00000226152","HCG4P7"
"15781","ENSG00000176749","CDK5R1"
"15782","ENSG00000229537",""
"15783","ENSG00000235498","MICF"
"15784","ENSG00000234391",""
"15785","ENSG00000236534","H3F3BP1"
"15786","ENSG00000248694",""
"15787","ENSG00000227794","RPS18"
"15788","ENSG00000230440",""
"15789","ENSG00000258481",""
"15790","ENSG00000227302","SSXP9"
"15791","ENSG00000224439",""
"15792","ENSG00000062282","DGAT2"
"15793","ENSG00000258679",""
"15794","ENSG00000197181","PIWIL2"
"15795","ENSG00000254316",""
"15796","ENSG00000227335","IGHJ1P"
"15797","ENSG00000100603","SNW1"
"15798","ENSG00000256159",""
"15799","ENSG00000214024",""
"15800","ENSG00000203437",""
"15801","ENSG00000228325","IGKV3D-7"
"15802","ENSG00000211951","IGHV2-26"
"15803","ENSG00000259665",""
"15804","ENSG00000258479","LINC00640"
"15805","ENSG00000125772","GPCPD1"
"15806","ENSG00000258816",""
"15807","ENSG00000230100",""
"15808","ENSG00000223882","ABCC5-AS1"
"15809","ENSG00000270443",""
"15810","ENSG00000237128",""
"15811","ENSG00000207703","MIR7-2"
"15812","ENSG00000233339",""
"15813","ENSG00000105963","ADAP1"
"15814","ENSG00000259300","TUBBP8"
"15815","ENSG00000252931","RNU6-231P"
"15816","ENSG00000233537","TEDDM2P"
"15817","ENSG00000261976",""
"15818","ENSG00000250523",""
"15819","ENSG00000126890","CTAG2"
"15820","ENSG00000234125","EEF1GP8"
"15821","ENSG00000270747",""
"15822","ENSG00000266507","MIR4479"
"15823","ENSG00000173715","C11orf80"
"15824","ENSG00000214274","ANG"
"15825","ENSG00000212295",""
"15826","ENSG00000213946","DNAJB1P1"
"15827","ENSG00000237183","KRTAP9-10P"
"15828","ENSG00000228110","ST13P19"
"15829","ENSG00000207356",""
"15830","ENSG00000198754","OXCT2"
