Supplementary Table 4. Expression changes between control and Cushing's subjects whose age are between 40 and 60 years old,,,,,,,,
,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc_symbol
3468,ENSG00000108107,1286.879953,-0.080613323,0.151605313,-0.531731517,0.59491196,0.999591834,RPL28
3469,ENSG00000108175,1042.490133,0.178572181,0.12011564,1.486668853,0.137102293,0.999591834,ZMIZ1
3471,ENSG00000108179,138.8993665,0.116090356,0.185469212,0.625927912,0.531362226,0.999591834,PPIF
3472,ENSG00000108187,88.20610073,0.207814131,0.154617025,1.344057239,0.178929878,0.999591834,PBLD
3473,ENSG00000108219,1056.218367,-0.017090108,0.130647449,-0.130810884,0.895924913,0.999591834,TSPAN14
3475,ENSG00000108239,153.9504371,0.050204056,0.181536753,0.276550371,0.782125377,0.999591834,TBC1D12
3479,ENSG00000108256,414.6379129,0.103296025,0.129226247,0.799342454,0.424091868,0.999591834,NUFIP2
3480,ENSG00000108262,352.9524219,-0.004559957,0.155129829,-0.029394455,0.976549995,0.999591834,GIT1
3481,ENSG00000108298,2672.801089,-0.152326461,0.132260221,-1.15171788,0.249437022,0.999591834,RPL19
3484,ENSG00000108312,566.8461133,-0.128996015,0.099183219,-1.300583062,0.193401208,0.999591834,UBTF
3486,ENSG00000108344,435.1037688,-0.041473633,0.128336119,-0.323164148,0.746570931,0.999591834,PSMD3
3487,ENSG00000108349,775.5808524,-0.085638298,0.10885491,-0.786719661,0.431445992,0.999591834,CASC3
3492,ENSG00000108381,231.4544836,-0.192127071,0.18839169,-1.019827738,0.307810166,0.999591834,ASPA
3494,ENSG00000108387,198.8572633,-0.070105073,0.17612946,-0.398031498,0.690606968,0.999591834,4-Sep
3495,ENSG00000108389,231.6047485,-0.194881199,0.123652247,-1.57604252,0.115016004,0.999591834,MTMR4
3496,ENSG00000108395,110.4743019,0.341347896,0.155951699,2.188805245,0.028610998,0.999591834,TRIM37
3498,ENSG00000108406,218.9121926,0.071527344,0.153265349,0.466689594,0.640721976,0.999591834,DHX40
3501,ENSG00000108424,906.1691844,-0.02895185,0.089784536,-0.322459207,0.747104837,0.999591834,KPNB1
3502,ENSG00000108433,116.850608,-0.075962884,0.146626118,-0.518071985,0.604408046,0.999591834,GOSR2
3503,ENSG00000108439,86.62335557,-0.192342779,0.16017952,-1.200795083,0.2298307,0.999591834,PNPO
3504,ENSG00000108443,241.914952,0.12335181,0.129717712,0.950924958,0.341642471,0.999591834,RPS6KB1
3506,ENSG00000108465,496.488908,-0.225290754,0.115451808,-1.951383514,0.051011441,0.999591834,CDK5RAP3
3507,ENSG00000108468,225.8503248,0.030500721,0.145522257,0.209594887,0.83398387,0.999591834,CBX1
3508,ENSG00000108469,126.1115759,-0.296686437,0.160693504,-1.846287681,0.064850445,0.999591834,RECQL5
3509,ENSG00000108474,133.0178415,-0.294639837,0.169696421,-1.736276081,0.08251503,0.999591834,PIGL
3510,ENSG00000108479,62.63912709,-0.002851814,0.190882427,-0.014940158,0.988079922,0.999591834,GALK1
3511,ENSG00000108506,98.63867271,-0.141019135,0.175640303,-0.802885972,0.422040645,0.999591834,INTS2
3512,ENSG00000108509,397.1878789,-0.084590928,0.132674841,-0.637580773,0.523746615,0.999591834,CAMTA2
3513,ENSG00000108510,371.3940644,0.073011192,0.13315034,0.548336505,0.583460866,0.999591834,MED13
3514,ENSG00000108511,59.01534386,-0.28158511,0.190848555,-1.475437472,0.140094967,0.999591834,HOXB6
3515,ENSG00000108515,336.0721868,-0.108477748,0.151088086,-0.717976848,0.472771562,0.999591834,ENO3
3516,ENSG00000108518,1311.325229,0.006541782,0.133375684,0.049047788,0.960881212,0.999591834,PFN1
3517,ENSG00000108523,320.5296899,-0.119115815,0.143067773,-0.832583135,0.405079874,0.999591834,RNF167
3518,ENSG00000108528,212.0254712,-0.0532171,0.160148648,-0.332298152,0.739664135,0.999591834,SLC25A11
3519,ENSG00000108551,702.1019572,-0.064415926,0.195116962,-0.330140059,0.741294136,0.999591834,RASD1
3521,ENSG00000108557,179.5510039,-0.221701314,0.172417771,-1.285837952,0.198499622,0.999591834,RAI1
3522,ENSG00000108559,187.5780497,0.156344157,0.139266511,1.122625645,0.261596519,0.999591834,NUP88
3523,ENSG00000108561,168.7689849,-0.072814527,0.153750117,-0.47359006,0.635792265,0.999591834,C1QBP
3525,ENSG00000108578,176.3261821,0.041315538,0.157436209,0.262427169,0.792992129,0.999591834,BLMH
3526,ENSG00000108582,689.9887586,0.174471571,0.135881231,1.284000521,0.199141773,0.999591834,CPD
3527,ENSG00000108587,255.9263374,0.06287244,0.135038773,0.465588062,0.64151039,0.999591834,GOSR1
3528,ENSG00000108588,482.3146141,0.162120823,0.141462216,1.146036211,0.251780169,0.999591834,CCDC47
3530,ENSG00000108591,160.8246299,-0.107403261,0.158245166,-0.678714327,0.497318887,0.999591834,DRG2
3531,ENSG00000108592,348.6263681,-0.145517674,0.145668234,-0.998966418,0.317810959,0.999591834,FTSJ3
3532,ENSG00000108599,179.1537054,0.248561547,0.136876274,1.815957873,0.069376835,0.999591834,AKAP10
3534,ENSG00000108604,443.7490133,-0.076093143,0.140424971,-0.541877573,0.587902847,0.999591834,SMARCD2
3535,ENSG00000108622,221.9510241,-0.020670933,0.171285987,-0.120680819,0.903943853,0.999591834,ICAM2
3536,ENSG00000108639,453.4092104,-0.069231053,0.132112169,-0.524032371,0.600256025,0.999591834,SYNGR2
3538,ENSG00000108651,210.2293591,-0.016437516,0.129064743,-0.127358684,0.898656515,0.999591834,UTP6
3539,ENSG00000108654,110.6719819,0.262304819,0.195192889,1.343823641,0.179005423,0.999591834,DDX5
3541,ENSG00000108669,398.1510708,-0.066911848,0.146534026,-0.456630104,0.647936938,0.999591834,CYTH1
3542,ENSG00000108671,380.4561608,0.01282196,0.140048656,0.091553607,0.927052713,0.999591834,PSMD11
3546,ENSG00000108691,131.2367838,-0.001255379,0.172960078,-0.0072582,0.994208845,0.999591834,CCL2
3553,ENSG00000108774,159.3422262,0.173130788,0.148008073,1.169738815,0.242106093,0.999591834,RAB5C
3554,ENSG00000108784,266.7590685,-0.146475413,0.140356089,-1.043598561,0.296671159,0.999591834,NAGLU
3555,ENSG00000108786,136.089923,-0.103382871,0.158112225,-0.653857542,0.51320359,0.999591834,HSD17B1
3556,ENSG00000108788,322.058243,-0.146708552,0.138187754,-1.061661021,0.288389601,0.999591834,MLX
3557,ENSG00000108797,109.4762512,0.001594807,0.185152713,0.008613469,0.993127531,0.999591834,CNTNAP1
3559,ENSG00000108799,856.1071781,-0.156974907,0.146415711,-1.072117917,0.283667072,0.999591834,EZH1
3561,ENSG00000108819,462.9082514,-0.004173651,0.148269888,-0.028149011,0.977543305,0.999591834,PPP1R9B
3562,ENSG00000108821,5970.226982,0.005761974,0.156398873,0.036841534,0.970611357,0.999591834,COL1A1
3565,ENSG00000108826,105.084868,-0.13624273,0.168179645,-0.810102372,0.417881341,0.999591834,MRPL27
3566,ENSG00000108828,1791.740195,0.080961677,0.135267028,0.598532238,0.549484855,0.999591834,VAT1
3567,ENSG00000108829,291.0603519,0.170284687,0.148388598,1.147559107,0.251150619,0.999591834,LRRC59
3570,ENSG00000108840,452.3452249,-0.133893122,0.10418367,-1.285164197,0.198734912,0.999591834,HDAC5
3571,ENSG00000108846,142.5142185,0.226931582,0.18407678,1.232809383,0.21764689,0.999591834,ABCC3
3572,ENSG00000108848,1139.454035,-0.220762216,0.162845277,-1.35565624,0.175208569,0.999591834,LUC7L3
3576,ENSG00000108861,578.9630903,0.248521021,0.133949366,1.855335549,0.063548325,0.999591834,DUSP3
3578,ENSG00000108883,315.8456955,-0.151126343,0.162522514,-0.929879429,0.352433515,0.999591834,EFTUD2
3581,ENSG00000108946,1664.861627,0.170781208,0.097049724,1.759728936,0.078453777,0.999591834,PRKAR1A
3583,ENSG00000108950,147.6651218,0.042195519,0.192424806,0.219283155,0.826429483,0.999591834,FAM20A
3584,ENSG00000108953,1620.865617,0.03367542,0.09773894,0.344544563,0.730436789,0.999591834,YWHAE
3585,ENSG00000108960,1411.621537,-0.084823904,0.14738873,-0.575511463,0.564945441,0.999591834,MMD
3586,ENSG00000108961,100.7072966,0.002076708,0.18634449,0.011144458,0.991108193,0.999591834,RANGRF
3587,ENSG00000108963,134.7263725,-0.160408271,0.154938695,-1.035301547,0.300528108,0.999591834,DPH1
3589,ENSG00000109016,146.0695704,-0.102270469,0.154000301,-0.664092656,0.50663101,0.999591834,DHRS7B
3590,ENSG00000109046,1509.482476,0.118527268,0.156051956,0.75953721,0.447531264,0.999591834,WSB1
3593,ENSG00000109062,96.71618143,-0.195626862,0.190066466,-1.02925501,0.303359858,0.999591834,SLC9A3R1
3595,ENSG00000109065,136.5481482,-0.255721396,0.145871575,-1.753058434,0.079591977,0.999591834,NAT9
3596,ENSG00000109066,117.483823,0.006510437,0.15254552,0.042678648,0.9659577,0.999591834,TMEM104
3601,ENSG00000109089,133.1236312,0.193373045,0.195257964,0.990346519,0.322004776,0.999591834,CDR2L
3602,ENSG00000109099,1412.275236,-0.030986561,0.15970196,-0.194027431,0.846154403,0.999591834,PMP22
3604,ENSG00000109103,138.1038679,-0.119766267,0.145572855,-0.822723897,0.410665022,0.999591834,UNC119
3605,ENSG00000109107,541.0071837,0.402268518,0.194475321,2.068481059,0.03859481,0.999591834,ALDOC
3606,ENSG00000109111,802.9896837,-0.038082724,0.140611533,-0.270836416,0.78651685,0.999591834,SUPT6H
3607,ENSG00000109113,166.2965205,-0.03317799,0.165197205,-0.200838689,0.84082471,0.999591834,RAB34
3608,ENSG00000109118,259.4946166,0.013662252,0.118664727,0.115133217,0.908339531,0.999591834,PHF12
3610,ENSG00000109133,170.0684742,0.105350549,0.141556907,0.74422754,0.45673883,0.999591834,TMEM33
3613,ENSG00000109171,401.540126,0.142417583,0.153758155,0.926244091,0.354319144,0.999591834,SLAIN2
3614,ENSG00000109180,502.3502581,-0.001214459,0.13349398,-0.009097478,0.992741363,0.999591834,OCIAD1
3617,ENSG00000109184,325.877807,0.051476391,0.11360495,0.453117502,0.650464133,0.999591834,DCUN1D4
3618,ENSG00000109189,92.61004048,0.171838517,0.175454142,0.979392763,0.327385951,0.999591834,USP46
3625,ENSG00000109270,192.6223817,0.082836238,0.128018867,0.647062734,0.517591343,0.999591834,LAMTOR3
3627,ENSG00000109320,285.1513309,-0.038496442,0.145493761,-0.264591701,0.791324014,0.999591834,NFKB1
3629,ENSG00000109323,178.549591,0.083393944,0.147812822,0.564186134,0.572627463,0.999591834,MANBA
3630,ENSG00000109332,1118.800962,0.009804135,0.098458438,0.099576381,0.920680646,0.999591834,UBE2D3
3631,ENSG00000109339,197.7737147,0.072010847,0.174028405,0.413787892,0.679029452,0.999591834,MAPK10
3632,ENSG00000109381,229.660962,0.113006265,0.127228395,0.888215756,0.374424705,0.999591834,ELF2
3633,ENSG00000109390,119.2229047,0.081183078,0.160205357,0.506743843,0.612334564,0.999591834,NDUFC1
3635,ENSG00000109436,517.6245938,0.134110458,0.180697962,0.742180247,0.457978135,0.999591834,TBC1D9
3636,ENSG00000109445,192.1870263,-0.184139321,0.15466751,-1.19054946,0.233830502,0.999591834,ZNF330
3637,ENSG00000109452,137.0800641,0.081430991,0.193908897,0.419944584,0.674525937,0.999591834,INPP4B
3638,ENSG00000109458,198.5026466,0.097246873,0.17122155,0.567959312,0.570062596,0.999591834,GAB1
3639,ENSG00000109466,108.7135943,-0.144884275,0.150498,-0.962699007,0.335698595,0.999591834,KLHL2
3641,ENSG00000109472,1408.674995,-0.269277661,0.180178053,-1.494508659,0.13504272,0.999591834,CPE
3642,ENSG00000109475,1244.861867,-0.059949558,0.110436682,-0.542840992,0.587239287,0.999591834,RPL34
3643,ENSG00000109501,592.8430492,-0.290253479,0.15548169,-1.866801667,0.06192929,0.999591834,WFS1
3645,ENSG00000109519,123.9627198,-0.104961199,0.164169363,-0.639347061,0.52259718,0.999591834,GRPEL1
3648,ENSG00000109572,367.1059904,0.15686514,0.133550724,1.174573492,0.240165394,0.999591834,CLCN3
3651,ENSG00000109606,478.3597179,0.016727029,0.121596916,0.137561297,0.890587145,0.999591834,DHX15
3652,ENSG00000109610,1401.681227,-0.327258143,0.186778305,-1.752120748,0.079753047,0.999591834,SOD3
3653,ENSG00000109618,112.617954,-0.076677682,0.161259183,-0.47549343,0.634435315,0.999591834,SEPSECS
3655,ENSG00000109654,164.9216913,0.00296244,0.162689233,0.018209192,0.985471969,0.999591834,TRIM2
3657,ENSG00000109670,175.680537,0.13001291,0.168550212,0.771360108,0.440493513,0.999591834,FBXW7
3661,ENSG00000109685,318.2936232,0.086304528,0.117289568,0.735824419,0.461837558,0.999591834,WHSC1
3662,ENSG00000109686,2759.279523,0.089248228,0.15309141,0.582973458,0.559911168,0.999591834,SH3D19
3663,ENSG00000109689,139.3581933,0.036377397,0.170004846,0.213978587,0.830563756,0.999591834,STIM2
3665,ENSG00000109736,271.3617377,-0.028708495,0.148455726,-0.193380854,0.846660709,0.999591834,MFSD10
3667,ENSG00000109743,115.0185989,-0.265652848,0.183568227,-1.447161381,0.14785173,0.999591834,BST1
3668,ENSG00000109756,375.1391608,0.149517102,0.151850354,0.984634531,0.324803622,0.999591834,RAPGEF2
3672,ENSG00000109775,165.6968108,0.110470757,0.186260964,0.593096666,0.553116462,0.999591834,UFSP2
3673,ENSG00000109787,526.9840828,0.077518453,0.167226821,0.463552754,0.642968211,0.999591834,KLF3
3674,ENSG00000109790,490.6024616,0.158200107,0.165193368,0.957666211,0.3382311,0.999591834,KLHL5
3675,ENSG00000109794,131.2330224,-0.076999048,0.179107176,-0.429904872,0.667264841,0.999591834,FAM149A
3677,ENSG00000109814,229.8911146,0.125187824,0.179086038,0.699037319,0.484528709,0.999591834,UGDH
3680,ENSG00000109846,71.84805911,0.108259891,0.19258764,0.562133118,0.574025326,0.999591834,CRYAB
3682,ENSG00000109854,125.6984681,-0.130182291,0.180992642,-0.719268415,0.471975553,0.999591834,HTATIP2
3683,ENSG00000109861,867.4565192,0.141354376,0.195321463,0.723701191,0.469249202,0.999591834,CTSC
3685,ENSG00000109906,457.8364336,-0.034757203,0.15375137,-0.226061096,0.821153902,0.999591834,ZBTB16
3687,ENSG00000109917,137.5724514,0.035814022,0.149940096,0.238855534,0.811217607,0.999591834,ZPR1
3688,ENSG00000109919,343.1858442,-0.050456299,0.167622383,-0.3010117,0.763405572,0.999591834,MTCH2
3691,ENSG00000109929,203.4416302,0.141879995,0.194268164,0.730330655,0.465188094,0.999591834,SC5D
3695,ENSG00000109971,2093.668669,0.06294114,0.120208439,0.523600013,0.600556772,0.999591834,HSPA8
3697,ENSG00000110002,215.4060676,-0.026052456,0.183222421,-0.142190325,0.886929673,0.999591834,VWA5A
3698,ENSG00000110011,125.2411064,-0.208103217,0.151378447,-1.374721575,0.16921778,0.999591834,DNAJC4
3699,ENSG00000110013,486.4125145,0.038370811,0.168444603,0.227794837,0.819805741,0.999591834,SIAE
3701,ENSG00000110031,83.01408017,0.116136054,0.194121023,0.598266241,0.549662299,0.999591834,LPXN
3702,ENSG00000110042,317.9671222,-0.048702646,0.194486392,-0.250416727,0.802265095,0.999591834,DTX4
3703,ENSG00000110046,190.5264442,-0.114444462,0.140592958,-0.814012761,0.41563764,0.999591834,ATG2A
3704,ENSG00000110047,516.4976178,-0.217938507,0.112670192,-1.934304915,0.053075649,0.999591834,EHD1
3705,ENSG00000110048,433.6229789,0.036443964,0.115246199,0.31622704,0.751830185,0.999591834,OSBP
3706,ENSG00000110057,179.7946312,-0.059922012,0.176590592,-0.339327318,0.734363165,0.999591834,UNC93B1
3709,ENSG00000110066,327.492611,0.053395816,0.121563655,0.43924161,0.660486478,0.999591834,SUV420H1
3710,ENSG00000110074,131.2404327,-0.167463329,0.183213146,-0.914035551,0.360698165,0.999591834,FOXRED1
3711,ENSG00000110075,455.2426767,0.106429895,0.104532289,1.018153301,0.308605109,0.999591834,PPP6R3
3713,ENSG00000110077,602.0053386,0.191262685,0.187519665,1.019960681,0.307747109,0.999591834,MS4A6A
3714,ENSG00000110079,287.8958865,0.363067097,0.168511984,2.154547645,0.03119725,0.999591834,MS4A4A
3715,ENSG00000110080,117.7914065,0.098158209,0.161492268,0.607819869,0.54330695,0.999591834,ST3GAL4
3716,ENSG00000110090,523.9410617,0.004290608,0.180324962,0.023793758,0.981017119,0.999591834,CPT1A
3718,ENSG00000110104,108.2076392,-0.248316094,0.180383803,-1.376598618,0.168636379,0.999591834,CCDC86
3719,ENSG00000110107,321.9873445,-0.050641741,0.136385599,-0.371312963,0.710404444,0.999591834,PRPF19
3720,ENSG00000110108,732.8194199,-0.058460567,0.104714015,-0.558287891,0.576647812,0.999591834,TMEM109
3723,ENSG00000110171,149.9028168,-0.183355863,0.134528038,-1.362956489,0.172896224,0.999591834,TRIM3
3724,ENSG00000110172,118.9135967,-0.042392177,0.171119979,-0.247733649,0.804340495,0.999591834,CHORDC1
3726,ENSG00000110200,70.63241068,-0.017052024,0.183105251,-0.093126896,0.92580275,0.999591834,ANAPC15
3728,ENSG00000110218,65.24517263,0.141103389,0.181172272,0.778835455,0.436076649,0.999591834,PANX1
3729,ENSG00000110237,679.9059429,-0.056413344,0.112009779,-0.503646599,0.614509741,0.999591834,ARHGEF17
3733,ENSG00000110274,195.3606825,-0.041721101,0.132674926,-0.314461087,0.753170867,0.999591834,CEP164
3734,ENSG00000110315,463.9336546,0.123338888,0.171019049,0.721199705,0.470786653,0.999591834,RNF141
3735,ENSG00000110318,222.8757983,0.138984362,0.156048045,0.890651091,0.373116381,0.999591834,KIAA1377
3736,ENSG00000110321,3919.745636,0.110860376,0.117638416,0.942382425,0.345996882,0.999591834,EIF4G2
3737,ENSG00000110324,342.2171583,0.176323894,0.195459175,0.902100884,0.367003279,0.999591834,IL10RA
3738,ENSG00000110328,74.25462255,-0.033053989,0.190703094,-0.173326968,0.862394427,0.999591834,GALNT18
3739,ENSG00000110330,312.1347556,0.141044359,0.105386298,1.338355755,0.180780495,0.999591834,BIRC2
3740,ENSG00000110344,73.99135382,0.106405795,0.182208571,0.583977988,0.559235122,0.999591834,UBE4A
3741,ENSG00000110367,76.07388275,0.11441068,0.167843918,0.681649248,0.495460767,0.999591834,DDX6
3743,ENSG00000110395,300.5730733,0.092167145,0.143739088,0.641211422,0.521385329,0.999591834,CBL
3744,ENSG00000110400,67.56560816,-0.001371009,0.191000429,-0.007178041,0.994272801,0.999591834,PVRL1
3745,ENSG00000110422,1035.103346,0.047381853,0.150511207,0.314806147,0.752908844,0.999591834,HIPK3
3747,ENSG00000110429,293.7082441,0.008451379,0.151129767,0.055921341,0.95540447,0.999591834,FBXO3
3748,ENSG00000110435,206.702818,-0.044652206,0.16779157,-0.266117102,0.790149024,0.999591834,PDHX
3750,ENSG00000110442,157.3331864,0.025973168,0.137350223,0.189101753,0.850013068,0.999591834,COMMD9
3751,ENSG00000110446,192.2652153,0.263452534,0.182328302,1.444934941,0.148476161,0.999591834,SLC15A3
3753,ENSG00000110455,367.7257469,-0.148807564,0.194471409,-0.765189927,0.444158457,0.999591834,ACCS
3756,ENSG00000110497,134.738809,-0.153641251,0.149075044,-1.030630261,0.30271424,0.999591834,AMBRA1
3757,ENSG00000110514,307.373365,0.105338938,0.13030201,0.808421436,0.418848016,0.999591834,MADD
3758,ENSG00000110536,123.274036,0.094565632,0.149919936,0.630774231,0.528188155,0.999591834,PTPMT1
3759,ENSG00000110583,118.8137289,-0.217265208,0.169378279,-1.282721783,0.199589565,0.999591834,NAA40
3760,ENSG00000110619,318.6972897,0.064530029,0.160424737,0.402244881,0.687503815,0.999591834,CARS
3762,ENSG00000110651,3655.964299,-0.240114181,0.142663326,-1.683082736,0.092359076,0.999591834,CD81
3768,ENSG00000110696,687.9540829,0.062567456,0.11389848,0.549326528,0.582781385,0.999591834,C11orf58
3769,ENSG00000110697,116.1857788,0.105168893,0.174282209,0.60344021,0.546215879,0.999591834,PITPNM1
3770,ENSG00000110700,1084.924932,-0.056513455,0.130708675,-0.432361933,0.66547838,0.999591834,RPS13
3771,ENSG00000110711,179.4036558,-0.066204745,0.169407915,-0.390800776,0.695944502,0.999591834,AIP
3772,ENSG00000110713,415.8828313,0.08097433,0.126475464,0.64023746,0.522018233,0.999591834,NUP98
3773,ENSG00000110717,229.8458477,-0.081770529,0.153579735,-0.532430461,0.594427893,0.999591834,NDUFS8
3774,ENSG00000110719,546.6950653,-0.02366709,0.186849434,-0.126663963,0.899206369,0.999591834,TCIRG1
3775,ENSG00000110721,151.5496867,-0.236643234,0.154612757,-1.530554387,0.125879562,0.999591834,CHKA
3777,ENSG00000110756,134.2393146,0.242233721,0.151334413,1.600651936,0.109454032,0.999591834,HPS5
3778,ENSG00000110768,273.8474637,0.058220401,0.130629017,0.445692714,0.655819229,0.999591834,GTF2H1
3781,ENSG00000110799,5831.187301,0.107214326,0.191277645,0.560516761,0.57512701,0.999591834,VWF
3782,ENSG00000110801,69.62593115,-0.08471443,0.186264124,-0.454808085,0.649247313,0.999591834,PSMD9
3784,ENSG00000110841,385.0361622,-0.098104233,0.170875967,-0.574125404,0.565882944,0.999591834,PPFIBP1
3785,ENSG00000110844,164.4792927,-0.127041314,0.141494959,-0.897850461,0.369265278,0.999591834,PRPF40B
3787,ENSG00000110851,196.5181194,-0.072759663,0.123606439,-0.588639748,0.556102964,0.999591834,PRDM4
3788,ENSG00000110852,116.3721271,-0.00189747,0.162858845,-0.011651012,0.990704048,0.999591834,CLEC2B
3789,ENSG00000110871,148.3508638,0.025625252,0.159280433,0.160881354,0.872186848,0.999591834,COQ5
3790,ENSG00000110876,122.3027963,0.002145536,0.19499022,0.011003302,0.991220812,0.999591834,SELPLG
3791,ENSG00000110880,1107.79058,0.268822944,0.148157402,1.814441534,0.069609776,0.999591834,CORO1C
3794,ENSG00000110888,189.539303,0.066048298,0.166873021,0.395799738,0.69225277,0.999591834,CAPRIN2
3796,ENSG00000110906,662.8558053,0.033612797,0.153579721,0.218862207,0.826757387,0.999591834,KCTD10
3797,ENSG00000110911,247.3603182,0.268370836,0.128009856,2.096485721,0.036039125,0.999591834,SLC11A2
3798,ENSG00000110917,1173.795242,0.158038669,0.115538494,1.367844283,0.171360823,0.999591834,MLEC
3799,ENSG00000110921,72.49280536,-0.279330061,0.176051259,-1.586640516,0.112594086,0.999591834,MVK
3800,ENSG00000110925,182.8026949,-0.11509572,0.160035972,-0.719186557,0.472025981,0.999591834,CSRNP2
3801,ENSG00000110931,554.02911,-0.065180001,0.117726455,-0.553656368,0.579814041,0.999591834,CAMKK2
3802,ENSG00000110934,61.8123609,-0.007503652,0.195532796,-0.038375413,0.969388364,0.999591834,BIN2
3804,ENSG00000110955,2153.648253,0.002882644,0.141009666,0.02044288,0.983690078,0.999591834,ATP5B
3805,ENSG00000110958,756.1464589,-0.007064938,0.116030544,-0.060888607,0.951447923,0.999591834,PTGES3
3807,ENSG00000110987,82.00210201,-0.243199263,0.192037408,-1.266416088,0.205364154,0.999591834,BCL7A
3808,ENSG00000111011,379.7454841,-0.121284482,0.107927986,-1.12375378,0.261117494,0.999591834,RSRC2
3812,ENSG00000111052,76.90485167,0.015239139,0.181350465,0.084031433,0.93303144,0.999591834,LIN7A
3814,ENSG00000111058,380.2926589,-0.06112874,0.187742479,-0.325598874,0.744727865,0.999591834,ACSS3
3815,ENSG00000111077,2836.41729,-0.172069824,0.184254141,-0.933872222,0.350369809,0.999591834,TNS2
3818,ENSG00000111142,363.8452758,0.046407017,0.115678799,0.401171326,0.68829399,0.999591834,METAP2
3819,ENSG00000111144,347.5190813,0.012876739,0.159639936,0.080661136,0.935711445,0.999591834,LTA4H
3820,ENSG00000111145,492.5964438,0.117673457,0.157896346,0.745257628,0.456115991,0.999591834,ELK3
3825,ENSG00000111203,166.1770257,-0.072612547,0.137755812,-0.527110591,0.598116792,0.999591834,ITFG2
3829,ENSG00000111224,69.22129568,0.192568426,0.171667318,1.121753565,0.261967235,0.999591834,PARP11
3830,ENSG00000111229,569.6450011,0.068021854,0.153301639,0.4437125,0.657250457,0.999591834,ARPC3
3831,ENSG00000111231,112.3767877,0.019454217,0.163343694,0.119099895,0.905196214,0.999591834,GPN3
3832,ENSG00000111237,406.5862411,0.115978196,0.138610595,0.836719557,0.402750223,0.999591834,VPS29
3837,ENSG00000111252,454.8538108,0.166589422,0.167924588,0.992049011,0.321173618,0.999591834,SH2B3
3839,ENSG00000111261,122.6438669,-0.12364134,0.15206666,-0.813073289,0.41617604,0.999591834,MANSC1
3841,ENSG00000111266,99.83872814,0.160611176,0.182209913,0.88146234,0.378067629,0.999591834,DUSP16
3842,ENSG00000111269,716.4114101,0.086874966,0.128886853,0.67404055,0.500285534,0.999591834,CREBL2
3843,ENSG00000111271,153.2629635,0.029891118,0.134805594,0.221734994,0.824520187,0.999591834,ACAD10
3844,ENSG00000111275,4483.724001,-0.135241031,0.17635381,-0.766873317,0.44315684,0.999591834,ALDH2
3845,ENSG00000111276,399.5215509,-0.13265984,0.112600307,-1.178148121,0.238737561,0.999591834,CDKN1B
3847,ENSG00000111300,132.0383545,0.185044888,0.142030157,1.302856317,0.19262382,0.999591834,NAA25
3850,ENSG00000111321,498.2961874,-0.006521448,0.121863507,-0.053514366,0.957322085,0.999591834,LTBR
3852,ENSG00000111328,289.9703274,0.020662056,0.172475135,0.119797303,0.904643718,0.999591834,CDK2AP1
3853,ENSG00000111331,252.2406034,-0.086836074,0.152341688,-0.570008614,0.568671856,0.999591834,OAS3
3854,ENSG00000111335,163.588247,0.022139178,0.185588911,0.119291492,0.905044424,0.999591834,OAS2
3856,ENSG00000111341,2448.679459,0.115293347,0.139486887,0.826553303,0.408490294,0.999591834,MGP
3858,ENSG00000111348,566.2244087,0.104190019,0.175240026,0.594556057,0.552140261,0.999591834,ARHGDIB
3859,ENSG00000111358,136.3790894,0.137704696,0.161554179,0.852374706,0.394006154,0.999591834,GTF2H3
3860,ENSG00000111361,333.4695328,-0.002856879,0.12439275,-0.022966606,0.981676911,0.999591834,EIF2B1
3861,ENSG00000111364,140.1856644,-0.320622211,0.155802887,-2.0578708,0.039602537,0.999591834,DDX55
3862,ENSG00000111371,96.88198429,0.051104161,0.194145613,0.263225939,0.792376439,0.999591834,SLC38A1
3863,ENSG00000111404,98.83855896,0.150279718,0.174116771,0.863097316,0.388083963,0.999591834,RERGL
3865,ENSG00000111412,79.30767769,0.17215203,0.17845152,0.964699154,0.334695519,0.999591834,C12orf49
3868,ENSG00000111445,73.32655599,0.120617235,0.165802943,0.727473425,0.466935989,0.999591834,RFC5
3869,ENSG00000111450,232.2841688,0.058329161,0.152227955,0.383169841,0.701593838,0.999591834,STX2
3870,ENSG00000111452,182.0112898,-0.235252486,0.179401131,-1.311321087,0.189749307,0.999591834,GPR133
3871,ENSG00000111481,402.4432182,0.027771422,0.129441674,0.214547769,0.83011992,0.999591834,COPZ1
3873,ENSG00000111530,471.8584502,0.150202918,0.121659715,1.234615072,0.216973797,0.999591834,CAND1
3876,ENSG00000111540,201.9068668,-0.10128696,0.128413485,-0.788756416,0.430254387,0.999591834,RAB5B
3877,ENSG00000111554,66.23129682,0.276473148,0.171417787,1.61286149,0.106774603,0.999591834,MDM1
3878,ENSG00000111581,233.9262214,-0.131892019,0.142133114,-0.927947159,0.35343498,0.999591834,NUP107
3879,ENSG00000111596,298.1738786,0.068595446,0.115964737,0.591519872,0.554172145,0.999591834,CNOT2
3880,ENSG00000111602,84.94909451,-0.00579306,0.16613504,-0.034869587,0.972183732,0.999591834,TIMELESS
3881,ENSG00000111605,342.1630259,-0.192590521,0.121729433,-1.58211959,0.113622272,0.999591834,CPSF6
