Supplementary Table 4. Expression changes between control and Cushing's subjects whose age are between 40 and 60 years old,,,,,,,,
,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc_symbol
14650,ENSG00000182022,194.4263035,0.114205868,0.181987448,0.627548052,0.530300048,0.999591834,CHST15
14655,ENSG00000182054,205.835439,-0.044204419,0.164980001,-0.267938047,0.788747007,0.999591834,IDH2
14661,ENSG00000182095,698.1426517,-0.080510168,0.162844423,-0.494399293,0.621024213,0.999591834,TNRC18
14664,ENSG00000182108,157.0383801,-0.138325826,0.173637563,-0.79663538,0.425662823,0.999591834,DEXI
14666,ENSG00000182117,144.3255302,0.13101954,0.151705313,0.863645033,0.387782918,0.999591834,NOP10
14667,ENSG00000182118,343.4611632,0.279200149,0.190291465,1.467223706,0.14231521,0.999591834,FAM89A
14671,ENSG00000182149,629.8999039,-0.109471481,0.101903871,-1.074262239,0.282705164,0.999591834,IST1
14672,ENSG00000182150,74.0373344,0.202796078,0.188307669,1.07694009,0.281507031,0.999591834,ERCC6L2
14673,ENSG00000182154,308.0193106,-0.219851758,0.141366301,-1.55519213,0.119900318,0.999591834,MRPL41
14675,ENSG00000182158,570.0000203,0.115063974,0.157373803,0.73115075,0.464687079,0.999591834,CREB3L2
14679,ENSG00000182173,66.50919613,-0.156235639,0.1830954,-0.853301827,0.393491947,0.999591834,TSEN54
14682,ENSG00000182179,409.107494,-0.231204596,0.119436158,-1.935800672,0.052892119,0.999591834,UBA7
14683,ENSG00000182180,265.3903564,0.077138033,0.120722432,0.638970169,0.522842338,0.999591834,MRPS16
14689,ENSG00000182197,315.7251813,0.199106944,0.18094227,1.100389337,0.271162523,0.999591834,EXT1
14690,ENSG00000182199,133.7502518,0.070933457,0.177743176,0.399078369,0.68983546,0.999591834,SHMT2
14691,ENSG00000182208,180.6778633,-0.097145,0.163841995,-0.592918807,0.553235491,0.999591834,MOB2
14693,ENSG00000182220,828.2472924,0.207587589,0.124128389,1.672361902,0.09445298,0.999591834,ATP6AP2
14695,ENSG00000182224,140.3524674,-0.100433901,0.149404613,-0.672227577,0.501438828,0.999591834,CYB5D1
14697,ENSG00000182240,227.660863,0.003759372,0.186218615,0.020187948,0.983893442,0.999591834,BACE2
14698,ENSG00000182247,188.0112281,0.116817125,0.138645066,0.842562439,0.399473205,0.999591834,UBE2E2
14699,ENSG00000182253,77.13621629,-0.052107078,0.187314875,-0.278179074,0.780874898,0.999591834,SYNM
14704,ENSG00000182263,122.1355782,-0.01406547,0.171298502,-0.082110877,0.934558544,0.999591834,FIGN
14708,ENSG00000182287,249.8957077,0.026670024,0.17150559,0.155505279,0.876422993,0.999591834,AP1S2
14709,ENSG00000182307,291.7728982,0.044602363,0.13485436,0.330744684,0.740837347,0.999591834,C8orf33
14725,ENSG00000182372,214.1801117,0.068072946,0.165072621,0.412381809,0.680059594,0.999591834,CLN8
14726,ENSG00000182378,150.575749,-0.386506458,0.182592792,-2.116767337,0.034279599,0.999591834,PLCXD1
14730,ENSG00000182400,197.486985,0.03007957,0.123838607,0.242893315,0.808088045,0.999591834,TRAPPC6B
14733,ENSG00000182446,897.8735103,-0.038988473,0.13470478,-0.289436446,0.772247408,0.999591834,NPLOC4
14737,ENSG00000182463,338.6847063,0.188217442,0.17714393,1.062511385,0.288003592,0.999591834,TSHZ2
14738,ENSG00000182472,118.2875786,-0.301148712,0.182492831,-1.650194749,0.09890311,0.999591834,CAPN12
14739,ENSG00000182473,803.2912628,-0.080811722,0.106358413,-0.759805641,0.447370771,0.999591834,EXOC7
14745,ENSG00000182511,212.1492058,-0.121005728,0.162786741,-0.743338968,0.457276485,0.999591834,FES
14746,ENSG00000182512,179.5654756,-0.010152308,0.14601951,-0.069527068,0.944570087,0.999591834,GLRX5
14750,ENSG00000182534,1613.748134,-0.107329242,0.155982147,-0.688086705,0.491398182,0.999591834,MXRA7
14751,ENSG00000182541,183.7116301,-0.084123757,0.148861772,-0.56511323,0.571996751,0.999591834,LIMK2
14752,ENSG00000182544,109.8688162,-0.072110821,0.158556583,-0.454795503,0.649256366,0.999591834,MFSD5
14754,ENSG00000182551,576.1752812,0.011344778,0.149058846,0.076109392,0.939332068,0.999591834,ADI1
14755,ENSG00000182552,119.3946528,0.021403216,0.15820645,0.13528662,0.892385264,0.999591834,RWDD4
14758,ENSG00000182568,251.8445256,-0.000842118,0.147795213,-0.005697869,0.995453783,0.999591834,SATB1
14759,ENSG00000182575,68.33793117,-0.297396001,0.194440748,-1.529494227,0.126141969,0.999591834,NXPH3
14760,ENSG00000182578,814.1390834,0.089915252,0.194812508,0.461547635,0.644405754,0.999591834,CSF1R
14768,ENSG00000182606,478.6165694,0.098596685,0.181247087,0.543990453,0.586448043,0.999591834,TRAK1
14771,ENSG00000182621,84.22095189,-0.130784429,0.195572664,-0.668725506,0.503670594,0.999591834,PLCB1
14772,ENSG00000182628,125.3743054,0.007758683,0.166629656,0.046562439,0.962861969,0.999591834,SKA2
14778,ENSG00000182667,184.1109456,-0.086194684,0.193798839,-0.444763678,0.656490546,0.999591834,NTM
14779,ENSG00000182670,1364.654637,0.142456364,0.155984176,0.913274462,0.36109821,0.999591834,TTC3
14785,ENSG00000182700,195.0275127,0.06793615,0.164653604,0.412600443,0.679899377,0.999591834,IGIP
14786,ENSG00000182704,1106.162227,0.121261922,0.19462578,0.623051696,0.533250551,0.999591834,TSKU
14788,ENSG00000182718,5057.521607,0.057012068,0.181813116,0.313575112,0.753843764,0.999591834,ANXA2
14790,ENSG00000182742,69.5871703,-0.354287716,0.174927436,-2.025341048,0.042832356,0.999591834,HOXB4
14795,ENSG00000182768,177.7481433,-0.013668944,0.150327819,-0.090927576,0.927550138,0.999591834,NGRN
14798,ENSG00000182782,115.2026175,-0.073434689,0.195540878,-0.375546482,0.707254084,0.999591834,HCAR2
14807,ENSG00000182827,264.1217363,0.189647464,0.128384619,1.477182123,0.139626825,0.999591834,ACBD3
14808,ENSG00000182831,253.206553,0.073653066,0.154867893,0.475586413,0.634369057,0.999591834,C16orf72
14815,ENSG00000182871,1820.189076,0.038624556,0.159737014,0.241800915,0.80893443,0.999591834,COL18A1
14821,ENSG00000182899,1569.991218,-0.033015352,0.111218895,-0.296850205,0.766580874,0.999591834,RPL35A
14823,ENSG00000182902,60.61330154,-0.346986382,0.1844686,-1.881005129,0.059971221,0.999591834,SLC25A18
14826,ENSG00000182919,189.8096746,-0.095491803,0.137654791,-0.693704901,0.487867292,0.999591834,C11orf54
14827,ENSG00000182923,194.3824511,0.075153827,0.151769869,0.49518279,0.620471098,0.999591834,CEP63
14829,ENSG00000182934,655.907469,-0.047154334,0.095737504,-0.49253774,0.622339249,0.999591834,SRPR
14831,ENSG00000182944,1093.920909,-0.111351061,0.10214683,-1.090107845,0.275665641,0.999591834,EWSR1
14833,ENSG00000182952,173.0263949,0.124492334,0.139449709,0.892740006,0.371996421,0.999591834,HMGN4
14834,ENSG00000182957,133.3171642,0.315986283,0.150960619,2.093170298,0.036333955,0.999591834,SPATA13
14835,ENSG00000182963,124.7942356,0.173633029,0.177636779,0.977461029,0.328340962,0.999591834,GJC1
14837,ENSG00000182973,112.1686264,-0.004819994,0.151262408,-0.031865112,0.974579621,0.999591834,CNOT10
14840,ENSG00000182983,111.2428413,-0.22947066,0.153872159,-1.491307209,0.135880857,0.999591834,ZNF662
14841,ENSG00000182985,70.83488343,-0.051489355,0.193599754,-0.265957748,0.79027175,0.999591834,CADM1
14842,ENSG00000182986,99.6029671,0.218886671,0.163981826,1.334822748,0.181934366,0.999591834,ZNF320
14843,ENSG00000182993,177.400829,0.231800255,0.179942036,1.288194022,0.197678432,0.999591834,C12orf60
14845,ENSG00000183011,122.9465379,-0.144123361,0.161688135,-0.891366342,0.372732668,0.999591834,NAA38
14846,ENSG00000183018,282.2357633,0.031084703,0.194078184,0.16016588,0.872750406,0.999591834,SPNS2
14848,ENSG00000183020,587.0536702,0.065513483,0.125181318,0.523348724,0.6007316,0.999591834,AP2A2
14849,ENSG00000183023,107.8035745,-0.007183363,0.191602926,-0.037490884,0.970093609,0.999591834,SLC8A1
14857,ENSG00000183049,227.4387061,-0.014670358,0.191859378,-0.076464118,0.93904986,0.999591834,CAMK1D
14863,ENSG00000183077,86.29710447,-0.163584777,0.175155996,-0.933937636,0.350336063,0.999591834,AFMID
14864,ENSG00000183087,935.101779,-0.288540576,0.147077886,-1.961821616,0.049783256,0.999591834,GAS6
14869,ENSG00000183111,141.1692989,-0.08708088,0.175533191,-0.496093524,0.619828428,0.999591834,ARHGEF37
14875,ENSG00000183137,74.14315013,-0.040612436,0.174243814,-0.233078207,0.815700677,0.999591834,CEP57L1
14882,ENSG00000183160,207.2924164,0.353309719,0.191603119,1.843966428,0.065188033,0.999591834,TMEM119
14890,ENSG00000183207,134.1705378,-0.10678566,0.163014169,-0.655069807,0.51242281,0.999591834,RUVBL2
14897,ENSG00000183255,888.3879477,0.081553148,0.130014067,0.627264029,0.530486178,0.999591834,PTTG1IP
14898,ENSG00000183258,226.2570451,-0.112923579,0.148842838,-0.758676606,0.448046035,0.999591834,DDX41
14903,ENSG00000183283,938.5203956,0.019882035,0.120242256,0.165349814,0.868668652,0.999591834,DAZAP2
14905,ENSG00000183291,589.318037,0.17680369,0.106233917,1.664286661,0.096055157,0.999591834,
14911,ENSG00000183309,95.80199993,0.18816166,0.162401577,1.158619658,0.246611252,0.999591834,ZNF623
14920,ENSG00000183337,124.2916709,0.047005267,0.154494913,0.304251224,0.760936502,0.999591834,BCOR
14921,ENSG00000183340,91.67666272,-0.004334771,0.177702897,-0.024393362,0.980538843,0.999591834,JRKL
14924,ENSG00000183354,176.7950581,0.242456197,0.133205193,1.820170758,0.068733005,0.999591834,KIAA2026
14932,ENSG00000183401,149.0110117,-0.009367454,0.144168106,-0.064975913,0.948193178,0.999591834,CCDC159
14935,ENSG00000183426,72.83846201,-0.152345191,0.171471224,-0.888459229,0.374293778,0.999591834,NPIPA1
14936,ENSG00000183431,291.5101431,-0.032277838,0.123901626,-0.260511823,0.794468997,0.999591834,SF3A3
14942,ENSG00000183475,87.64214291,-0.081536235,0.185331509,-0.439948044,0.659974738,0.999591834,ASB7
14946,ENSG00000183486,185.0979268,-0.092663264,0.159389513,-0.581363618,0.560995412,0.999591834,MX2
14947,ENSG00000183495,384.4109343,0.078395765,0.111023478,0.706118799,0.480114262,0.999591834,EP400
14950,ENSG00000183513,152.2438635,0.005289253,0.150273124,0.035197598,0.971922178,0.999591834,COA5
14951,ENSG00000183520,94.76290603,-0.031408023,0.1632155,-0.192432842,0.847403169,0.999591834,UTP11L
14952,ENSG00000183527,71.19209385,-0.055776213,0.179584659,-0.310584507,0.756116507,0.999591834,PSMG1
14953,ENSG00000183530,202.7153928,0.192026906,0.133799743,1.435181426,0.151235405,0.999591834,PRR14L
14955,ENSG00000183549,275.3804393,-0.06437278,0.19303509,-0.33347709,0.73877418,0.999591834,ACSM5
14962,ENSG00000183576,496.5322524,0.001712172,0.159678694,0.010722608,0.991444761,0.999591834,SETD3
14964,ENSG00000183579,79.99119819,-0.191057968,0.188458978,-1.013790747,0.310682611,0.999591834,ZNRF3
14965,ENSG00000183580,177.3159451,-0.132836494,0.176772362,-0.751455103,0.452378811,0.999591834,FBXL7
14966,ENSG00000183597,179.6663437,0.117333779,0.16138613,0.727037568,0.467202942,0.999591834,TANGO2
14968,ENSG00000183605,67.82461607,-0.21947033,0.189870762,-1.155893242,0.247724827,0.999591834,SFXN4
14971,ENSG00000183617,107.7256555,-0.09992261,0.187663788,-0.532455469,0.594410576,0.999591834,MRPL54
14972,ENSG00000183621,124.902952,0.176400193,0.171162086,1.030603202,0.302726934,0.999591834,ZNF438
14973,ENSG00000183624,296.7584764,-0.067271769,0.164937484,-0.407862226,0.683374826,0.999591834,HMCES
14975,ENSG00000183628,65.72561802,0.056796902,0.182927059,0.310489343,0.756188863,0.999591834,DGCR6
14983,ENSG00000183648,159.601498,0.008129007,0.145967326,0.055690591,0.955588295,0.999591834,NDUFB1
14985,ENSG00000183655,89.51810598,-0.05697617,0.195508004,-0.29142628,0.770725318,0.999591834,KLHL25
14991,ENSG00000183684,101.6919853,-0.077003608,0.172958585,-0.445214138,0.65616501,0.999591834,ALYREF
14996,ENSG00000183696,110.2560538,0.158669815,0.19375738,0.818909786,0.412837886,0.999591834,UPP1
15000,ENSG00000183718,214.6657244,-0.173156112,0.147182737,-1.176470249,0.239407014,0.999591834,TRIM52
15001,ENSG00000183722,1019.359532,-0.12233226,0.151791571,-0.805922615,0.42028747,0.999591834,LHFP
15002,ENSG00000183723,166.4040153,0.301405862,0.156601332,1.924669853,0.054270674,0.999591834,CMTM4
15003,ENSG00000183726,501.3894407,0.028720457,0.105836489,0.271366303,0.786109316,0.999591834,TMEM50A
15007,ENSG00000183735,149.3267197,0.184816143,0.149341584,1.237539726,0.215886775,0.999591834,TBK1
15008,ENSG00000183741,385.2446719,-0.041491413,0.174594915,-0.23764388,0.812157314,0.999591834,CBX6
15011,ENSG00000183751,135.7589275,-0.220588037,0.145716125,-1.513820356,0.130071408,0.999591834,TBL3
15014,ENSG00000183762,214.7248276,-0.071828382,0.195490955,-0.367425603,0.713301577,0.999591834,KREMEN1
15021,ENSG00000183779,222.6506064,0.045091345,0.190346982,0.236890254,0.812741931,0.999591834,ZNF703
15030,ENSG00000183801,184.6026187,-0.096950817,0.189439596,-0.511776941,0.60880713,0.999591834,OLFML1
15032,ENSG00000183808,84.77530797,0.103686027,0.16671981,0.621917859,0.533995881,0.999591834,RBM12B
15035,ENSG00000183826,106.3426993,-0.293177622,0.157739073,-1.858623968,0.063080457,0.999591834,BTBD9
15036,ENSG00000183828,96.50477172,-0.130420869,0.183454627,-0.710916218,0.477136155,0.999591834,NUDT14
15043,ENSG00000183853,774.6114445,0.093260075,0.149900956,0.622144633,0.533846769,0.999591834,KIRREL
15046,ENSG00000183864,629.4600428,-0.058776411,0.172291359,-0.341145436,0.732994098,0.999591834,TOB2
15057,ENSG00000183943,107.2129839,0.265962904,0.173632514,1.531757492,0.125582289,0.999591834,PRKX
15058,ENSG00000183955,143.3642066,-0.014971423,0.137819653,-0.108630541,0.913495536,0.999591834,SETD8
15060,ENSG00000183963,561.2282303,-0.279951158,0.190479474,-1.469718246,0.141638079,0.999591834,SMTN
15063,ENSG00000183978,112.9957436,-0.123632361,0.15642702,-0.790351701,0.429322401,0.999591834,COA3
15065,ENSG00000184005,70.63141355,0.048773516,0.193616707,0.25190758,0.801112501,0.999591834,ST6GALNAC3
15066,ENSG00000184007,1329.757085,0.097073211,0.10119892,0.959231689,0.33744204,0.999591834,PTP4A2
15067,ENSG00000184009,147.8522101,0.011204483,0.192847649,0.058100179,0.953668832,0.999591834,ACTG1
15069,ENSG00000184014,893.5420299,0.087093933,0.118091962,0.737509411,0.460812622,0.999591834,DENND5A
15075,ENSG00000184056,79.72351359,-0.048434073,0.165133482,-0.293302557,0.769290899,0.999591834,VPS33B
15077,ENSG00000184060,119.0372881,0.078436223,0.194815134,0.402618736,0.687228725,0.999591834,ADAP2
15078,ENSG00000184076,202.6599725,0.073351078,0.157163638,0.466717869,0.640701743,0.999591834,UQCR10
15082,ENSG00000184113,931.3396891,-0.257647156,0.184027642,-1.400045951,0.161499559,0.999591834,CLDN5
15083,ENSG00000184117,63.5242185,0.051736095,0.185659612,0.278661008,0.780504989,0.999591834,NIPSNAP1
15087,ENSG00000184154,112.5630511,0.130314252,0.171928691,0.757955235,0.448477782,0.999591834,LRTOMT
15091,ENSG00000184162,75.06277684,-0.30460572,0.182703214,-1.667215988,0.095471465,0.999591834,NR2C2AP
15093,ENSG00000184164,146.7624053,-0.056284433,0.180447809,-0.311915304,0.755104891,0.999591834,CRELD2
15095,ENSG00000184178,88.46396867,-0.133075611,0.166006292,-0.801629921,0.422767064,0.999591834,SCFD2
15096,ENSG00000184182,63.77858478,0.055296761,0.170680387,0.323978414,0.745954377,0.999591834,UBE2F
15099,ENSG00000184203,206.4187158,0.172091697,0.139217943,1.23613159,0.216409654,0.999591834,PPP1R2
15102,ENSG00000184207,80.525336,-0.051727077,0.182068005,-0.28410855,0.776327195,0.999591834,PGP
15103,ENSG00000184208,111.8041207,0.009900067,0.166026451,0.059629455,0.952450758,0.999591834,C22orf46
15104,ENSG00000184209,121.1439187,-0.086498287,0.16343968,-0.529236765,0.596641216,0.999591834,SNRNP35
15107,ENSG00000184220,81.65029502,-0.131001223,0.173971575,-0.753003605,0.451447748,0.999591834,CMSS1
15109,ENSG00000184226,156.4086678,-0.180267078,0.195572482,-0.921740502,0.356663949,0.999591834,PCDH9
15110,ENSG00000184227,62.36924834,-0.091680158,0.182439722,-0.502523006,0.615299673,0.999591834,ACOT1
15111,ENSG00000184232,388.447223,0.102632275,0.180084465,0.569911874,0.568737471,0.999591834,OAF
15112,ENSG00000184254,261.5244303,-0.019242242,0.195211557,-0.098571226,0.921478717,0.999591834,ALDH1A3
15117,ENSG00000184271,135.0758393,-0.100375992,0.165165378,-0.607730222,0.543366415,0.999591834,POU6F1
15119,ENSG00000184277,160.9874706,-0.221853537,0.149088799,-1.488063073,0.136734261,0.999591834,TM2D3
15120,ENSG00000184281,96.38146502,-0.107501341,0.160583073,-0.669443786,0.503212429,0.999591834,TSSC4
15124,ENSG00000184304,79.73400365,-0.063648543,0.190586316,-0.333961767,0.738408409,0.999591834,PRKD1
15133,ENSG00000184347,2376.53747,0.195643396,0.191628192,1.020953092,0.307276663,0.999591834,SLIT3
15134,ENSG00000184349,90.19807797,0.101565496,0.187129723,0.54275448,0.587298858,0.999591834,EFNA5
15141,ENSG00000184371,655.7518391,0.08368022,0.169916183,0.492479403,0.622380479,0.999591834,CSF1
15144,ENSG00000184381,350.4725824,-0.077535662,0.193689699,-0.400308651,0.688929197,0.999591834,PLA2G6
15145,ENSG00000184384,275.4466201,0.109673879,0.156873284,0.699124003,0.484474539,0.999591834,MAML2
15149,ENSG00000184402,129.6406748,0.028536907,0.147585847,0.193358021,0.84667859,0.999591834,SS18L1
15151,ENSG00000184428,71.70771431,-0.235334079,0.168030628,-1.400542754,0.16135085,0.999591834,TOP1MT
15152,ENSG00000184432,640.4488874,0.104069753,0.103037442,1.010018801,0.312486282,0.999591834,COPB2
15154,ENSG00000184436,88.75501528,-0.251906236,0.168912049,-1.491345567,0.135870791,0.999591834,THAP7
15155,ENSG00000184445,69.9008751,0.017683088,0.177807097,0.09945097,0.920780215,0.999591834,KNTC1
15159,ENSG00000184465,112.4803114,0.033699932,0.1699185,0.198329976,0.8427869,0.999591834,WDR27
15160,ENSG00000184470,102.9530806,-0.244530723,0.173958202,-1.405686654,0.159817192,0.999591834,TXNRD2
15163,ENSG00000184481,320.7270891,-0.008686899,0.147203324,-0.059012928,0.952941811,0.999591834,FOXO4
15165,ENSG00000184489,98.23348941,-0.361881575,0.193645393,-1.868784842,0.061652755,0.999591834,PTP4A3
15169,ENSG00000184500,400.6113051,0.063866485,0.143100184,0.446306101,0.65537615,0.999591834,PROS1
15172,ENSG00000184508,61.64546452,-0.112176546,0.194871146,-0.575644721,0.564855347,0.999591834,HDDC3
15179,ENSG00000184557,561.9631991,0.150848364,0.113888696,1.324524465,0.185328924,0.999591834,SOCS3
15184,ENSG00000184575,540.4401735,0.077234225,0.151614742,0.509411054,0.61046413,0.999591834,XPOT
15185,ENSG00000184584,354.8077995,-0.137360856,0.189111456,-0.726348678,0.467625045,0.999591834,TMEM173
15188,ENSG00000184601,664.6881626,-0.243629683,0.195484672,-1.246285349,0.212659655,0.999591834,C14orf180
15189,ENSG00000184602,694.0112579,0.099287898,0.142125209,0.698594564,0.484805442,0.999591834,SNN
15193,ENSG00000184634,395.3607369,-0.068252646,0.122224134,-0.558422006,0.576556249,0.999591834,MED12
15195,ENSG00000184640,731.9236005,0.108711817,0.127874263,0.850146191,0.395243814,0.999591834,9-Sep
15202,ENSG00000184677,297.2978114,-0.142852877,0.138860409,-1.028751665,0.303596385,0.999591834,ZBTB40
15207,ENSG00000184702,95.29001317,-0.020416589,0.193727792,-0.105388024,0.916067919,0.999591834,5-Sep
15208,ENSG00000184708,162.1415627,-0.07676342,0.149998436,-0.511761471,0.608817959,0.999591834,EIF4ENIF1
15210,ENSG00000184716,159.168084,-0.008250174,0.138616602,-0.059517939,0.952539577,0.999591834,SERINC4
15213,ENSG00000184730,61.47815788,0.106398432,0.187277579,0.568132249,0.569945172,0.999591834,APOBR
15216,ENSG00000184743,984.919493,0.120386674,0.139849484,0.860830306,0.389331511,0.999591834,ATL3
15217,ENSG00000184752,133.9607681,-0.123499211,0.153198446,-0.806138793,0.420162826,0.999591834,NDUFA12
15219,ENSG00000184785,65.43207615,0.066994783,0.19262137,0.347805557,0.727986216,0.999591834,SMIM10
15224,ENSG00000184811,3470.620346,-0.00730625,0.184990948,-0.039495178,0.968495598,0.999591834,TUSC5
15229,ENSG00000184840,457.8552339,0.112342601,0.148804007,0.754970267,0.450266823,0.999591834,TMED9
15233,ENSG00000184863,536.4471158,-0.0877736,0.131444602,-0.667761163,0.504286061,0.999591834,RBM33
15236,ENSG00000184887,639.4572523,-0.032924941,0.169264429,-0.19451778,0.845770476,0.999591834,BTBD6
15238,ENSG00000184897,444.6067211,-0.147444745,0.1434264,-1.028016773,0.303941938,0.999591834,H1FX
15239,ENSG00000184898,123.1213672,0.121195395,0.144111616,0.840982831,0.400357553,0.999591834,RBM43
15240,ENSG00000184900,469.9587098,0.075666936,0.132429727,0.571374251,0.56774598,0.999591834,SUMO3
15241,ENSG00000184903,58.65698045,-0.235398514,0.183963339,-1.279594707,0.200687712,0.999591834,IMMP2L
15245,ENSG00000184916,309.2107205,-0.034284784,0.190469342,-0.180001588,0.857151321,0.999591834,JAG2
15246,ENSG00000184922,341.1846854,0.161125477,0.160127415,1.006232926,0.314303537,0.999591834,FMNL1
15252,ENSG00000184939,177.9211449,0.037495212,0.146127596,0.256592271,0.797493542,0.999591834,ZFP90
15257,ENSG00000184967,58.71423837,-0.332736701,0.187652582,-1.773152799,0.076203391,0.999591834,NOC4L
15258,ENSG00000184979,71.20550525,0.163537933,0.187536183,0.87203403,0.383189813,0.999591834,USP18
15263,ENSG00000184988,63.23403369,0.121556854,0.184757119,0.657927849,0.510584495,0.999591834,TMEM106A
15265,ENSG00000184992,75.00468705,0.105008733,0.168919752,0.62164863,0.534172937,0.999591834,BRI3BP
15271,ENSG00000185009,314.5148644,-0.142590103,0.124127892,-1.148735395,0.250665106,0.999591834,AP3M1
15275,ENSG00000185019,73.12882643,-0.074255223,0.160251655,-0.463366338,0.643101803,0.999591834,UBOX5
15276,ENSG00000185022,132.6403496,0.338447329,0.192490105,1.758258317,0.078703567,0.999591834,MAFF
15277,ENSG00000185024,270.6330394,-0.212631385,0.156436326,-1.359220017,0.17407688,0.999591834,BRF1
15279,ENSG00000185033,70.75906656,-0.088432588,0.193076186,-0.458019137,0.646938693,0.999591834,SEMA4B
15281,ENSG00000185043,213.7333577,-0.012964313,0.170973407,-0.075826486,0.939557144,0.999591834,CIB1
15284,ENSG00000185052,305.5301487,-0.266222068,0.195042179,-1.364946137,0.17226998,0.999591834,SLC24A3
15289,ENSG00000185070,227.3842426,0.022300755,0.194552556,0.114625867,0.908741676,0.999591834,FLRT2
15290,ENSG00000185085,85.32936528,-0.258247493,0.170856459,-1.511488029,0.130664156,0.999591834,INTS5
15292,ENSG00000185088,288.307814,0.044627849,0.167487382,0.266454989,0.78988882,0.999591834,RPS27L
15294,ENSG00000185100,74.58325876,-0.353844432,0.193863755,-1.825222214,0.067967503,0.999591834,ADSSL1
15296,ENSG00000185104,202.3267832,0.070451058,0.132639911,0.531145246,0.595318132,0.999591834,FAF1
15298,ENSG00000185112,177.2863229,-0.168291956,0.186485582,-0.902439502,0.366823445,0.999591834,FAM43A
15299,ENSG00000185115,78.62219456,-0.076506223,0.183058763,-0.417932592,0.675996403,0.999591834,NDNL2
15301,ENSG00000185127,342.4406517,-0.081883266,0.127902795,-0.640199191,0.522043109,0.999591834,C6orf120
15302,ENSG00000185129,79.36746087,-0.122014152,0.18981901,-0.642792056,0.520359038,0.999591834,PURA
15309,ENSG00000185163,164.2005378,-0.28415969,0.142948026,-1.987853195,0.046827928,0.999591834,DDX51
15313,ENSG00000185187,140.2056525,-0.213043783,0.173152381,-1.230383211,0.218553637,0.999591834,SIGIRR
15316,ENSG00000185201,506.7848941,-0.164615697,0.145424153,-1.131969436,0.257647285,0.999591834,IFITM2
15317,ENSG00000185215,1611.922921,-0.265446224,0.191735911,-1.384436656,0.166224791,0.999591834,TNFAIP2
15318,ENSG00000185219,188.2195967,-0.067143818,0.130814119,-0.513276537,0.607757894,0.999591834,ZNF445
15320,ENSG00000185222,161.7395564,0.276096275,0.133932928,2.061451794,0.039259958,0.999591834,WBP5
15322,ENSG00000185236,470.5768695,-0.252990521,0.128201942,-1.973375098,0.048452843,0.999591834,RAB11B
15323,ENSG00000185238,64.20944565,-0.05599978,0.175592024,-0.318919839,0.7497873,0.999591834,PRMT3
15325,ENSG00000185246,318.1707007,-0.038035374,0.117318875,-0.324205071,0.745782783,0.999591834,PRPF39
15330,ENSG00000185262,133.0348318,-0.070377855,0.175898267,-0.400105447,0.689078853,0.999591834,UBALD2
15337,ENSG00000185278,204.0587454,0.148707644,0.133415884,1.114617232,0.265014483,0.999591834,ZBTB37
15341,ENSG00000185298,93.67489543,0.030430187,0.157238688,0.193528625,0.846544991,0.999591834,CCDC137
15344,ENSG00000185305,122.2220253,0.182895769,0.177903232,1.028063215,0.303920092,0.999591834,ARL15
15347,ENSG00000185324,276.146698,-0.284999213,0.155829516,-1.828916759,0.067412079,0.999591834,CDK10
15350,ENSG00000185339,238.8522945,0.254404427,0.183066796,1.389680885,0.164625802,0.999591834,TCN2
15351,ENSG00000185340,238.4910691,-0.006514712,0.161909456,-0.04023676,0.967904371,0.999591834,GAS2L1
15352,ENSG00000185344,151.6604877,0.165796758,0.138203165,1.199659634,0.230271556,0.999591834,ATP6V0A2
15353,ENSG00000185345,65.69467662,0.05164659,0.188554116,0.273908578,0.784154879,0.999591834,PARK2
15356,ENSG00000185359,458.4559457,-0.190764145,0.141418475,-1.348933688,0.177358266,0.999591834,HGS
15357,ENSG00000185361,137.98881,-0.15567542,0.184922539,-0.841841242,0.399876823,0.999591834,TNFAIP8L1
15361,ENSG00000185386,230.0280459,-0.151685576,0.160048824,-0.947745647,0.343258957,0.999591834,MAPK11
15362,ENSG00000185404,96.74802431,0.042804223,0.167873975,0.254978314,0.798739849,0.999591834,SP140L
15364,ENSG00000185418,97.05570465,0.040034,0.164872848,0.242817425,0.808146837,0.999591834,TARSL2
15366,ENSG00000185432,1634.102542,0.101822705,0.173052009,0.588393659,0.556268093,0.999591834,METTL7A
15373,ENSG00000185475,152.1725695,-0.219918556,0.155134573,-1.417598622,0.156307983,0.999591834,TMEM179B
15374,ENSG00000185477,100.1596861,0.218716832,0.193378259,1.131031137,0.258041986,0.999591834,GPRIN3
15380,ENSG00000185504,180.7363803,-0.060366987,0.147843231,-0.408317557,0.683040551,0.999591834,C17orf70
15381,ENSG00000185507,78.0352421,-0.33424057,0.193315343,-1.728991422,0.08381063,0.999591834,IRF7
15382,ENSG00000185513,68.31629804,0.022912544,0.180731495,0.126776706,0.899117133,0.999591834,L3MBTL1
15384,ENSG00000185518,71.31540418,-0.173747182,0.192488936,-0.902634644,0.366719834,0.999591834,SV2B
15389,ENSG00000185532,83.52207397,0.190246074,0.195221645,0.974513219,0.329801779,0.999591834,PRKG1
15390,ENSG00000185551,676.4566859,0.079062883,0.190878406,0.414205486,0.678723624,0.999591834,NR2F2
15392,ENSG00000185561,78.16176842,0.176396504,0.191755113,0.919905087,0.35762236,0.999591834,TLCD2
