Supplementary Table 4a. Cushing's effect on gene expressions after controlling for BMI,,,,,,,,,,,,,,,,
,Row.names,baseMean,log2FoldChange.BMIxDisease,lfcSE.BMIxDisease,stat.BMIxDisease,pvalue.BMIxDisease,padj.BMIxDisease,log2FC_Obese_vs_notObese,lfcSE_Obese_vs_notObese,pvalue_Obese_vs_notObese,padj_Obese_vs_notObese,log2FC_Cushing_vs_Con,lfcSE_Cushing_vs_Con,pvalue_Cushing_vs_Con,padj_Cushing_vs_Con,external_gene_id
13524,ENSG00000174038,2.579121834,0.118940725,0.702942129,0.16920415,0.865636066,NA,-0.179068581,0.664691049,0.787620946,NA,0.749185489,0.758713767,0.323426229,NA,C9orf131
13525,ENSG00000174059,1733.459178,0.048487282,0.293835617,0.165014993,0.868932181,0.969055006,0.087394003,0.167311339,0.601431132,0.850443948,-0.467687179,0.229197544,0.041296388,0.201263975,CD34
13526,ENSG00000174080,572.5945003,0.766796633,0.248957125,3.080034899,0.002069763,0.083026684,-0.335632341,0.138698195,0.015525829,0.225505343,-0.826853904,0.19410067,2.04E-05,0.001357771,CTSF
13527,ENSG00000174083,18.86178924,1.523571202,0.589669963,2.583769392,0.009772711,0.180840544,0.119649548,0.349659758,0.73220904,NA,-1.489444405,0.537082768,0.005550594,0.060484306,PIK3R6
13528,ENSG00000174093,23.67265056,1.04062096,0.409424387,2.541668237,0.011032484,0.192528921,0.008187911,0.222023225,0.970581784,NA,-0.598751438,0.35081435,0.087869035,0.303368948,RP11-1407O15.2
13529,ENSG00000174099,833.959086,-0.095219136,0.172544136,-0.551853791,0.58104853,0.87801411,0.203739685,0.095886276,0.033602847,0.293851076,0.11614363,0.13341824,0.384014723,0.656230109,MSRB3
13530,ENSG00000174100,1.407120179,-0.243434257,0.661882494,-0.367790747,0.713029269,NA,0.29211766,0.948029567,0.757982364,NA,0.268070981,1.067483946,0.801718138,NA,MRPL45
13531,ENSG00000174106,143.1369099,0.238739945,0.224699312,1.06248632,0.288014965,0.721688579,0.057074216,0.121472638,0.638460443,NA,-0.260548831,0.178043859,0.143358806,0.395930332,LEMD3
13532,ENSG00000174109,25.25219994,-0.145316258,0.440083208,-0.330201779,0.741247503,0.940276654,0.069826745,0.256509206,0.785453438,NA,0.018867147,0.358200125,0.957993182,0.98307946,C16orf91
13533,ENSG00000174111,0.47952761,0.287590132,0.447610812,0.642500413,0.520548321,NA,2.260905172,1.730288821,0.191327035,NA,0.003933634,1.47825369,0.997876831,NA,SOCS7
13534,ENSG00000174123,5.112105389,-0.203989277,0.664055387,-0.307187142,0.758700932,NA,0.002511803,0.511195772,0.996079544,NA,0.578664707,0.625684954,0.355043957,0.630888273,TLR10
13535,ENSG00000174125,55.37224976,0.686051638,0.432390542,1.586648113,0.112592364,0.509876642,0.241809188,0.25327066,0.339706085,NA,-0.284759832,0.356201633,0.424038582,0.688492751,TLR1
13536,ENSG00000174130,30.89799588,0.846134687,0.475529604,1.779352284,0.075182024,0.440020128,0.258966055,0.28427172,0.362305535,NA,-0.221887142,0.401650717,0.580648262,0.796613317,TLR6
13537,ENSG00000174132,72.12477145,0.074030201,0.31954301,0.23167523,0.816790271,0.958382545,0.014968296,0.17776809,0.932896423,NA,-0.174683312,0.253883211,0.491423854,0.741398241,FAM174A
13538,ENSG00000174136,107.9915441,-0.591825072,0.316164767,-1.871888126,0.061222083,0.40657183,-0.138413196,0.181927942,0.446768597,NA,0.533386008,0.245102996,0.029542484,0.166233935,RGMB
13539,ENSG00000174137,8.007609503,0.021201937,0.600815884,0.035288577,0.971849632,NA,-0.537676069,0.37115627,0.147434945,NA,-0.523577751,0.515816875,0.310083998,0.588517156,FAM53A
13540,ENSG00000174145,20.95814212,-0.426193879,0.611431897,-0.697042273,0.485776339,0.832514021,0.706729348,0.392603528,0.071843347,NA,-0.735641433,0.547287946,0.178897322,0.44226188,KIAA1239
13541,ENSG00000174151,106.8990326,0.174421903,0.23021629,0.757643615,0.448664362,0.814081505,-0.086571573,0.125644113,0.490809349,NA,-0.107634515,0.181188817,0.552481261,0.781354982,CYB561D1
13542,ENSG00000174156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSTA3
13543,ENSG00000174165,82.86130104,-0.009657602,0.249177829,-0.038757871,0.969083434,0.994134816,-0.024460169,0.135642181,0.856894577,NA,-0.065206994,0.195981549,0.739345602,0.883887361,ZDHHC24
13544,ENSG00000174173,64.39302621,-0.480655595,0.268893495,-1.78753151,0.073851624,0.438125218,0.093260814,0.148942402,0.53121423,NA,0.244533919,0.208772509,0.241480754,0.515558593,TRMT10C
13545,ENSG00000174175,106.4100992,0.124293692,0.409592063,0.303457276,0.761541402,0.946156923,0.3049043,0.237365601,0.198955006,NA,-0.427028927,0.330756056,0.196679713,0.463722708,SELP
13546,ENSG00000174177,47.35156952,-0.031985992,0.29881938,-0.107041222,0.914756277,0.980479578,-0.034961934,0.160343124,0.82739445,NA,-0.180955393,0.236940017,0.445035217,0.704512764,CTU2
13547,ENSG00000174194,8.775950946,-0.00659528,0.650442601,-0.01013968,0.991909845,NA,0.272572458,0.475112755,0.566170443,NA,0.293841585,0.605582149,0.627519108,0.825971535,AGAP8
13548,ENSG00000174196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAM21D
13549,ENSG00000174197,165.0016973,0.504455302,0.210914618,2.391751253,0.016768203,0.235255141,0.042303454,0.114520986,0.711833489,NA,-0.265872128,0.168051187,0.113628992,0.351265687,MGA
13550,ENSG00000174206,29.08960251,-0.404649656,0.426078977,-0.949705752,0.342261786,0.754077061,0.154346665,0.25357829,0.542740144,NA,0.393662255,0.343091993,0.251218145,0.52718212,C12orf66
13551,ENSG00000174225,1.452431654,-0.555354355,0.691272456,-0.80337984,0.421755224,NA,0.779691118,0.87106764,0.37073457,NA,1.181787728,0.941221477,0.209264869,NA,ARL13A
13552,ENSG00000174226,1.603007241,0.478101947,0.607388292,0.787143831,0.431197673,NA,0.234594994,1.118708818,0.833900601,NA,-0.493478918,1.254569752,0.694064581,NA,SNX31
13553,ENSG00000174227,269.7519531,-0.104530119,0.252134461,-0.414580851,0.678448769,0.917327629,-0.097252244,0.140921263,0.490120237,0.785073042,-0.064843449,0.195782412,0.740492206,0.88425336,PIGG
13554,ENSG00000174231,1426.056148,-0.151479515,0.14685856,-1.031465342,0.302322653,0.730241461,-0.13093507,0.081324984,0.107392902,0.46103437,0.020160433,0.112738851,0.858075757,0.941579521,PRPF8
13555,ENSG00000174233,1611.492918,-0.444376297,0.213403102,-2.082332886,0.037312074,0.339063684,-0.046016342,0.119780688,0.700851247,0.891760809,0.278239049,0.164556495,0.090866965,0.309366443,ADCY6
13556,ENSG00000174236,2.506700306,0.054282953,0.701020942,0.07743414,0.938278183,NA,-0.220499027,0.590568137,0.708874847,NA,-0.15037902,0.744675149,0.839964344,NA,REP15
13557,ENSG00000174238,408.5741213,-0.075265465,0.164320667,-0.458040165,0.646923586,0.909951471,0.053740868,0.090637709,0.553235001,0.815237948,0.089971397,0.127320486,0.479782172,0.731301922,PITPNA
13558,ENSG00000174243,394.5524777,0.031949468,0.132462887,0.241195616,0.809403509,0.955678129,-0.092694162,0.071214804,0.193048488,0.55265364,-0.125147769,0.10267674,0.222900302,0.49465004,DDX23
13559,ENSG00000174255,1.209564464,0.544537709,0.57248965,0.951174766,0.341515666,NA,0.962265595,0.948590136,0.310383999,NA,-1.846500553,1.226760808,0.132276817,NA,ZNF80
13560,ENSG00000174276,26.81115259,0.155933347,0.440461686,0.354022499,0.723322022,0.933557387,-0.048744242,0.250676983,0.845823221,NA,-0.339764729,0.36090181,0.346483214,0.622850198,ZNHIT2
13561,ENSG00000174279,0.125928631,-5.43E-10,2.74E-05,-1.98E-05,0.999984182,NA,-16.64986953,270.8964334,0.95099118,NA,-14.88232332,283.8431084,0.958184866,NA,EVX2
13562,ENSG00000174282,1124.659932,-0.199249998,0.205970577,-0.967371171,0.333358516,0.74896373,-0.079972131,0.115179538,0.48747788,0.784477411,0.034185952,0.158851868,0.829606335,0.927703503,ZBTB4
13563,ENSG00000174292,21.15595774,0.410923678,0.615630408,0.667484375,0.504462787,0.842580433,-0.076293802,0.406434889,0.851100308,NA,-0.851162076,0.550041485,0.121754606,0.364054154,TNK1
13564,ENSG00000174306,472.2639269,-0.595427931,0.241262842,-2.467963675,0.013588411,0.216005136,0.206074972,0.136631713,0.131490197,0.490447272,0.649436738,0.186766505,0.000506556,0.012968927,ZHX3
13565,ENSG00000174307,731.9652954,-0.231917008,0.263669445,-0.879574831,0.379089679,0.777169271,-0.05100426,0.14950512,0.7329877,0.905312531,0.313181079,0.204624507,0.125889059,0.370726741,PHLDA3
13566,ENSG00000174325,1.424001131,0.673553055,0.686810116,0.980697634,0.326741871,NA,-0.553101173,0.911570952,0.544012831,NA,1.006552802,0.965784255,0.297312987,NA,DIRC1
13567,ENSG00000174326,4.824700433,0.174052016,0.65208178,0.266917466,0.789532709,NA,-0.624247429,0.491436112,0.20399508,NA,0.369779659,0.592239714,0.532381353,0.768260801,SLC16A11
13568,ENSG00000174327,8.18139182,1.058840139,0.625100793,1.693871054,0.090289788,NA,-0.160400718,0.361549377,0.657296976,NA,-1.37074037,0.585486777,0.019221979,0.129729476,SLC16A13
13569,ENSG00000174332,5.66975938,-0.557993865,0.704704436,-0.79181262,0.428469943,NA,-0.802937783,0.636114989,0.206857916,NA,-0.085320746,0.767444179,0.911477432,0.962321275,GLIS1
13570,ENSG00000174339,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OR2Y1
13571,ENSG00000174343,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHRNA9
13572,ENSG00000174348,913.7772478,0.701816446,0.40060145,1.751906906,0.079789817,0.44978458,-0.358890182,0.235192941,0.127024951,0.482644656,-1.337839304,0.319207461,2.78E-05,0.001616146,PODN
13573,ENSG00000174358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLC6A19
13574,ENSG00000174370,19.6515575,1.736923667,0.617545103,2.81262641,0.00491387,0.125782458,-0.226257071,0.425179711,0.594625876,NA,-0.306218936,0.55711943,0.582561623,0.798183195,C11orf45
13575,ENSG00000174371,2.729187761,-0.121021997,0.702713005,-0.172221086,0.863263721,NA,0.68250617,0.809730837,0.399295393,NA,1.861981504,0.868073829,0.031956242,NA,EXO1
13576,ENSG00000174373,120.3447908,-0.033898717,0.228311075,-0.148476008,0.881967119,0.972784179,0.183664757,0.123538436,0.137093711,NA,-0.104303604,0.180776832,0.56395675,0.78745348,RALGAPA1
13577,ENSG00000174374,16.44094849,-0.966416505,0.546046081,-1.769844227,0.076753094,0.443752712,0.285147907,0.360300309,0.428700503,NA,1.077336089,0.456326553,0.018231214,0.125571482,WBSCR16
13578,ENSG00000174405,96.19282169,0.248773935,0.281000126,0.885316098,0.37598617,0.776258839,0.107713826,0.157330918,0.493575988,NA,-0.014768568,0.223583058,0.94733479,0.979335491,LIG4
13579,ENSG00000174407,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C20orf166
13580,ENSG00000174417,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRHR
13581,ENSG00000174428,21.28474357,0.132483509,0.444275935,0.298200957,0.765549792,0.947366506,0.138529213,0.250160095,0.579741577,NA,-0.294298651,0.369627776,0.4259142,0.689108913,GTF2IRD2B
13582,ENSG00000174429,0.509775815,-2.87E-05,0.002583899,-0.011093656,0.991148724,NA,1.44074724,1.806707811,0.425193556,NA,-17.20826491,267.1505035,0.948640486,NA,ABRA
13583,ENSG00000174437,985.2765165,-0.2382322,0.247195736,-0.963739116,0.335176738,0.749221279,0.093101154,0.139806991,0.505458204,0.792223802,0.405078187,0.191579141,0.034479669,0.181457346,ATP2A2
13584,ENSG00000174442,41.26847471,0.409224265,0.370424934,1.104742761,0.269271069,0.701583774,-0.022115217,0.209326828,0.915860669,NA,-0.206578914,0.300809899,0.492245069,0.742148288,ZWILCH
13585,ENSG00000174444,3337.361344,0.136572989,0.193489432,0.705842111,0.480286331,0.830123013,-0.248254082,0.108222237,0.021794601,0.250715815,-0.161668137,0.149052491,0.278081596,0.553945957,RPL4
13586,ENSG00000174446,67.3640538,-0.22444021,0.302448489,-0.742077473,0.458040398,0.819241301,0.114798901,0.172925351,0.50677741,NA,0.343552179,0.238253355,0.14931322,0.403801014,SNAPC5
13587,ENSG00000174448,0.238931382,-0.540193731,0.381804408,-1.414844145,0.157114197,NA,0.565673815,2.34648689,0.809498809,NA,1.702682556,2.353341829,0.469362382,NA,STARD6
13588,ENSG00000174450,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOLGA6L2
13589,ENSG00000174453,0.129221726,-3.09E-05,0.000556299,-0.055534597,0.955712568,NA,15.26051093,194.5835442,0.937488776,NA,-15.51049746,279.0336357,0.955671236,NA,VWC2L
13590,ENSG00000174456,70.72421362,0.59855405,0.303861228,1.969826996,0.048858202,0.373283785,-0.028834721,0.161126081,0.857971073,NA,-0.667702643,0.246819161,0.006825707,0.068113322,C12orf76
13591,ENSG00000174460,0.995741169,0.262133155,0.598803707,0.43776141,0.661559248,NA,-0.062849004,1.172034467,0.957234852,NA,-0.021265774,1.293545311,0.986883437,NA,ZCCHC12
13592,ENSG00000174469,0.892372924,0.658804216,0.577443198,1.140898739,0.253912064,NA,0.255737491,1.07747217,0.812385656,NA,-1.314130281,1.308837626,0.315357511,NA,CNTNAP2
13593,ENSG00000174473,0.178441483,0.201635935,0.276213599,0.730000027,0.465390168,NA,-2.913446557,3.43713745,0.396639889,NA,2.121440688,3.437153147,0.537097104,NA,GALNTL6
13594,ENSG00000174482,0.577251138,-2.46E-05,0.003141218,-0.007846221,0.993739686,NA,0.409396231,1.709690286,0.810751724,NA,-17.32455277,266.3906616,0.948146623,NA,LINGO2
13595,ENSG00000174483,25.24041076,0.10137737,0.423636373,0.2393028,0.810870794,0.956026199,-0.158544878,0.233939539,0.49795094,NA,-0.429951988,0.343694561,0.210944995,0.48037706,BBS1
13596,ENSG00000174485,116.9932846,-0.044599323,0.2686877,-0.16598945,0.868165253,0.969055006,0.335155246,0.152590192,0.028060445,NA,0.322293853,0.212851042,0.129981311,0.376561343,DENND4A
13597,ENSG00000174498,0.960531648,-0.322772918,0.616938591,-0.52318484,0.60084563,NA,-0.917920901,1.032346551,0.373917283,NA,-0.515745501,1.236274391,0.676548793,NA,IGDCC3
13598,ENSG00000174500,2.253775845,0.997369337,0.66244245,1.505593939,0.132171445,NA,0.878668958,0.717906071,0.22097749,NA,-1.83666207,0.971789139,0.058760631,NA,GCSAM
13599,ENSG00000174501,15.07825575,-0.403233758,0.573427001,-0.703199809,0.481931238,NA,0.211836518,0.376325596,0.573497841,NA,0.40518111,0.492209583,0.410400991,0.678339982,ANKRD36C
13600,ENSG00000174502,0.055081667,-2.87E-05,0.000573784,-0.050057104,0.960076883,NA,14.11519432,197.4519288,0.943010379,NA,-14.42032236,287.5573226,0.960004733,NA,SLC26A9
13601,ENSG00000174514,53.73601338,-0.29653993,0.385216144,-0.769801409,0.441417704,0.809080751,0.36462766,0.217845674,0.094172104,NA,-0.125489455,0.310550911,0.686149053,0.856437527,MFSD4
13602,ENSG00000174516,78.35620587,0.41294091,0.279861204,1.47552038,0.140072693,0.55426315,-0.17187417,0.152715918,0.260398282,NA,-0.322680252,0.222538687,0.147059577,0.400623642,PELI3
13603,ENSG00000174521,1.466939961,-1.172993722,0.664029249,-1.766478999,0.077315522,NA,-0.415692606,1.054489606,0.693424422,NA,2.983050389,1.059173639,0.004856605,NA,TTC9B
13604,ENSG00000174527,6.067816504,-0.62611276,0.638016012,-0.981343333,0.326423461,NA,0.485031684,0.452051399,0.283290439,NA,0.440353929,0.584113474,0.450918748,0.709095275,MYO1H
13605,ENSG00000174529,6.634326952,-0.489065076,0.589667797,-0.829390851,0.406883277,NA,0.548258126,0.414645986,0.186090961,NA,0.856644396,0.521863288,0.100691358,0.329507014,TMEM81
13606,ENSG00000174547,89.29203319,0.119603952,0.250265813,0.477907672,0.632715921,0.903723184,-0.078134405,0.136924196,0.56824379,NA,-0.100014058,0.197074434,0.61180837,0.816675618,MRPL11
13607,ENSG00000174562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLK15
13608,ENSG00000174564,18.85164644,-0.756041764,0.515867239,-1.465574293,0.142764299,0.558261181,0.837172925,0.32898464,0.010936622,NA,0.773053942,0.436081994,0.076274101,0.28076143,IL20RB
13609,ENSG00000174567,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOLT1A
13610,ENSG00000174574,269.6848367,0.02035931,0.210139079,0.09688493,0.922817776,0.982833559,-0.045440479,0.117253128,0.698355203,0.891532065,0.123513557,0.163108418,0.448901174,0.707130033,AKIRIN1
13611,ENSG00000174576,0.583890581,-2.47E-05,0.003138688,-0.007876657,0.993715402,NA,0.418967788,1.381704454,0.761718147,NA,-17.34489285,266.2580424,0.948060009,NA,NPAS4
13612,ENSG00000174579,143.4645496,0.17864218,0.236953051,0.753913821,0.450900971,0.814803409,0.088093421,0.12954043,0.496475481,NA,-0.186552995,0.187278548,0.319189021,0.597203887,MSL2
13613,ENSG00000174586,12.90977395,0.527675745,0.534388462,0.987438507,0.323427715,NA,-0.247001863,0.306149886,0.419781464,NA,-0.751273487,0.458632028,0.101406127,0.331215021,ZNF497
13614,ENSG00000174595,0.065983787,0.000115378,0.000936814,0.123160289,0.901980171,NA,13.16898092,172.1518325,0.939024245,NA,15.03800203,168.9667872,0.929082108,NA,KLF14
13615,ENSG00000174599,9.09768306,-0.069607133,0.617293068,-0.112761891,0.910219332,NA,-0.331768226,0.408154158,0.416303899,NA,-0.243991432,0.543302433,0.653367076,0.839842563,TRAM1L1
13616,ENSG00000174600,228.398769,0.973268505,0.358414632,2.715482065,0.006617936,0.14672698,0.241352642,0.206278298,0.241987249,NA,-0.41928996,0.286303137,0.143058322,0.395571741,CMKLR1
13617,ENSG00000174606,189.4309681,-0.211434153,0.158427327,-1.334581335,0.18201341,0.612199631,0.150909157,0.085747924,0.078422021,NA,0.119798636,0.123972396,0.333877502,0.611449312,ANGEL2
13618,ENSG00000174607,4.250450158,-0.297443893,0.701693329,-0.423894429,0.671642807,NA,0.028959888,0.55509556,0.958392443,NA,-0.802540314,0.749691893,0.284397224,0.560353061,UGT8
13619,ENSG00000174611,0.526586931,0.540336729,0.527673818,1.023997611,0.305836403,NA,-0.038915981,1.309222606,0.976286776,NA,-0.904740773,1.529704989,0.554220367,NA,KY
13620,ENSG00000174628,76.6196223,0.701115013,0.310225414,2.260017979,0.023820135,0.274321671,-0.121561817,0.165097974,0.461547489,NA,-0.784640976,0.25125558,0.001790909,0.029577977,IQCK
13621,ENSG00000174640,61.80039338,0.770749956,0.512931738,1.502636508,0.132932804,0.543274781,-1.075337898,0.326526803,0.000990326,NA,0.508740238,0.421239059,0.227153702,0.499895606,SLCO2A1
13622,ENSG00000174652,218.3142148,-0.106420559,0.380197413,-0.279908689,0.779547561,0.950104053,-0.054852683,0.220952861,0.803937009,NA,-0.186573851,0.301478308,0.536006439,0.770586365,ZNF266
13623,ENSG00000174667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OR7D4
13624,ENSG00000174669,47.70970124,-0.74789436,0.61108702,-1.223875382,0.220999242,0.652679325,-0.806434126,0.422146434,0.056092222,NA,1.003280798,0.53271099,0.059653065,0.246640997,SLC29A2
13625,ENSG00000174672,6.767192821,0.861512505,0.66811636,1.289464766,0.197236558,NA,-0.227262601,0.416009112,0.584864986,NA,-1.589974838,0.653024491,0.014900602,0.110187012,BRSK2
13626,ENSG00000174684,167.6440107,-0.19292377,0.234334777,-0.82328271,0.410347244,0.794674152,0.162023121,0.129702899,0.211596837,NA,0.06430537,0.183195653,0.725573214,0.877572532,B3GNT1
13627,ENSG00000174695,526.8691375,-0.301992472,0.184625709,-1.635701086,0.101902162,0.493143788,0.140407057,0.103806724,0.176189357,0.540791734,0.543286806,0.142499358,0.000137537,0.005462125,TMEM167A
13628,ENSG00000174697,7454.331266,-0.473068508,0.442510933,-1.069054962,0.285044904,0.718614262,0.603267398,0.266145035,0.023409374,0.253097421,1.218275427,0.356101718,0.000623582,0.014824636,LEP
13629,ENSG00000174705,257.733457,0.21551334,0.386052143,0.558249302,0.576674159,0.875037458,0.26476872,0.224709548,0.238688627,0.600287132,-0.348963237,0.307919787,0.257091369,0.53251319,SH3PXD2B
13630,ENSG00000174718,239.8397992,0.410404432,0.296178581,1.385665468,0.165849077,0.596079336,0.216331201,0.166656039,0.194263291,NA,-0.332516527,0.234009252,0.155329953,0.412644605,KIAA1551
13631,ENSG00000174720,276.4140719,-0.20720051,0.162072284,-1.278445057,0.201092546,0.633440806,-0.026836776,0.089740343,0.764902525,0.914812953,0.244068894,0.124941753,0.050764944,0.225734541,LARP7
13632,ENSG00000174721,12.81230679,-0.071715207,0.520127908,-0.137879944,0.890335302,NA,-0.423384839,0.31013193,0.172197567,NA,-0.201399648,0.425212618,0.635753385,0.829658046,FGFBP3
13633,ENSG00000174738,515.0050063,-0.167344528,0.412131426,-0.406046511,0.684708426,0.919435009,0.217655912,0.243878042,0.372136504,0.714747208,-0.073732782,0.329230414,0.822792355,0.925279462,NR1D2
13634,ENSG00000174740,17.28047998,0.168706545,0.475333543,0.354922448,0.722647691,0.933410649,-0.223941903,0.278250692,0.420923182,NA,-0.198539192,0.39066134,0.611303939,0.816367312,PABPC5
13635,ENSG00000174744,102.6194319,-0.187483465,0.227430754,-0.824354058,0.409738411,0.794215834,-0.003378834,0.124996637,0.978434687,NA,0.107661373,0.177041093,0.543111098,0.774962575,BRMS1
13636,ENSG00000174748,2101.717158,0.181127335,0.143057489,1.266115712,0.205471658,0.637415692,-0.155511387,0.079120529,0.049356416,0.352668914,-0.259800587,0.110016626,0.018202812,0.125514144,RPL15
13637,ENSG00000174749,470.2504318,0.470230836,0.281100042,1.672823783,0.094361991,0.477678705,-0.062081882,0.158515746,0.695320615,0.889428065,-0.464270391,0.21989324,0.034742709,0.182372658,C4orf32
13638,ENSG00000174775,110.5742111,-0.281917253,0.243222048,-1.15909415,0.24641781,0.679737642,0.152137707,0.136827214,0.266182633,NA,0.330990963,0.190104277,0.081665677,0.292391205,HRAS
13639,ENSG00000174776,0.940075898,0.59206587,0.575929943,1.02801717,0.303941751,NA,1.143802859,1.080036511,0.289581145,NA,-1.003138117,1.22134038,0.411451506,NA,WDR49
13640,ENSG00000174780,372.5305999,-0.037034202,0.211520494,-0.175085643,0.861012339,0.966993401,0.124909185,0.118281116,0.290951503,0.644466819,0.168902894,0.164347071,0.304081207,0.582222584,SRP72
13641,ENSG00000174788,0.306102447,0.545711134,0.409568279,1.332405759,0.182726891,NA,-2.764118289,2.141408222,0.196774891,NA,0.29276681,2.14141201,0.891254719,NA,PCP2
13642,ENSG00000174791,28.71949042,-0.014130889,0.508168055,-0.027807511,0.977815675,0.995467229,-0.091607272,0.31462646,0.770927418,NA,0.124332596,0.420624371,0.767542778,0.898161661,RIN1
13643,ENSG00000174792,4.526315354,0.59562478,0.682333666,0.872923044,0.382705025,NA,-0.900245889,0.552819993,0.103427138,NA,0.111696401,0.661447594,0.865901578,0.944574266,C4orf26
13644,ENSG00000174796,89.12615308,0.237809797,0.255545198,0.930597792,0.352061657,0.761589767,-0.082951628,0.136329835,0.542880599,NA,-0.369735714,0.202776059,0.068247422,0.264462537,THAP6
13645,ENSG00000174799,51.41172913,0.337941633,0.324456257,1.041563,0.297614331,0.725555876,0.239330548,0.178889923,0.180940484,NA,-0.191367303,0.265311233,0.470728874,0.725781173,CEP135
13646,ENSG00000174804,3448.458977,-0.199697701,0.238452662,-0.837473147,0.402326665,0.790891787,0.154278627,0.134600197,0.251712774,0.609563468,0.374796722,0.184523464,0.042238743,0.203864619,FZD4
13647,ENSG00000174807,2141.300815,-0.701642677,0.46328138,-1.514506532,0.129897418,0.538079778,0.745327703,0.281676602,0.008144006,0.17754652,1.27530091,0.375371966,0.000680214,0.015604035,CD248
13648,ENSG00000174808,3.17565606,-0.579727753,0.704459028,-0.822940342,0.41054192,NA,-0.330068702,0.666894473,0.62064676,NA,-0.515488649,0.837964812,0.538444164,NA,BTC
13649,ENSG00000174827,0.249346771,0.191006233,0.327120305,0.583902099,0.559286181,NA,0.828588661,2.678877833,0.757089996,NA,0.562399328,2.753425833,0.838154706,NA,PDZK1
13650,ENSG00000174837,2.425010479,1.146512436,0.699684924,1.638612462,0.101293995,NA,-0.157955551,0.703913,0.822448863,NA,-1.009792345,0.88921497,0.256124091,NA,EMR1
13651,ENSG00000174839,158.6574429,-0.079346072,0.249967815,-0.317425152,0.750921025,0.943397717,0.036215173,0.139165424,0.794685505,NA,0.031784432,0.195269396,0.870697787,0.946487181,DENND6A
13652,ENSG00000174840,119.3356524,0.061853332,0.323906662,0.190960356,0.848556653,0.964074117,0.06991701,0.185695867,0.706535143,NA,0.16638287,0.255821573,0.515442663,0.756698466,PDE12
13653,ENSG00000174842,30.56206301,0.07296474,0.430901633,0.169330386,0.865536776,0.968846805,-0.205196075,0.255342998,0.421622497,NA,0.099836541,0.346986679,0.773557696,0.900114853,GLMN
13654,ENSG00000174844,1.253569146,-0.029492814,0.669129687,-0.044076379,0.964843521,NA,-0.939774275,0.937536604,0.316156836,NA,0.315890843,1.039186936,0.76114401,NA,DNAH12
13655,ENSG00000174851,173.3124745,-0.1076377,0.244678061,-0.439915618,0.659998224,0.91208062,0.023087723,0.137087275,0.866255836,NA,0.155239903,0.190645543,0.415481411,0.682139422,YIF1A
13656,ENSG00000174871,2.902406183,0.549026906,0.700254018,0.784039637,0.433016853,NA,-1.23716454,0.569626808,0.029864256,NA,-0.732850311,0.721472475,0.309738783,NA,CNIH2
13657,ENSG00000174876,0.217495102,-1.75E-05,0.003479404,-0.005020345,0.995994361,NA,-17.50865516,265.2060981,0.947362657,NA,1.022238179,4.270506147,0.810817397,NA,AMY1B
13658,ENSG00000174885,2.237517336,0.456824492,0.705426305,0.647586416,0.517252486,NA,-0.727380845,0.665291968,0.274250798,NA,-0.513904037,0.822353539,0.532024472,NA,NLRP6
13659,ENSG00000174886,75.10149351,-0.032889794,0.347236688,-0.094718661,0.924538296,0.983337166,-0.093911099,0.19430646,0.628872559,NA,-0.286812365,0.274800969,0.296619842,0.573982994,NDUFA11
13660,ENSG00000174891,114.6367339,-0.07781153,0.29061867,-0.267744428,0.788896049,0.953066161,-0.035427922,0.165205078,0.830197605,NA,0.222827427,0.227480906,0.327311541,0.604758355,RSRC1
13661,ENSG00000174898,1.198084258,0.118417017,0.618528543,0.191449559,0.848173396,NA,1.125233764,1.069533591,0.292763335,NA,-0.1379948,1.174910377,0.906502401,NA,CATSPERD
13662,ENSG00000174899,88.73663495,-0.585899975,0.372989819,-1.570820289,0.116224398,0.513621609,-0.194923758,0.220878098,0.377509327,NA,0.839480053,0.292530102,0.004108329,0.049606808,C3orf55
13663,ENSG00000174903,920.7905962,-0.538003252,0.123318619,-4.362709024,1.28E-05,0.005687525,0.030162327,0.068220418,0.658394783,0.879192517,0.372136454,0.094268869,7.89E-05,0.003763206,RAB1B
13664,ENSG00000174914,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OR9G1
13665,ENSG00000174915,123.1572878,-0.422746773,0.214983371,-1.966416151,0.049250559,0.373509204,-0.01298641,0.118147689,0.912475399,NA,0.204132755,0.165258094,0.216742667,0.487617278,PTDSS2
