Supplementary Table 4a. Cushing's effect on gene expressions after controlling for BMI,,,,,,,,,,,,,,,,
,Row.names,baseMean,log2FoldChange.BMIxDisease,lfcSE.BMIxDisease,stat.BMIxDisease,pvalue.BMIxDisease,padj.BMIxDisease,log2FC_Obese_vs_notObese,lfcSE_Obese_vs_notObese,pvalue_Obese_vs_notObese,padj_Obese_vs_notObese,log2FC_Cushing_vs_Con,lfcSE_Cushing_vs_Con,pvalue_Cushing_vs_Con,padj_Cushing_vs_Con,external_gene_id
1498,ENSG00000080546,329.4097017,0.484528018,0.2750256,1.761756062,0.078110521,0.446657452,-0.083850163,0.155359321,0.589391785,0.841518819,-0.168468559,0.215241446,0.433805814,0.695160805,SESN1
1499,ENSG00000080561,71.90500599,0.038521378,0.317207695,0.121438978,0.903343345,0.979372968,0.267210287,0.178834512,0.135129549,NA,0.047337915,0.254053852,0.852185796,0.938066572,MID2
1500,ENSG00000080572,0.114098204,-3.06E-05,0.000558228,-0.054892368,0.956224212,NA,15.12823332,194.9056152,0.938131723,NA,-15.38430483,279.9806685,0.956180099,NA,PIH1D3
1501,ENSG00000080573,1533.414317,-0.154567597,0.274092449,-0.563925045,0.572805145,0.874140993,0.135251375,0.15599595,0.385931871,0.724703493,0.562727414,0.213093187,0.008272092,0.077463973,COL5A3
1502,ENSG00000080603,620.6448083,0.091560165,0.194964095,0.469625782,0.638622402,0.906232379,-0.138548803,0.108267957,0.200656195,0.561729927,-0.126959567,0.150643214,0.399349717,0.669693003,SRCAP
1503,ENSG00000080608,103.8774861,-0.087824518,0.255439679,-0.343817055,0.730983873,0.935955427,0.047068592,0.142850439,0.741781113,NA,0.153246066,0.200261479,0.444134674,0.703985991,KIAA0020
1504,ENSG00000080618,0.241686411,-2.03E-05,0.003227664,-0.006274461,0.994993737,NA,-0.134037227,2.26342652,0.952777897,NA,-16.09610559,274.7577647,0.953284334,NA,CPB2
1505,ENSG00000080644,1.418476827,-0.06395088,0.685851067,-0.0932431,0.925710434,NA,-0.414029383,0.859414229,0.629978114,NA,0.334476538,0.969803333,0.730176242,NA,CHRNA3
1506,ENSG00000080709,2.894754267,1.247152238,0.700523879,1.780313671,0.075024641,NA,-0.579526796,0.562204164,0.302628992,NA,-0.904559423,0.750885252,0.228335615,NA,KCNN2
1507,ENSG00000080802,122.9642767,-0.056695663,0.197425959,-0.287174305,0.77397886,0.948958309,-0.019313492,0.107074226,0.856858341,NA,0.017690342,0.154258461,0.908698863,0.960575477,CNOT4
1508,ENSG00000080815,349.224751,0.054681673,0.15505964,0.352649296,0.724351376,0.933801536,0.081321404,0.085210023,0.339899272,0.680682776,0.064287098,0.120957592,0.595083004,0.806334244,PSEN1
1509,ENSG00000080819,104.6456909,-0.163149403,0.255762543,-0.637894044,0.523542655,0.850606056,0.076429983,0.142928207,0.592826977,NA,0.172056027,0.200294278,0.390331585,0.661391467,CPOX
1510,ENSG00000080822,262.7476427,0.342195354,0.182386932,1.876205442,0.060627075,0.404718642,-0.105579358,0.097381889,0.278285629,0.634593082,-0.464473609,0.143161005,0.001176924,0.023004435,CLDND1
1511,ENSG00000080823,57.81667323,-0.154298415,0.317332537,-0.48623572,0.626800048,0.900464821,-0.154887027,0.169487185,0.360792063,NA,-0.383798991,0.248527741,0.122518011,0.36534722,MOK
1512,ENSG00000080824,3096.259947,-0.467639704,0.223202381,-2.095137612,0.036158761,0.334552502,0.108621675,0.125777969,0.387808448,0.724703493,0.751388132,0.1723682,1.31E-05,0.000980165,HSP90AA1
1513,ENSG00000080839,40.49315767,0.252928855,0.351933051,0.718684573,0.472335291,0.825308735,0.210426553,0.197737965,0.287252284,NA,-0.074753357,0.287704913,0.794997617,0.912082374,RBL1
1514,ENSG00000080845,436.5887587,-0.10089572,0.246300991,-0.409643988,0.682067124,0.918696383,0.183656563,0.138375286,0.184430861,0.548535477,0.056647055,0.191659239,0.767565126,0.898161661,DLGAP4
1515,ENSG00000080854,8.396468884,0.438666691,0.705577421,0.621713051,0.534130568,NA,0.125334705,0.638832863,0.8444589,NA,-1.227311733,0.803892432,0.126832793,0.372236099,IGSF9B
1516,ENSG00000080910,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CFHR2
1517,ENSG00000080986,6.363017535,0.614297303,0.65471989,0.938259723,0.348110953,NA,0.396908728,0.487421976,0.415471919,NA,0.258841247,0.624549538,0.678548457,0.852767962,NDC80
1518,ENSG00000081014,82.23203807,-0.09229762,0.267956258,-0.344450323,0.73050765,0.935955427,0.097207174,0.150755058,0.519055455,NA,0.211359703,0.211151193,0.316832858,0.595486294,AP4E1
1519,ENSG00000081019,115.2396534,-0.132536051,0.241461401,-0.548891255,0.58308008,0.878847469,0.064702358,0.134221912,0.629766801,NA,0.135392527,0.188942578,0.47363311,0.727847536,RSBN1
1520,ENSG00000081026,70.54894117,-0.130977662,0.326301201,-0.401401104,0.688124837,0.920828451,0.211110141,0.18715092,0.259311111,NA,0.274882574,0.259286785,0.289076909,0.565543522,MAGI3
1521,ENSG00000081041,25.00155219,-0.033790031,0.697246545,-0.0484621,0.961347969,0.991608423,1.377026868,0.593908326,0.020417555,NA,0.232693587,0.726200589,0.74864538,0.888814254,CXCL2
1522,ENSG00000081051,0.123668655,0.00012041,0.000919839,0.130903583,0.89585158,NA,14.02748859,169.2394034,0.933942602,NA,15.89780058,166.2031021,0.923796288,NA,AFP
1523,ENSG00000081052,17.57453789,2.071224789,0.705622636,2.935315113,NA,NA,-1.073754978,0.678602948,NA,NA,-0.587290021,0.803390629,NA,NA,COL4A4
1524,ENSG00000081059,34.80960627,-0.020291531,0.495290389,-0.040968958,0.967320643,0.993671132,-0.40536207,0.3063489,0.185767567,NA,0.220097456,0.404174514,0.58605586,0.800516242,TCF7
1525,ENSG00000081087,414.9819974,-0.040053915,0.250996519,-0.159579565,0.873212277,0.970560629,0.153669934,0.142460839,0.280729541,0.635434485,0.45297442,0.195260039,0.020348877,0.134109717,OSTM1
1526,ENSG00000081138,0.712962903,-0.727402649,0.57699264,-1.26067925,0.207424433,NA,0.779600172,1.225444291,0.52466069,NA,0.176981282,1.362104819,0.896620065,NA,CDH7
1527,ENSG00000081148,3.8015275,-0.003044187,0.69720655,-0.004366262,0.996516238,NA,0.48004253,0.552662084,0.385065713,NA,-0.365534824,0.733761178,0.61836709,NA,IMPG2
1528,ENSG00000081154,580.1748638,-0.143087123,0.154681302,-0.925044727,0.354942643,0.763102259,0.015491638,0.085515745,0.856245607,0.946859345,0.132451833,0.119298338,0.266888233,0.542983596,PCNP
1529,ENSG00000081177,160.7750669,0.089200214,0.200725463,0.444389129,0.656761272,0.91208062,-0.004789661,0.110905417,0.965552548,NA,0.071569821,0.157190998,0.648889951,0.836908338,EXD2
1530,ENSG00000081181,300.2642813,-0.426743022,0.285255882,-1.496000782,0.134653451,0.546198628,0.048943289,0.163342041,0.764454199,0.914812953,0.650250239,0.221948583,0.003392526,0.04348573,ARG2
1531,ENSG00000081189,328.6166982,0.089104402,0.276543721,0.322207286,0.747295666,0.942489029,0.229494936,0.155550884,0.140113394,0.495230505,-0.184143167,0.216727669,0.395518413,0.66652177,MEF2C
1532,ENSG00000081237,223.1909974,1.403622442,0.474633335,2.957277413,0.003103687,0.100080688,0.069118518,0.287874801,0.810253331,NA,-0.747033459,0.389033757,0.054829124,0.235660618,PTPRC
1533,ENSG00000081248,0.226163591,0.254690384,0.369555602,0.689180147,0.490709909,NA,-0.372743871,2.218717719,0.866583529,NA,-0.398653133,2.46277995,0.871407287,NA,CACNA1S
1534,ENSG00000081277,194.2587205,0.769916318,0.474084384,1.624006917,0.104374332,0.495764743,0.015524359,0.284223371,0.956440984,NA,-1.331366088,0.388741588,0.000615229,0.014702379,PKP1
1535,ENSG00000081307,260.7370813,-0.477609357,0.175055336,-2.728333619,0.006365519,0.143302105,0.151713281,0.098079094,0.121900319,0.476381922,0.490870117,0.134945695,0.000275256,0.008714973,UBA5
1536,ENSG00000081320,208.7422278,0.123652483,0.358482671,0.344932945,0.730144782,0.935955427,0.037305581,0.208178282,0.85778054,NA,0.156506977,0.283624399,0.581078059,0.797024717,STK17B
1537,ENSG00000081377,386.9116212,0.198402869,0.248077393,0.79976199,0.423848709,0.801545743,0.020614324,0.139305528,0.882359163,0.957771287,-0.06532162,0.193320938,0.735444492,0.882212376,CDC14B
1538,ENSG00000081386,86.5122027,-0.240869766,0.249805805,-0.964228059,0.3349316,0.749221279,0.229827362,0.140108213,0.100931146,NA,0.288351283,0.197029655,0.143332858,0.395930332,ZNF510
1539,ENSG00000081479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LRP2
1540,ENSG00000081665,134.5694932,0.06747887,0.230499783,0.292750253,0.769713055,0.948630651,-0.07439731,0.125817349,0.554311378,NA,-0.14136412,0.18034662,0.433130014,0.694734941,ZNF506
1541,ENSG00000081692,65.5444718,-0.131495732,0.277749564,-0.473432721,0.63590449,0.905279767,-0.158104805,0.155962794,0.310709641,NA,0.171969887,0.215819894,0.425554826,0.689108913,JMJD4
1542,ENSG00000081721,62.5482067,0.353727381,0.308839715,1.145342919,0.252067134,0.686447052,-0.032999858,0.165897287,0.842327356,NA,-0.470814083,0.248607165,0.058250582,0.243387044,DUSP12
1543,ENSG00000081760,320.1822587,-2.265422576,0.367007047,-6.17269504,6.71E-10,4.18E-06,-0.255315384,0.217374066,0.240177236,0.600287132,2.657783248,0.287100577,2.10E-20,2.88E-16,AACS
1544,ENSG00000081791,361.5252776,0.202441165,0.154100321,1.31369723,0.188948114,0.620030481,-0.17952604,0.083976844,0.032532647,0.291883819,-0.137665719,0.119500197,0.249315943,0.524896628,KIAA0141
1545,ENSG00000081800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLC13A1
1546,ENSG00000081803,89.68007964,-0.673079642,0.374111744,-1.799140638,0.071996437,0.431663845,0.373208909,0.216158891,0.084248698,NA,0.259233719,0.29690418,0.382596313,0.65555143,CADPS2
1547,ENSG00000081818,0.705586956,-0.7733866,0.516650047,-1.496925441,0.13441266,NA,-0.518097607,1.425094275,0.716191668,NA,-0.220089565,1.641171848,0.893319443,NA,PCDHB4
1548,ENSG00000081842,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PCDHA6
1549,ENSG00000081853,15.07769459,0.109519415,0.537031624,0.20393476,0.838404481,NA,-0.241136485,0.324691897,0.45768606,NA,-0.349265424,0.451470765,0.439157361,0.699942459,PCDHGA2
1550,ENSG00000081870,64.16335556,0.121227237,0.265773146,0.456130496,0.648296142,0.909953817,-0.069754144,0.147958107,0.637322822,NA,0.057379742,0.210064749,0.784735878,0.906443821,HSPB11
1551,ENSG00000081913,115.37392,-0.487136844,0.478148596,-1.018798023,0.308298865,0.733151058,-0.325636967,0.291318539,0.263650803,NA,0.120002011,0.387887773,0.757037792,0.892684827,PHLPP1
1552,ENSG00000081923,112.2392368,0.199734359,0.367604584,0.543340229,0.586895571,0.881379767,0.240512786,0.209748945,0.251518108,NA,-0.334641815,0.29455755,0.255921843,0.530969037,ATP8B1
1553,ENSG00000081985,17.14084626,0.73146064,0.59226267,1.235027426,0.216820297,0.647967458,0.77535184,0.335653646,0.020889487,NA,-1.371434515,0.546747747,0.012129658,0.096622394,IL12RB2
1554,ENSG00000082014,137.197055,0.065132836,0.322678369,0.201850641,0.84003349,0.962749089,-0.295507203,0.183440881,0.107198801,NA,-0.106624239,0.252740164,0.673117755,0.849875206,SMARCD3
1555,ENSG00000082068,105.1704328,-0.244869924,0.296266543,-0.82651899,0.40850975,0.793025113,-0.02685217,0.166262591,0.871696006,NA,0.056757399,0.231468932,0.806297505,0.917847239,WDR70
1556,ENSG00000082074,93.13322553,0.85455957,0.489016543,1.747506464,0.080549525,0.44978458,0.012335629,0.299469135,0.967143108,NA,-0.265501216,0.403590724,0.510636021,0.75310181,FYB
1557,ENSG00000082126,3.647221062,-0.373601515,0.679687933,-0.549666247,0.582548312,NA,0.270445793,0.566327593,0.63297549,NA,0.99191083,0.665247254,0.135950771,NA,MPP4
1558,ENSG00000082146,205.1477013,-0.000250377,0.31131975,-0.000804242,0.999358307,0.999631892,-0.121247114,0.177704064,0.495050587,NA,0.075385385,0.243773891,0.757136636,0.892724774,STRADB
1559,ENSG00000082153,816.1848772,0.018359302,0.240015346,0.076492202,0.939027518,0.987073511,0.002409408,0.135471058,0.985810043,0.997224017,0.243268542,0.186027324,0.190973969,0.4573324,BZW1
1560,ENSG00000082175,37.51745433,0.144599743,0.421129164,0.343361978,0.73132616,0.935955427,0.29269609,0.236718467,0.216282645,NA,-0.417494332,0.347505579,0.229594816,0.502546355,PGR
1561,ENSG00000082196,57.43505084,-0.613685038,0.703471395,-0.872366726,0.383008347,0.77918342,1.058161018,0.630146477,0.093107181,NA,-1.054440168,0.764332113,0.167722903,0.429114366,C1QTNF3
1562,ENSG00000082212,154.1289245,0.113190003,0.296980554,0.381136077,0.703102279,0.925054077,-0.027400522,0.170082987,0.872013932,NA,0.280141069,0.232962477,0.229163732,0.502021208,ME2
1563,ENSG00000082213,90.59346283,-0.557505115,0.232025822,-2.402771858,0.016271335,0.231358048,0.251067808,0.129554498,0.05263152,NA,0.403088446,0.180596758,0.02561625,0.153775838,C5orf22
1564,ENSG00000082258,245.95149,0.071710796,0.163847618,0.437667615,0.661627249,0.912084651,-0.014473482,0.088403547,0.869951098,NA,-0.112881267,0.128029907,0.377950479,0.651620769,CCNT2
1565,ENSG00000082269,72.43479479,0.454076315,0.253543592,1.790920097,0.073306118,0.437058023,0.090236866,0.135396491,0.505114667,NA,-0.285771658,0.206438387,0.166268098,0.42682154,FAM135A
1566,ENSG00000082293,0.359140335,-0.052777135,0.449896317,-0.11730955,0.906614757,NA,-1.447475696,1.916704178,0.450135029,NA,1.276616139,1.970679661,0.517111081,NA,COL19A1
1567,ENSG00000082397,615.4907156,-0.616558945,0.230214588,-2.678192337,0.00740207,0.156332764,0.106083481,0.129772133,0.413665807,0.738812447,0.527059594,0.177782924,0.003030527,0.040508239,EPB41L3
1568,ENSG00000082438,985.5013045,-0.992940732,0.311518337,-3.187423065,0.001435466,0.067557344,0.467041733,0.178902876,0.009038667,0.184073166,0.855944498,0.243406108,0.00043723,0.011711452,COBLL1
1569,ENSG00000082458,38.65203209,0.770521348,0.425108629,1.812528128,0.069904632,0.427949963,-0.06986985,0.238685662,0.76973047,NA,-0.703669537,0.352330528,0.045805,0.212637334,DLG3
1570,ENSG00000082482,4.375620908,-0.273289898,0.703109515,-0.388687527,0.69750731,NA,1.208978643,0.599289759,0.043658749,NA,-0.173222988,0.770927837,0.822217202,0.924935455,KCNK2
1571,ENSG00000082497,52.28168352,0.010177117,0.550630353,0.018482665,0.985253806,0.996086265,0.312802738,0.346827194,0.367111075,NA,-0.495440723,0.467698524,0.289455702,0.565717291,SERTAD4
1572,ENSG00000082512,151.9221735,0.250513451,0.379976829,0.659286123,0.509712052,0.844268835,0.149826812,0.219014406,0.493914742,NA,-0.413189337,0.303701875,0.173668696,0.436422,TRAF5
1573,ENSG00000082515,74.07740987,-0.484139353,0.237428651,-2.039094065,0.04144064,0.350588404,0.002278727,0.130876078,0.986108465,NA,0.273835068,0.182173572,0.132799146,0.379690609,MRPL22
1574,ENSG00000082516,139.7259372,-0.122919642,0.198594816,-0.61894688,0.535951354,0.855592219,0.044841677,0.109662921,0.682609645,NA,0.168307941,0.1549482,0.277381364,0.553527592,GEMIN5
1575,ENSG00000082556,4.18133382,-0.781564645,0.68891372,-1.13448843,0.256589724,NA,1.002119091,0.564760676,0.075994742,NA,0.608820682,0.700282281,0.384632078,NA,OPRK1
1576,ENSG00000082641,3181.917785,0.329163543,0.319254604,1.031037735,0.302523125,0.730578067,-0.23190409,0.183402724,0.206067547,0.569500717,-0.301861302,0.249820082,0.226926198,0.499895606,NFE2L1
1577,ENSG00000082684,21.13707951,-0.037628761,0.539656534,-0.06972724,0.94441076,0.988445832,-0.078725523,0.339027822,0.816375204,NA,0.020323379,0.453767444,0.964276216,0.985285506,SEMA5B
1578,ENSG00000082701,289.0406489,-0.277134877,0.145042739,-1.910711825,0.056041624,0.393067227,0.121720715,0.080079591,0.128511801,0.485895796,0.286635241,0.112385791,0.010758148,0.091013756,GSK3B
1579,ENSG00000082781,2132.199402,0.176933099,0.266453612,0.664029649,0.506671335,0.843903349,0.28167532,0.15114128,0.062370059,0.380982765,0.097048267,0.207110924,0.639369083,0.832249399,ITGB5
1580,ENSG00000082805,357.0636395,-0.201471224,0.220183523,-0.91501499,0.360183761,0.765559089,0.129841944,0.123475271,0.293000397,0.645909809,0.25958856,0.170794279,0.12853856,0.37492005,ERC1
1581,ENSG00000082898,751.5048432,0.198904784,0.164162001,1.211637178,0.225651297,0.658282386,-0.001130453,0.091093039,0.990098608,0.998575663,0.019478843,0.127009455,0.878110209,0.949148827,XPO1
1582,ENSG00000082929,0.296278907,0.357029406,0.392540811,0.909534488,0.363068062,NA,-2.374152749,2.328739468,0.30796507,NA,2.573913185,2.285890516,0.260165433,NA,C4orf6
1583,ENSG00000082996,427.0060603,-0.095763738,0.169374154,-0.565397587,0.571803366,0.873079248,0.061876701,0.094046047,0.510576379,0.792981135,0.193444466,0.131096513,0.140054477,0.390600482,RNF13
1584,ENSG00000083067,11.64201422,-0.489694716,0.685230873,-0.714641934,0.474830326,NA,0.321831927,0.533927838,0.546666388,NA,-0.312227553,0.678592456,0.645436867,0.835483677,TRPM3
1585,ENSG00000083093,55.15893534,-0.267427184,0.297829049,-0.897921759,0.369227263,0.769883605,0.215340061,0.165874173,0.194214042,NA,0.151260408,0.236438814,0.522338783,0.762099939,PALB2
1586,ENSG00000083097,218.1333963,-0.245157145,0.232433477,-1.054741119,0.29154374,0.72219547,0.195620119,0.130020513,0.132444249,NA,0.217268694,0.181136,0.230342035,0.502960417,DOPEY1
1587,ENSG00000083099,184.7853527,-0.397656717,0.18967274,-2.096541219,0.036034207,0.334202607,0.125617665,0.106677747,0.238978732,NA,0.472824918,0.146643841,0.001262775,0.024133225,LYRM2
1588,ENSG00000083123,164.7292743,-0.464626325,0.298495822,-1.55655889,0.119575251,0.519257866,-0.090823656,0.170829919,0.594960604,NA,0.467528884,0.2319197,0.043809549,0.207367213,BCKDHB
1589,ENSG00000083168,400.0014883,0.056490335,0.215429001,0.26222252,0.793149892,0.953412746,0.045160016,0.11959752,0.705727813,0.894712237,-0.11799267,0.167440006,0.481005508,0.732171263,KAT6A
1590,ENSG00000083223,143.521365,0.414871518,0.21001283,1.975457968,0.0482162,0.372754942,0.034320563,0.115288855,0.765938298,NA,-0.092058538,0.167082642,0.581650076,0.797576682,ZCCHC6
1591,ENSG00000083290,272.6203392,0.374606598,0.197875731,1.893140691,0.058339162,0.39873433,-0.07757831,0.109265754,0.47770627,0.779797268,-0.123784181,0.154723561,0.423690828,0.688172066,ULK2
1592,ENSG00000083307,0.81980932,0.054866132,0.529752656,0.103569338,0.917511121,NA,0.960519067,1.439023583,0.504465755,NA,0.255611278,1.524134566,0.866812115,NA,GRHL2
1593,ENSG00000083312,568.8212303,-0.236938737,0.204461656,-1.158841912,0.24652063,0.679737642,0.288902141,0.115137805,0.012100982,0.202507311,0.524370192,0.158385357,0.00093055,0.01970213,TNPO1
1594,ENSG00000083444,523.9316448,-0.223929369,0.333266614,-0.671922598,0.501632973,0.841006739,-0.058578018,0.192494687,0.760891886,0.914812953,0.433978228,0.261379917,0.096847076,0.321909934,PLOD1
1595,ENSG00000083454,1.956881549,0.349857401,0.695398855,0.503103217,0.614891705,NA,-0.248975224,0.73011668,0.733097976,NA,-0.788986584,0.920599004,0.391424931,NA,P2RX5
1596,ENSG00000083457,98.65076885,0.181334149,0.287777213,0.630119901,0.52861614,0.853494463,-0.019198192,0.162328035,0.905855411,NA,0.046611434,0.22717293,0.837431177,0.931073857,ITGAE
1597,ENSG00000083520,251.3336712,-0.027812595,0.202707681,-0.137205434,0.890868416,0.975976035,0.079897593,0.111607805,0.474066572,NA,-0.027075064,0.158035664,0.863970193,0.944574266,DIS3
1598,ENSG00000083535,64.6991585,-0.223671297,0.261500208,-0.855338889,0.392363564,0.784467858,0.154354333,0.142210748,0.27774831,NA,0.044890081,0.206743196,0.828107296,0.927083457,PIBF1
1599,ENSG00000083544,95.5012759,0.322051239,0.301278178,1.068949768,0.285092305,0.718614262,0.021438895,0.1686023,0.898816455,NA,-0.158842857,0.239644224,0.507440838,0.751940532,TDRD3
1600,ENSG00000083635,25.09373088,0.471584928,0.442201042,1.066449156,0.286220651,0.719705861,0.257574795,0.251364011,0.305500833,NA,-0.339961265,0.372900663,0.36194399,0.636685945,NUFIP1
1601,ENSG00000083642,160.9171295,0.022492331,0.225902758,0.09956643,0.920688547,0.982210033,0.127527669,0.124093902,0.304104745,NA,-0.055779463,0.177625235,0.753499065,0.891495665,PDS5B
1602,ENSG00000083720,534.7243225,-0.693220629,0.244780908,-2.832004485,0.00462572,0.122335966,0.012320849,0.139080297,0.929409324,0.979071591,0.872155788,0.189074915,3.97E-06,0.000413728,OXCT1
1603,ENSG00000083750,84.83352934,0.319781107,0.259861709,1.230581865,0.218479291,0.649875471,-0.226177848,0.138879191,0.103398947,NA,-0.410105358,0.205306142,0.045767543,0.212616169,RRAGB
1604,ENSG00000083782,0.057684868,0.00011438,0.000940444,0.12162347,0.903197225,NA,12.99864113,172.7479265,0.940018752,NA,14.86740313,169.5319698,0.930117701,NA,EPYC
1605,ENSG00000083799,242.3988547,0.093363748,0.192292564,0.485529683,0.627300662,0.900751005,0.080180504,0.106812936,0.45285558,NA,0.122367583,0.150304562,0.415569984,0.682139422,CYLD
1606,ENSG00000083807,51.57603516,-0.270353024,0.320814652,-0.842707844,0.399391859,0.789015086,0.099558171,0.178324003,0.576640003,NA,0.048357626,0.253590196,0.848766894,0.936106771,SLC27A5
1607,ENSG00000083812,35.42907152,-0.149814511,0.32819574,-0.456479145,0.648045464,0.909951471,-0.220118388,0.174532814,0.207241746,NA,-0.22633358,0.255760576,0.376187272,0.650212491,ZNF324
1608,ENSG00000083814,41.4111258,0.00262347,0.473439231,0.005541303,0.995578703,0.998502207,-0.083677577,0.286587305,0.770302408,NA,0.065916423,0.38664707,0.864630973,0.944574266,ZNF671
1609,ENSG00000083817,20.02454245,-0.346067406,0.402647044,-0.859480806,0.390075305,0.783822525,0.129706982,0.229270739,0.571572455,NA,0.154756227,0.323975876,0.632879233,0.828358308,ZNF416
1610,ENSG00000083828,23.56830702,0.614406794,0.439114102,1.399196224,0.161754149,0.591317765,-0.076965699,0.228297357,0.736019527,NA,-0.958813966,0.370990372,0.009752842,0.085686578,ZNF586
1611,ENSG00000083838,59.65272779,-0.546937719,0.274900002,-1.989587902,0.04663635,0.370022281,0.091263961,0.145703097,0.531072678,NA,-0.034327489,0.212805073,0.871849607,0.946749639,ZNF446
1612,ENSG00000083842,0.065983787,0.000115378,0.000936814,0.123160289,0.901980171,NA,13.16898092,172.1518325,0.939024245,NA,15.03800203,168.9667872,0.929082108,NA,ZNF8
1613,ENSG00000083844,23.35708605,0.275268844,0.452970762,0.607696716,0.543388642,0.858655618,0.185433029,0.266677473,0.486838691,NA,-0.054923634,0.377634162,0.884362394,0.951556085,ZNF264
1614,ENSG00000083845,1148.04672,0.146810484,0.211307487,0.694771805,0.48719832,0.832709282,-0.238267624,0.118136917,0.043708357,0.333979965,-0.218855421,0.163172636,0.179839052,0.443417983,RPS5
1615,ENSG00000083857,1135.985431,-0.687735977,0.335024169,-2.052795109,0.040092453,0.345939855,0.733179358,0.193871311,0.000155709,0.031864113,1.050015039,0.263095969,6.58E-05,0.003287662,FAT1
1616,ENSG00000083896,20.37729741,-0.210732645,0.421265308,-0.500237358,0.616907956,0.895400402,0.161444794,0.242840139,0.506166122,NA,0.110246948,0.343378713,0.748160998,0.888546263,YTHDC1
1617,ENSG00000083937,223.2146964,0.02155042,0.164193943,0.131249785,0.895577714,0.977530714,0.071091081,0.089713102,0.42811176,NA,0.058129185,0.128667577,0.651428897,0.838441523,CHMP2B
1618,ENSG00000084070,262.3795056,0.141273261,0.239144604,0.590744088,0.554691903,0.86439004,0.010198877,0.133949651,0.939308008,0.982177811,0.028698907,0.186558893,0.877741442,0.949148827,SMAP2
1619,ENSG00000084072,175.1484438,-0.459671018,0.348083878,-1.320575431,0.186642969,0.617913951,-0.04882141,0.199470463,0.806646075,NA,-0.008711234,0.273298234,0.974572166,0.988601515,PPIE
1620,ENSG00000084073,267.613825,-0.275189869,0.234178672,-1.175127807,0.239943587,0.672990531,0.209976101,0.132101032,0.111944974,0.461789958,0.393460802,0.182126849,0.030744284,0.170086847,ZMPSTE24
1621,ENSG00000084090,549.3220556,-0.358572198,0.221442269,-1.619258149,0.105391731,0.497713741,0.07862998,0.12466264,0.528209142,0.802319252,0.429734765,0.171137917,0.012037484,0.096247001,STARD7
1622,ENSG00000084092,112.3582316,0.444730536,0.21762059,2.043605049,0.04099258,0.348524397,-0.295617392,0.114137033,0.009596988,NA,-0.493056161,0.171799054,0.004105256,0.049606808,NOA1
1623,ENSG00000084093,164.3996899,-0.375250851,0.224583986,-1.670870919,0.094747177,0.477678705,0.473423349,0.127313289,0.000200354,NA,0.532601701,0.176532118,0.002552693,0.036962056,REST
1624,ENSG00000084110,5.337615603,0.20249408,0.688736011,0.294008266,0.768751587,NA,-1.142521598,0.830384718,0.168854361,NA,-0.314449991,0.955516393,0.742088373,0.884864818,HAL
1625,ENSG00000084112,327.5634686,-0.200723716,0.205135652,-0.978492593,0.327830753,0.746145352,0.272934759,0.113557189,0.016238946,0.228582875,0.062067457,0.159809072,0.697731094,0.863602431,SSH1
1626,ENSG00000084207,771.2645802,-0.026005592,0.165945166,-0.156711957,0.875471863,0.97103745,-0.098309672,0.091963418,0.285065856,0.638201594,0.016485205,0.127841069,0.8973966,0.956791331,GSTP1
1627,ENSG00000084234,3475.882019,-0.156047451,0.222248061,-0.702131888,0.482596917,0.830471571,-0.024154795,0.125163067,0.846969461,0.942748457,0.51304168,0.171638029,0.002798088,0.038954945,APLP2
1628,ENSG00000084444,40.82234336,0.246972694,0.34422884,0.717466594,0.473086242,0.825308735,0.256852232,0.188453981,0.172900144,NA,-0.229062044,0.283061456,0.418382411,0.68367139,KIAA1467
1629,ENSG00000084453,0.459302978,0.284763744,0.436446393,0.652459841,0.514104571,NA,1.272735574,1.672279365,0.446610287,NA,-0.822732147,1.806452174,0.648792099,NA,SLCO1A2
1630,ENSG00000084463,270.7153116,0.02880514,0.15367101,0.187446807,0.851310326,0.964958201,-0.160617378,0.084564833,0.057519774,0.365518032,0.097077079,0.118670012,0.413333085,0.680763505,WBP11
1631,ENSG00000084623,499.0646644,-0.29240179,0.14080769,-2.07660384,0.037838138,0.340164397,-0.041726337,0.07798383,0.592605629,0.842653698,0.287640494,0.10802022,0.007748439,0.07424777,EIF3I
1632,ENSG00000084628,0.744841182,0.088626383,0.634322171,0.139718249,0.888882607,NA,-0.182349542,1.138899015,0.872794133,NA,1.288100011,1.173642188,0.272412566,NA,NKAIN1
1633,ENSG00000084636,689.9083895,-0.372932119,0.315762215,-1.181053655,0.237581409,0.670617349,0.400570704,0.180913506,0.026818058,0.266076735,0.143614574,0.247359249,0.561516083,0.785935128,COL16A1
1634,ENSG00000084652,371.8833456,0.208834907,0.14808156,1.410269493,0.158460123,0.585707402,-0.000694828,0.079771916,0.993050372,0.999542594,-0.219536366,0.115915509,0.058233723,0.243387044,TXLNA
1635,ENSG00000084674,137.7054818,-0.443291311,0.658106005,-0.673586484,0.500574248,0.841006739,-0.417292929,0.491639983,0.396005142,NA,1.950753012,0.611678523,0.001426769,0.025796364,APOB
