Supplementary Table 4b. Cushing's effect on gene expression in Obese and Non-obese patients,,,,,,,,,,
,Row.names,log2FC_NotObese_CushingvCon,lfcSE_NotObese_CushingvCon,pvalue_NotObese_CushingvCon,padj_NotObese_CushingvCon,log2FC_Obese_CushingvCon,lfcSE_Obese_CushingvCon,pvalue_Obese_CushingvCon,padj_Obese_CushingvCon,external_gene_id
2136,ENSG00000099937,0.733503724,0.538208047,0.172925756,NA,0.064940627,0.578426556,0.910608399,NA,SERPIND1
2137,ENSG00000099940,0.449921118,0.134127344,0.00079528,0.016014039,0.088335232,0.113210623,0.435229995,0.921492747,SNAP29
2138,ENSG00000099942,-0.059488107,0.119027342,0.617226316,0.808686734,-0.058854969,0.096073758,0.540139588,0.943419957,CRKL
2139,ENSG00000099949,-0.134795617,0.09557184,0.158418225,0.399418295,-0.017985475,0.078951128,0.819797713,0.975223778,LZTR1
2140,ENSG00000099953,-0.092532086,0.392351455,0.813556988,0.91478906,0.116292682,0.341259549,0.733273063,0.968950879,MMP11
2141,ENSG00000099954,-0.046209164,0.562314859,0.934506223,NA,-0.622934916,0.537326495,0.246324586,0.840014151,CECR2
2142,ENSG00000099956,0.080486568,0.13851044,0.561182053,0.774094936,0.078943572,0.115739936,0.495190133,0.936168903,SMARCB1
2143,ENSG00000099957,1.123924461,0.498363531,0.024118886,0.13849544,0.666776816,0.453282611,0.141292253,0.757940247,P2RX6
2144,ENSG00000099958,0.002028803,0.57742484,0.997196609,NA,0.596473124,0.554639931,0.282184917,NA,DERL3
2145,ENSG00000099960,1.329951505,0.457398044,0.003641605,0.042086981,1.203381333,0.410200115,0.003350076,0.232893941,SLC7A4
2146,ENSG00000099968,0.493119516,0.18957437,0.009290019,0.076588507,-0.004807156,0.16252194,0.976403207,0.99712655,BCL2L13
2147,ENSG00000099974,0.188497276,0.238041429,0.428437926,0.675346258,-0.267316248,0.206420021,0.195316351,0.80532049,DDTL
2148,ENSG00000099977,0.59020599,0.258915997,0.022635761,0.133413486,-0.076837161,0.224646183,0.732323535,0.968950879,DDT
2149,ENSG00000099984,-0.308899305,0.543891376,0.570073667,NA,0.559945852,0.484574442,0.24786877,NA,GSTT2
2150,ENSG00000099985,-0.742522034,0.556968817,0.18248314,NA,-0.449204082,0.591250507,0.447402509,NA,OSM
2151,ENSG00000099991,-0.255862401,0.194801286,0.189030231,0.440762092,-0.106600464,0.162100382,0.510782296,0.938962551,CABIN1
2152,ENSG00000099992,-0.055052159,0.187209144,0.768706186,0.891596173,-0.350211577,0.155535386,0.024344266,0.473336031,TBC1D10A
2153,ENSG00000099994,-0.858322906,0.51732889,0.097086864,0.306420597,0.244431944,0.472604721,0.605015397,0.954313376,SUSD2
2154,ENSG00000099995,-0.07515021,0.11395292,0.50958455,0.737652831,-0.062850123,0.095053278,0.508478021,0.938962551,SF3A1
2155,ENSG00000099998,-0.504689095,0.326983763,0.122717176,0.348402598,-0.027181684,0.282162504,0.923255757,0.989794156,GGT5
2156,ENSG00000099999,-0.216305242,0.257952448,0.401723584,0.655490948,-0.067287307,0.215517599,0.754878967,0.969703261,RNF215
2157,ENSG00000100003,0.266305248,0.4828204,0.581248673,NA,0.83358006,0.395799057,0.035198373,0.531663951,SEC14L2
2158,ENSG00000100012,-0.164528293,0.423538257,0.697674563,NA,-0.044133687,0.456261445,0.922941654,NA,SEC14L3
2159,ENSG00000100014,-0.095291617,0.169182569,0.573266532,0.780783533,-0.15404702,0.140147015,0.271688862,0.8552546,SPECC1L
2160,ENSG00000100023,-0.014605811,0.119009776,0.902322629,0.956520008,-0.121931414,0.099092392,0.21851663,0.822044846,PPIL2
2161,ENSG00000100024,-0.035506373,0.478290798,0.940822639,NA,0.128403142,0.436040501,0.768394761,NA,UPB1
2162,ENSG00000100027,-0.222402729,0.206574235,0.281648388,0.541218856,-0.396142015,0.175901436,0.024317968,0.473336031,YPEL1
2163,ENSG00000100028,-0.125740549,0.150926832,0.404775611,0.658262554,-0.085737497,0.124676936,0.491656025,0.934202056,SNRPD3
2164,ENSG00000100029,-0.044380363,0.132893048,0.738413148,0.878821857,-0.026467642,0.110123538,0.810062813,0.974687101,PES1
2165,ENSG00000100030,0.231214523,0.104229069,0.026532306,0.146854655,0.093263862,0.085914512,0.277681412,0.857107843,MAPK1
2166,ENSG00000100031,-0.972256695,0.492140451,0.048203779,NA,0.087914533,0.395701394,0.82417849,0.97614281,GGT1
2167,ENSG00000100033,-0.406353264,0.507984891,0.423750317,0.671860821,0.065545026,0.467808924,0.888572544,0.987216042,PRODH
2168,ENSG00000100034,-0.496879139,0.152002124,0.00107968,0.020146722,-0.260136298,0.125143603,0.03764472,0.539956462,PPM1F
2169,ENSG00000100036,-0.306296958,0.276513631,0.267987012,0.528071276,0.074376566,0.22143106,0.736953522,0.968950879,SLC35E4
2170,ENSG00000100038,-0.166068508,0.230751606,0.47171886,0.711367134,-0.20103225,0.194949374,0.302445946,0.868722865,TOP3B
2171,ENSG00000100053,-0.206834814,0.48145037,0.667480993,NA,-0.195629652,0.540572063,0.71743143,NA,CRYBB3
2172,ENSG00000100055,-0.628201004,0.343579757,0.067489639,0.24914925,0.338961383,0.294531646,0.249794457,0.840014151,CYTH4
2173,ENSG00000100056,-0.356661279,0.194067213,0.066088421,0.246443902,-0.06437622,0.155532418,0.678940977,0.967174405,DGCR14
2174,ENSG00000100060,-0.761237941,0.165012323,3.96E-06,0.000379384,-0.062168645,0.1283261,0.62806065,0.960640446,MFNG
2175,ENSG00000100065,-0.600406118,0.305763732,0.049573288,0.20944758,-0.346309177,0.262378108,0.186873101,0.800935427,CARD10
2176,ENSG00000100068,0.003717666,0.350749541,0.991543216,0.995371247,-0.356472132,0.302146443,0.238080088,0.834357897,LRP5L
2177,ENSG00000100075,1.061861145,0.438583793,0.015473045,0.105035807,-0.180178803,0.407296157,0.658215796,0.964977557,SLC25A1
2178,ENSG00000100077,0.152865659,0.338531213,0.651589175,0.83016988,0.217131719,0.294806395,0.461412418,0.926083661,ADRBK2
2179,ENSG00000100078,-0.09400283,0.149660752,0.529934441,NA,0.022022372,0.172052183,0.898150388,NA,PLA2G3
2180,ENSG00000100079,-0.92526976,0.577466055,0.109090855,NA,0.32298485,0.554720008,0.560399361,NA,LGALS2
2181,ENSG00000100083,-0.163614116,0.166766274,0.326544247,0.58760279,0.18893945,0.137567711,0.169619096,0.791964609,GGA1
2182,ENSG00000100084,-0.265835034,0.500739693,0.595498691,NA,-0.247544768,0.440764947,0.574371305,NA,HIRA
2183,ENSG00000100092,-0.208895168,0.356968186,0.558418169,0.771987948,0.449491142,0.293352349,0.125459069,0.739312861,SH3BP1
2184,ENSG00000100095,0.332850347,0.566188692,0.556613626,NA,-0.200141345,0.594475374,0.736366542,NA,SEZ6L
2185,ENSG00000100097,0.298901942,0.175319746,0.088213813,0.290348215,-0.010413834,0.149221804,0.944362706,0.991737213,LGALS1
2186,ENSG00000100099,-0.133117947,0.132792047,0.316124269,0.578778874,-0.018201608,0.107500387,0.865547564,0.984519124,HPS4
2187,ENSG00000100100,-0.07020702,0.209425016,0.737446292,0.878282893,-0.198277212,0.177513803,0.264008068,0.848989149,PIK3IP1
2188,ENSG00000100101,-0.444473255,0.311673651,0.153843682,0.393357049,-0.474019017,0.267542815,0.076436044,0.653479569,NOL12
2189,ENSG00000100104,0.143006959,0.16469269,0.385215846,0.641990628,-0.021581783,0.141004991,0.878353428,0.986260155,SRRD
2190,ENSG00000100105,-0.297150322,0.19728759,0.132021362,0.361264372,-0.285698462,0.165827368,0.08491262,0.67613618,PATZ1
2191,ENSG00000100106,0.246246384,0.170608047,0.148923124,0.386141227,-0.164310872,0.14453012,0.255595775,0.843682148,TRIOBP
2192,ENSG00000100109,0.082325217,0.131224389,0.530421865,0.753846949,-0.135430848,0.108460265,0.211786576,0.817156143,TFIP11
2193,ENSG00000100116,0.36522296,0.357834143,0.307420899,0.569292672,0.085068678,0.325910076,0.794077958,0.972736709,GCAT
2194,ENSG00000100121,-0.096539878,0.328973249,0.769171991,NA,0.539732002,0.380565455,0.156121589,NA,GGTLC2
2195,ENSG00000100122,-0.595268533,0.571531898,0.297628895,NA,0.452237033,0.529874504,0.393393445,NA,CRYBB1
2196,ENSG00000100124,0.087730137,0.187544843,0.63994036,0.8241676,-0.082806999,0.158727203,0.601883535,0.953212264,ANKRD54
2197,ENSG00000100129,-0.344554622,0.137434759,0.012174647,0.090256174,-0.1580984,0.115863038,0.17240134,0.793849467,EIF3L
2198,ENSG00000100138,0.113021691,0.136315388,0.40703702,0.660324128,-0.075754189,0.114529423,0.508331038,0.938962551,NHP2L1
2199,ENSG00000100139,0.099332086,0.172488938,0.564699599,0.776045154,0.041719583,0.142776132,0.770131583,0.970885904,MICALL1
2200,ENSG00000100142,-0.148211423,0.195157302,0.447585835,0.690872909,0.042102453,0.159933672,0.792358312,0.972736709,POLR2F
2201,ENSG00000100146,-0.364863644,0.572641294,0.524021179,NA,-0.063643596,0.590303497,0.914142412,NA,SOX10
2202,ENSG00000100147,0.472196707,0.440421368,0.283653748,NA,0.22124727,0.390142095,0.57065027,0.948110311,CCDC134
2203,ENSG00000100150,-0.08250387,0.218218575,0.705371876,0.862132131,-0.239330341,0.185857479,0.197847294,0.807465022,DEPDC5
2204,ENSG00000100151,0.079415209,0.23195464,0.732069546,0.875803545,-0.071954797,0.199855737,0.718821946,0.968950879,PICK1
2205,ENSG00000100154,0.306424765,0.230136068,0.183026559,0.433329509,-0.152001042,0.197066379,0.440517873,0.921917427,TTC28
2206,ENSG00000100156,-0.044700416,0.522364485,0.93180568,NA,0.167922054,0.498306602,0.7361279,NA,SLC16A8
2207,ENSG00000100162,0.583125214,0.557685465,0.295738054,NA,1.114011424,0.590220318,0.059099806,NA,CENPM
2208,ENSG00000100167,-0.951243987,0.565123174,0.092326567,NA,1.4486634,0.597422015,0.015314386,NA,3-Sep
2209,ENSG00000100170,0.223027271,0.399581137,0.576740151,NA,-0.454534496,0.472315047,0.335871577,NA,SLC5A1
2210,ENSG00000100191,-0.393933608,0.545251724,0.469999257,NA,0.153950901,0.50275859,0.759442952,0.970352257,SLC5A4
2211,ENSG00000100196,0.447591382,0.236600009,0.05852243,0.230873812,-0.11329872,0.202319416,0.575479953,0.948241812,KDELR3
2212,ENSG00000100197,-0.103648695,0.513534893,0.840046663,NA,-0.147473321,0.556622781,0.791053356,NA,CYP2D6
2213,ENSG00000100201,-0.268266848,0.114462289,0.019092815,0.120131068,-0.201468271,0.096677581,0.037167514,0.537759543,DDX17
2214,ENSG00000100206,0.040864703,0.547005668,0.940448492,NA,-0.326983749,0.528945544,0.536456452,NA,DMC1
2215,ENSG00000100207,0.271937258,0.587746995,0.643595612,NA,-0.166256756,0.583070192,0.775536727,NA,TCF20
2216,ENSG00000100209,-0.321345978,0.273955298,0.240801054,0.499951642,-0.014383566,0.221995358,0.948339456,0.992535323,HSCB
2217,ENSG00000100211,-0.222421446,0.237372501,0.348751162,0.609944823,-0.07307084,0.198997632,0.713473927,0.968950879,CBY1
2218,ENSG00000100216,0.142420028,0.184401673,0.439915519,0.684777398,0.02259028,0.155007686,0.884129394,0.986314891,TOMM22
2219,ENSG00000100218,-0.304061828,0.415588958,0.464387852,0.705352414,-0.132987337,0.345090632,0.69996382,0.967969344,RTDR1
2220,ENSG00000100219,0.051600814,0.152547286,0.73516643,0.877237561,-0.005275888,0.127817077,0.967075175,0.996244045,XBP1
2221,ENSG00000100220,0.403725309,0.099411437,4.88E-05,0.002281487,0.089328755,0.084777792,0.292028954,0.864666007,RTCB
2222,ENSG00000100221,-0.367464576,0.15238542,0.01589073,0.106840373,-0.035320214,0.123383863,0.774676824,0.970885904,JOSD1
2223,ENSG00000100225,0.253034514,0.14493324,0.080833643,0.275443287,0.005518543,0.121857985,0.963878807,0.995988602,FBXO7
2224,ENSG00000100226,0.048745968,0.152777004,0.749676363,0.883464676,0.018407967,0.129641006,0.887086438,0.987043086,GTPBP1
2225,ENSG00000100227,-0.244664967,0.172822839,0.156863911,0.397763247,-0.063325897,0.144924985,0.66214298,0.965572532,POLDIP3
2226,ENSG00000100228,-0.341845297,0.366966563,0.351572521,0.612372059,-0.129913305,0.301433906,0.66647973,0.966667101,RAB36
2227,ENSG00000100234,0.094862868,0.230652739,0.680867202,0.846315217,0.215141324,0.197492334,0.275992766,0.856808228,TIMP3
2228,ENSG00000100239,0.059126954,0.114037578,0.604118818,0.800738606,-0.279306687,0.097677366,0.004243333,0.253496339,PPP6R2
2229,ENSG00000100241,-0.0077518,0.125203432,0.950631605,0.979578324,-0.059579633,0.105604856,0.572634951,0.948110311,SBF1
2230,ENSG00000100242,0.203139748,0.189798033,0.284486871,0.544745298,0.110829171,0.161979067,0.493836827,0.935682013,SUN2
2231,ENSG00000100243,0.375785593,0.150643497,0.012612201,0.091649174,-0.000825408,0.128013575,0.994855422,0.998636893,CYB5R3
2232,ENSG00000100246,-0.377276145,0.226040563,0.095104715,0.303093509,-0.367661685,0.192181588,0.055735858,0.593648941,DNAL4
2233,ENSG00000100249,0.311602695,0.271517275,0.251119325,NA,-0.1140603,0.310239696,0.713132604,NA,C22orf31
2234,ENSG00000100253,-0.446926334,0.469312246,0.340944552,NA,0.691809906,0.524210835,0.186929551,NA,MIOX
2235,ENSG00000100258,-0.069261886,0.148332783,0.640545815,0.8241676,-0.061674221,0.1251088,0.622037534,0.959157654,LMF2
2236,ENSG00000100263,0.053178448,0.193290954,0.783223089,0.899034447,-0.118494694,0.154814509,0.444034666,0.922911074,RHBDD3
2237,ENSG00000100266,-0.222505764,0.182688473,0.22324227,0.47931296,0.00741455,0.152795362,0.961297033,0.995749789,PACSIN2
2238,ENSG00000100271,-0.376032073,0.301850572,0.212854096,0.466876342,-0.217098127,0.247210198,0.379839295,0.905421537,TTLL1
2239,ENSG00000100276,-0.657595604,0.520825521,0.20673207,NA,0.611084542,0.45916814,0.183237926,NA,RASL10A
2240,ENSG00000100280,0.164699208,0.151538919,0.277105632,0.536667821,0.293328963,0.126849418,0.020754622,0.442914658,AP1B1
2241,ENSG00000100281,0.095377808,0.156601434,0.542492547,0.761846572,-0.235662507,0.132944508,0.076288685,0.653479569,HMGXB4
2242,ENSG00000100284,0.210304863,0.153799155,0.171500168,0.419165073,-0.096654011,0.131009893,0.460659596,0.926083661,TOM1
2243,ENSG00000100285,-0.668143433,0.561950754,0.234450881,NA,0.536020271,0.510931244,0.294130021,NA,NEFH
2244,ENSG00000100288,-0.409255633,0.355963835,0.25026281,0.510123141,-0.134610441,0.289410616,0.641846079,0.961668797,CHKB
2245,ENSG00000100290,-0.294904604,0.397631054,0.458297084,NA,-0.350915322,0.44661909,0.432034468,NA,BIK
2246,ENSG00000100292,-0.227699444,0.318307852,0.474396834,0.714159172,0.556856832,0.271823279,0.040501366,0.545945709,HMOX1
2247,ENSG00000100294,-0.178188897,0.240206343,0.458198853,0.699580864,0.015734353,0.199058115,0.936997612,0.990214142,MCAT
2248,ENSG00000100296,0.191685761,0.179934054,0.28673513,0.546407618,-0.049953077,0.154821167,0.746960187,0.968950879,THOC5
2249,ENSG00000100297,-0.16808297,0.200326292,0.401443507,0.655338582,0.048357014,0.165281574,0.769848148,0.970885904,MCM5
2250,ENSG00000100298,-0.787919827,0.571953976,0.168328966,NA,-0.721212899,0.591294342,0.222571445,NA,APOBEC3H
2251,ENSG00000100299,-0.017106641,0.24809774,0.945028451,0.976411605,0.135175123,0.212219148,0.524150855,0.942951224,ARSA
2252,ENSG00000100300,0.647791406,0.293850682,0.027489779,0.149947785,0.219844772,0.253591159,0.385982551,0.908426527,TSPO
2253,ENSG00000100302,0.447326954,0.500721902,0.37166224,NA,0.685923851,0.454324059,0.131102675,0.746940551,RASD2
2254,ENSG00000100304,0.434474254,0.204414202,0.033548231,0.167685076,0.132229936,0.175776617,0.45189397,0.925112266,TTLL12
2255,ENSG00000100307,-0.698267232,0.201146709,0.000517689,0.011846514,-0.321239097,0.169708936,0.05837348,0.601895673,CBX7
2256,ENSG00000100311,-0.525735275,0.209215276,0.011974618,0.089765896,-0.228637557,0.17352831,0.187644041,0.800935427,PDGFB
2257,ENSG00000100312,-0.247043266,0.572612253,0.666154266,NA,-0.668680315,0.559746336,0.232238222,NA,ACR
2258,ENSG00000100314,0.238118333,0.371061357,0.521053532,0.746551057,-0.040532086,0.325602955,0.900932731,0.98824041,CABP7
2259,ENSG00000100316,-0.20107973,0.125993251,0.110498537,0.330500874,-0.063037913,0.106706294,0.554680594,0.946839149,RPL3
2260,ENSG00000100319,0.172056275,0.245240081,0.482939246,0.71886782,-0.027513299,0.203861155,0.892642735,0.988090748,ZMAT5
2261,ENSG00000100320,0.145596038,0.174971889,0.405346281,0.658655804,0.041264592,0.148053458,0.780464208,0.970904553,RBFOX2
2262,ENSG00000100321,-1.012639642,0.242595046,2.99E-05,0.001582653,-0.130252631,0.186367599,0.484613468,0.930478138,SYNGR1
2263,ENSG00000100324,-0.262433011,0.150203923,0.080606442,0.274995339,-0.118425828,0.12266299,0.334316022,0.889701979,TAB1
2264,ENSG00000100325,0.146174956,0.115081109,0.204016707,0.456144663,-0.083437182,0.097177436,0.390557625,0.909391361,ASCC2
2265,ENSG00000100330,-0.002594552,0.11997749,0.982746835,0.991833947,-0.198648137,0.100072682,0.047140176,0.571004559,MTMR3
2266,ENSG00000100335,0.494653069,0.187522116,0.008343629,0.072052952,0.149085102,0.159434617,0.349743903,0.8961726,MIEF1
2267,ENSG00000100336,-0.788555357,0.373007544,0.034511281,0.170574147,-0.070066207,0.324754759,0.829181742,0.977325884,APOL4
2268,ENSG00000100341,0.018720139,0.133562403,0.888533383,NA,-0.076147738,0.154773155,0.62272233,NA,PNPLA5
2269,ENSG00000100342,-0.362927846,0.255522598,0.155509997,0.395730629,-0.125056534,0.21622011,0.563010259,0.948110311,APOL1
2270,ENSG00000100344,2.661966276,0.535813475,6.76E-07,9.30E-05,0.182813392,0.499974964,0.714629922,0.968950879,PNPLA3
2271,ENSG00000100345,-0.401022222,0.207995032,0.053850462,0.219849677,-0.034051862,0.177485343,0.847853973,0.98114235,MYH9
2272,ENSG00000100346,-0.386617592,0.574367715,0.500871842,NA,-0.334378454,0.592749125,0.57267612,NA,CACNA1I
2273,ENSG00000100347,0.592199788,0.187555021,0.001591433,0.025046231,-0.065834869,0.160938706,0.682489784,0.96736682,SAMM50
2274,ENSG00000100348,0.278892563,0.133475462,0.036665712,0.176923392,-0.009774049,0.114435921,0.93193491,0.989913178,TXN2
2275,ENSG00000100350,-0.354589086,0.296630909,0.231935397,0.489359549,-0.002551366,0.248282256,0.991801027,0.998636893,FOXRED2
2276,ENSG00000100351,-0.0291015,0.470115168,0.950640145,0.979578324,-0.017324455,0.422404456,0.967284813,0.996244045,GRAP2
2277,ENSG00000100353,-0.273546406,0.116334523,0.018704036,0.118875515,-0.079625066,0.09645992,0.409103072,0.914601749,EIF3D
2278,ENSG00000100354,0.05677524,0.182084971,0.755187742,0.885829222,0.12084277,0.151743257,0.425820867,0.918358986,TNRC6B
2279,ENSG00000100359,-0.42642179,0.149288113,0.004285181,0.04680827,-0.12549755,0.123068938,0.307854751,0.871342949,SGSM3
2280,ENSG00000100360,-0.105930372,0.159533817,0.506690643,0.736060702,-0.273040719,0.132653581,0.039561451,0.543649282,IFT27
2281,ENSG00000100362,-0.599568787,0.483643535,0.215089516,NA,-0.063328754,0.514907584,0.902114602,NA,PVALB
2282,ENSG00000100364,0.055369257,0.240274973,0.817748935,0.917121666,0.575262357,0.203543546,0.004709836,0.260729149,KIAA0930
2283,ENSG00000100365,-0.63257991,0.291912111,0.030233191,0.157918936,0.046977664,0.240375103,0.845052563,0.980828678,NCF4
2284,ENSG00000100368,-0.89826984,0.28174447,0.001431402,0.023737797,0.050000954,0.228003468,0.826417067,0.977029378,CSF2RB
2285,ENSG00000100372,-0.235628468,0.194666294,0.226116803,0.482055962,0.018881815,0.160528055,0.906366266,0.98824041,SLC25A17
2286,ENSG00000100373,-0.282581733,0.420734234,0.501813221,NA,-0.086307097,0.473632892,0.855407243,NA,UPK3A
2287,ENSG00000100376,-0.673754739,0.53917649,NA,NA,-0.747791614,0.502697772,NA,NA,FAM118A
2288,ENSG00000100379,-0.464122908,0.324785847,0.153000753,0.392039847,0.021226935,0.251001158,0.932603987,0.989913178,KCTD17
2289,ENSG00000100380,0.182909797,0.126280362,0.147493437,0.383765281,0.034874121,0.107166864,0.744864064,0.968950879,ST13
2290,ENSG00000100385,-0.515151311,0.405006227,0.203387691,0.455907079,-0.341012813,0.345451645,0.323568795,0.882599304,IL2RB
2291,ENSG00000100387,0.007010169,0.16395525,0.965895561,0.985126343,0.179510176,0.133529466,0.178835623,0.800144665,RBX1
2292,ENSG00000100393,0.025685908,0.137375385,0.851679404,0.934581408,0.070375892,0.114764275,0.539730058,0.943419957,EP300
2293,ENSG00000100395,-0.31672307,0.162794655,0.051710348,0.214461675,-0.083634987,0.133268373,0.530286875,0.943273533,L3MBTL2
2294,ENSG00000100399,-0.832539815,0.336404144,0.013330322,0.095361231,-0.522213309,0.277553503,0.059905701,0.606270493,CHADL
2295,ENSG00000100401,-0.131638144,0.14509182,0.364261527,0.62482893,0.014106065,0.120034293,0.906450409,0.98824041,RANGAP1
2296,ENSG00000100403,-0.115593611,0.126234199,0.359820296,0.620324382,-0.168886554,0.106119897,0.111504009,0.718088493,ZC3H7B
2297,ENSG00000100410,-0.112684057,0.211890327,0.594861969,0.795527382,-0.025220354,0.176085686,0.886110328,0.986882403,PHF5A
2298,ENSG00000100412,0.483665117,0.179741016,0.007125953,0.064865696,0.075584003,0.153280149,0.621934734,0.959157654,ACO2
2299,ENSG00000100413,0.449693778,0.154783958,0.003669017,0.042278525,0.020126891,0.132325537,0.879107013,0.986260155,POLR3H
2300,ENSG00000100416,-0.209539397,0.162954803,0.198486927,0.450835953,-0.234309348,0.137410246,0.088160663,0.681657016,TRMU
2301,ENSG00000100417,0.076045299,0.315150568,0.809323921,0.913178629,-0.062222621,0.274780047,0.820855182,0.975223778,PMM1
2302,ENSG00000100418,0.169706522,0.198471602,0.392514046,0.646885785,0.047807518,0.168551783,0.776688597,0.970885904,DESI1
2303,ENSG00000100422,0.00908856,0.139892097,0.948199194,0.978382554,0.092651287,0.116919896,0.428107731,0.918524913,CERK
2304,ENSG00000100425,-0.130857564,0.143394494,0.36146855,0.622089975,-0.197357839,0.119851932,0.099623734,0.701868599,BRD1
2305,ENSG00000100426,-0.122353379,0.245213361,0.617802622,0.809102941,-0.075446822,0.2008367,0.707167803,0.968660588,ZBED4
2306,ENSG00000100427,0.442296741,0.586319756,0.450632499,NA,-0.291500193,0.547066589,0.594142783,NA,MLC1
2307,ENSG00000100429,-0.227894887,0.298197965,0.444724085,0.689279714,-0.461855195,0.253721974,0.068710281,0.632774894,HDAC10
2308,ENSG00000100433,0.025030415,0.152970623,0.870023293,NA,0.147696655,0.177742756,0.405997706,NA,KCNK10
2309,ENSG00000100439,0.355188085,0.20801761,0.087730929,0.289955691,0.082854691,0.177224575,0.640133305,0.961668797,ABHD4
2310,ENSG00000100441,-0.102037824,0.127203897,0.422460656,0.671649033,-0.167785078,0.106777301,0.116100145,0.726094786,KHNYN
2311,ENSG00000100442,0.312192649,0.168220669,0.063474669,0.239955917,0.033586484,0.141206895,0.811995109,0.974853658,FKBP3
2312,ENSG00000100445,-0.072445895,0.115247533,0.5296036,0.753489789,-0.336450281,0.09763949,0.000569283,0.123958869,SDR39U1
2313,ENSG00000100448,-1.266112997,0.455174959,0.005409227,0.054369554,-0.256902281,0.388656121,0.508611348,0.938962551,CTSG
2314,ENSG00000100450,-0.581812678,0.574318321,0.311036692,NA,-0.787871607,0.544908519,0.148211234,NA,GZMH
2315,ENSG00000100453,-0.20270608,0.478122411,0.671592998,NA,-0.000752198,0.398838339,0.998495212,0.999626587,GZMB
2316,ENSG00000100461,-0.486299787,0.163536312,0.002942803,0.036742037,-0.223498,0.132371721,0.091332172,0.688151421,RBM23
2317,ENSG00000100462,0.045110811,0.163255896,0.782302572,0.899034447,-0.170146303,0.139160048,0.221455756,0.82560711,PRMT5
2318,ENSG00000100473,-0.39268433,0.292007038,0.17869728,0.427627789,-0.361234318,0.234815021,0.123956159,0.735368939,COCH
2319,ENSG00000100478,-0.27869794,0.352409661,0.429040208,0.675585825,-0.036077485,0.29585895,0.902945346,0.98824041,AP4S1
2320,ENSG00000100479,-1.110204027,0.526635611,0.035021766,NA,-0.013163086,0.43087858,0.975628889,NA,POLE2
2321,ENSG00000100483,-0.754019402,0.291145941,0.009602247,0.07818412,-0.075580345,0.22684932,0.739002779,0.968950879,VCPKMT
2322,ENSG00000100485,0.399418814,0.152640158,0.008877528,0.074565823,-0.105442609,0.129164976,0.414305381,0.914601749,SOS2
2323,ENSG00000100490,-0.178388926,0.258742202,0.490542278,0.724993969,0.053959545,0.20545098,0.792828441,0.972736709,CDKL1
2324,ENSG00000100503,0.023950036,0.184039381,0.896459315,0.953220317,0.094250906,0.151862003,0.534839666,0.943419957,NIN
2325,ENSG00000100504,0.570343308,0.251488421,0.023337068,0.135633948,0.098530377,0.215929138,0.6481679,0.962262663,PYGL
2326,ENSG00000100505,0.463142488,0.574400208,0.420066277,NA,0.953140704,0.534749887,0.074683262,NA,TRIM9
2327,ENSG00000100519,0.29686434,0.110073852,0.006997651,0.064103816,0.025898348,0.091693695,0.777602961,0.970885904,PSMC6
2328,ENSG00000100522,0.29421719,0.181247567,0.10452763,0.321366664,0.12199135,0.150094688,0.416354178,0.915342169,GNPNAT1
2329,ENSG00000100523,0.327423733,0.208404628,0.11616029,0.33890202,-0.096227839,0.180692475,0.594344884,0.949960136,DDHD1
2330,ENSG00000100526,0.62070185,0.584525639,0.288285689,NA,1.071097338,0.565642804,0.058279034,NA,CDKN3
2331,ENSG00000100528,0.107925013,0.156325368,0.489950805,0.724298798,0.214782365,0.130857319,0.100725253,0.703652706,CNIH1
2332,ENSG00000100532,-0.010880388,0.204547651,0.957578581,0.982129773,0.058595579,0.170049691,0.730410777,0.968950879,CGRRF1
2333,ENSG00000100554,0.540498637,0.17471557,0.001977494,0.028650317,0.322140742,0.147690519,0.029169537,0.502333835,ATP6V1D
2334,ENSG00000100557,0.620467809,0.507392452,0.221384161,NA,0.519095587,0.538697792,0.335240553,NA,C14orf105
2335,ENSG00000100558,0.325466443,0.563158065,0.563310778,NA,0.305721066,0.591675585,0.605362892,NA,PLEK2
2336,ENSG00000100564,0.029427325,0.215410766,0.891338851,0.951360082,0.102498883,0.18019114,0.569468663,0.948110311,PIGH
2337,ENSG00000100565,-0.401528146,0.413451421,0.33146781,NA,0.176921377,0.462572403,0.702110678,NA,C14orf166B
2338,ENSG00000100567,0.45716784,0.176459608,0.009575898,0.078129134,0.058086027,0.149339961,0.697311902,0.967969344,PSMA3
2339,ENSG00000100568,0.711519822,0.162534674,1.20E-05,0.000844067,0.079815233,0.138405309,0.564157307,0.948110311,VTI1B
2340,ENSG00000100575,-0.048496256,0.19941957,0.807860503,0.912792318,0.184087105,0.166970974,0.27024018,0.855016113,TIMM9
2341,ENSG00000100577,0.585720572,0.233254083,0.012036109,0.089921236,-0.02109503,0.203581391,0.917471204,0.988902443,GSTZ1
2342,ENSG00000100578,-0.182052631,0.22556759,0.419616459,0.669115114,-0.035610873,0.180270114,0.843403618,0.980640214,KIAA0586
2343,ENSG00000100580,0.172908217,0.172258059,0.315487401,0.578334458,0.293787109,0.141926249,0.038452494,0.542260366,TMED8
2344,ENSG00000100583,0.612959102,0.588203793,0.297371679,NA,-0.219150083,0.577004265,0.704088912,NA,SAMD15
2345,ENSG00000100591,-0.031250081,0.159918526,0.84507002,0.931189455,-0.013260773,0.132971296,0.920561396,0.989247551,AHSA1
