Diet,Treatment,Animal,Time,Glucose,GIR (uL/min),GIR (mg/kg/min),GIR-AUC,3H-Glu,3H-H20,14C-2DG,Insulin,Hct,Lactate,T,Glu-Blood,Glu-Plasma,GIR,DPM,SA,Prt,Tir,Gtr,HGP,sHGP,Glu-Clearance,Ins-Clearance,Glycolysis,Glycogen,
HFD,Dexamethasone,,30,141,0.8,12.26666667,130.3333333,,,,,,,,,,,,,,,,,,,,,,
HFD,Dexamethasone,,40,126,0.7,10.73333333,115,,,,,,,,,,,,,,,,,,,,,,
HFD,Dexamethasone,,50,141,0.77,11.80666667,112.7,,,,,,,,,,,,,,,,,,,,,,
HFD,Dexamethasone,,60,123,0.73,11.19333333,115,,,,,,,,,,,,,,,,,,,,,,
HFD,Dexamethasone,,70,119,0.75,11.5,113.4666667,,,,,,,,,,,,,,,,,,,,,,
HFD,Dexamethasone,,80,108,0.83,12.72666667,121.1333333,840.89,1126.47,7275.49,,,,80,108,179.5538,12.72666667,840.89,120750.8351,2,2830720,23.44265361,10.71598694,78.11434929,21.70616075,,8.238915076,15.20373853,
HFD,Dexamethasone,,85,117,0.9,13.8,66.31666667,769.71,985.07,2813.31,,,,85,117,208.9194,13.8,769.71,94993.50559,2,2830720,29.79908976,15.99908976,67.32447584,25.46930749,,12.28854251,17.51054726,
HFD,Dexamethasone,,90,113,0.91,13.95333333,69.38333333,661.88,1178.54,1786.32,,,,90,113,183.3026,13.95333333,661.88,93101.39515,2,2830720,30.40470012,16.45136678,66.40077399,26.90681426,,13.24595411,17.15874601,
HFD,Dexamethasone,,100,117,0.99,15.18,145.6666667,648.62,1231.19,987.46,,44.44,,100,117,176.4298,15.18,648.62,94790.31141,2,2830720,29.86296762,14.68296762,70.01244007,25.52390395,,12.34128285,17.52168477,
HFD,Dexamethasone,,110,116,1.03,15.79333333,154.8666667,609.07,1421.31,662.07,,,,110,116,175.1802,15.79333333,609.07,89645.34579,2,2830720,31.57687636,15.78354302,67.7646948,27.22144513,,13.91747933,17.65939703,
HFD,Dexamethasone,,120,111,1.1,16.86666667,163.3,644.56,1411.04,544.04,168.194,,,120,111,177.0546,16.86666667,644.56,93864.56938,2,2830720,30.157492,13.29082533,72.85566299,27.16891171,,13.26623557,16.89125643,
